Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
Chicago,Charlotte,Chicago,-4,224.,223,[]
New York,Washington,New York,-12.5,228.5.,232,[]
L.A. Clippers,New Orleans,New Orleans,+4.5,218.5.,229,[]
Denver,Utah,Denver,-7.5,238.5.,253,[]
Philadelphia,Portland,Philadelphia,-7,223.,228,[]
Cleveland,Golden State,Cleveland,-3.5,232.,208,[]
Dallas,Sacramento,Sacramento,-8,224.,210,[]
