Rank,Hotness Score,Matchup,Time,Location
1,96.8,#15 St Johns  at  #46 Villanova,6:00 PM,William B. Finneran Pavilion
2,96.3,#45 Oklahoma  at  #29 Missouri,9:00 PM,Mizzou Arena
3,94.9,#66 Arizona St  at  #10 Texas Tech,9:00 PM,United Supermarkets Arena
4,93.9,#63 LSU  at  #41 Arkansas,9:00 PM,Bud Walton Arena
5,93.3,#25 Mississippi  at  #81 S Carolina,7:00 PM,Colonial Life Arena
5,93.3,#56 Iowa  at  #62 Rutgers,6:30 PM,Jersey Mike's Arena
7,92.7,#48 Xavier  at  #79 Providence,8:00 PM,Amica Mutual Pavilion
8,92.2,#30 Louisville  at  #88 NC State,7:00 PM,Lenovo Center
9,91.8,#93 Washington  at  #26 Ohio St,8:30 PM,Value City Arena
10,91.6,#73 Florida St  at  #61 Wake Forest,7:00 PM,Lawrence Joel Veterans Memorial Coliseum
11,89.1,#118 California  at  #2 Duke,9:00 PM,Cameron Indoor Stadium
12,89.0,#96 Oklahoma St  at  #69 TX Christian,7:00 PM,Ed and Rae Schollmaier Arena
13,88.7,#40 VCU  at  #117 Geo Wshgtn,7:00 PM,Charles E. Smith Center
14,88.2,#80 Stanford  at  #97 GA Tech,7:00 PM,McCamish Pavilion
15,83.4,#82 Drake  at  #134 Illinois St,9:00 PM,CEFCU Arena - Home of the Redbirds
16,82.6,#108 St Bonavent  at  #122 Rhode Island,7:00 PM,Thomas M. Ryan Center
17,81.9,#129 Chattanooga  at  #103 Samford,7:30 PM,Pete Hanna Center
18,81.1,#171 Wyoming  at  #38 New Mexico,10:00 PM,The Pit
19,78.5,#120 Davidson  at  #144 U Mass,7:00 PM,William D. Mullins Memorial Center
20,77.1,#77 Notre Dame  at  #185 Boston Col,9:00 PM,Conte Forum
21,76.4,#178 S Illinois  at  #91 Bradley,7:00 PM,Carver Arena
22,75.3,#76 Dayton  at  #197 Fordham,7:00 PM,Rose Hill Gymnasium
23,72.3,#207 La Salle  at  #87 St Josephs,7:00 PM,Michael J. Hagan Arena
24,70.9,#124 IPFW  at  #195 Youngs St,6:30 PM,Zidian Family Arena at Beeghly Center
25,67.6,#210 UTSA  at  #130 Wichita St,7:30 PM,Charles Koch Arena
26,64.8,#199 Radford  at  #167 Winthrop,6:30 PM,Winthrop Coliseum
27,63.6,#208 Rob Morris  at  #163 Cleveland St,7:00 PM,Wolstein Center
28,63.1,#141 Belmont  at  #230 Valparaiso,8:00 PM,Athletics-Recreation Center
29,62.5,#218 Mercer  at  #159 Furman,7:00 PM,Bon Secours Wellness Arena
30,61.6,#267 S Mississippi  at  #94 Arkansas St,8:30 PM,First National Bank Arena
31,60.1,#250 Tulsa  at  #135 Temple,7:00 PM,The Liacouras Center
32,53.4,#114 Troy  at  #303 Louisiana,8:30 PM,Cajundome
33,49.0,#300 VMI  at  #154 NC-Grnsboro,7:00 PM,First Horizon Coliseum
34,47.4,#245 Evansville  at  #235 Missouri St,8:00 PM,Great Southern Bank Arena
35,40.5,#147 E Tenn St  at  #348 W Carolina,6:00 PM,Ramsey Center
36,38.9,#285 Boston U  at  #243 Bucknell,7:00 PM,Sojka Pavilion
37,38.1,#168 NC-Asheville  at  #346 SC Upstate,7:00 PM,G.B. Hodge Center
38,38.0,#146 Wofford  at  #360 Citadel,7:00 PM,McAlister Field House
39,36.4,#216 Oakland  at  #322 IU Indy,6:30 PM,Corteva Coliseum
40,35.8,#259 Presbyterian  at  #288 Charl South,7:30 PM,Buccaneer Field House
41,35.7,#240 Colgate  at  #307 Holy Cross,6:00 PM,Hart Center
42,32.4,#283 Lehigh  at  #284 Navy,7:00 PM,Alumni Hall
43,27.6,#282 Army  at  #312 Loyola-MD,7:00 PM,Reitz Arena
44,13.6,#356 Canisius  at  #308 Niagara,6:30 PM,Gallagher Center
