Team,Over Record,Over %,Under %,Total +/-
Memphis,16-5-0,76.2%,23.8%,+3.9
New York,6-3-1,66.7%,33.3%,+5.0
Sacramento,12-6-0,66.7%,33.3%,+7.3
Denver,10-5-0,66.7%,33.3%,+5.7
Indiana,15-8-2,65.2%,34.8%,+1.9
Minnesota,11-6-0,64.7%,35.3%,+3.5
Dallas,21-13-0,61.8%,38.2%,+3.6
New Orleans,28-18-0,60.9%,39.1%,+3.1
Cleveland,3-2-0,60.0%,40.0%,+2.5
Utah,36-24-1,60.0%,40.0%,+3.5
Philadelphia,21-15-1,58.3%,41.7%,+2.9
Chicago,28-20-0,58.3%,41.7%,+4.5
Atlanta,23-18-0,56.1%,43.9%,+0.6
Detroit,20-17-1,54.1%,46.0%,+3.2
Miami,15-13-0,53.6%,46.4%,+0.5
Toronto,30-27-0,52.6%,47.4%,-0.8
Houston,11-10-0,52.4%,47.6%,+2.6
Okla City,1-1-0,50.0%,50.0%,-9.8
Washington,30-30-0,50.0%,50.0%,-1.4
Portland,25-27-2,48.1%,51.9%,-0.6
San Antonio,19-22-0,46.3%,53.7%,-1.3
Orlando,12-14-0,46.2%,53.9%,-2.7
Golden State,11-13-0,45.8%,54.2%,-3.8
LA Lakers,11-13-0,45.8%,54.2%,-2.8
Phoenix,10-13-0,43.5%,56.5%,-0.8
Brooklyn,23-30-0,43.4%,56.6%,+0.5
LA Clippers,10-18-1,35.7%,64.3%,-2.5
Charlotte,19-35-0,35.2%,64.8%,-6.0
Milwaukee,6-12-0,33.3%,66.7%,-5.3
Boston,0-3-0,0.0%,100.0%,-17.7
