Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
L.A. Clippers,Charlotte,Charlotte,+13.5,209.,216,[]
Dallas,Detroit,Detroit,+1,229.5.,219,[]
Chicago,Toronto,Chicago,+4.5,233.5.,228,[]
Denver,Philadelphia,Philadelphia,+9.5,235.,271,[]
Milwaukee,San Antonio,San Antonio,+2.5,236.,262,[]
Boston,New Orleans,New Orleans,+12,231.,234,[]
Phoenix,Golden State,Phoenix,-2.5,229.,235,[]
