Team,ATS Record,Cover %,MOV,ATS +/-
Toledo,33-9-1,78.6%,5.7,+4.8
Dartmouth,14-6-1,70.0%,-2.6,+3.0
S Carolina,33-17-2,66.0%,9.9,+3.1
NJIT,23-13-2,63.9%,-3.6,+2.2
Penn St,30-17-1,63.8%,7.6,+3.0
Boston U,14-8-0,63.6%,0.8,+4.2
Utah Valley,37-22-0,62.7%,5.6,+2.4
VCU,53-33-2,61.6%,6.8,+1.9
Purdue,36-23-0,61.0%,11.4,+3.1
Maine,17-11-0,60.7%,-0.3,+2.5
Rob Morris,43-28-0,60.6%,0.7,+0.9
Alcorn St,49-32-3,60.5%,-2.9,+1.2
Nebraska,26-17-0,60.5%,8.1,+4.0
Hsn Christian,26-17-1,60.5%,-3.6,+2.5
Nicholls,24-16-0,60.0%,-2.3,+2.0
SC Upstate,21-14-0,60.0%,-1.6,-0.6
St. Thomas,18-12-2,60.0%,3.6,+1.3
Merrimack,33-22-1,60.0%,3.5,+3.1
Vanderbilt,34-23-0,59.7%,9.8,+1.3
Norfolk St,47-32-0,59.5%,3.9,+1.4
Tarleton St,19-13-0,59.4%,2.3,+1.9
South Dakota,54-37-1,59.3%,1.7,+1.4
Binghamton,16-11-0,59.3%,-5.4,+0.8
Florida,42-29-2,59.2%,13.6,+1.4
Portland St,107-75-8,58.8%,1.2,+1.7
Miss State,27-19-4,58.7%,12.5,+2.9
Lipscomb,41-29-1,58.6%,0.5,+1.5
Ball St,24-17-2,58.5%,4.4,+0.9
Seton Hall,49-35-1,58.3%,5.0,+0.8
TX A&M-CC,32-23-1,58.2%,-0.4,-0.1
W Virginia,57-41-1,58.2%,4.0,+1.2
Sam Hous St,25-18-1,58.1%,5.0,+1.4
Bradley,26-19-2,57.8%,1.8,+1.4
S Dakota St,60-44-1,57.7%,5.8,+1.9
Brown,19-14-1,57.6%,-0.9,+0.7
Cornell,23-17-1,57.5%,0.3,+1.2
F Dickinson,41-31-1,56.9%,-2.0,+2.1
Ohio St,33-25-1,56.9%,11.6,+1.4
Geo Mason,64-49-5,56.6%,6.1,+1.9
Santa Clara,121-93-3,56.5%,0.3,+1.2
SE Louisiana,26-20-2,56.5%,-2.7,+1.1
Missouri,39-30-3,56.5%,5.8,+1.5
N Kentucky,39-30-1,56.5%,2.3,+0.3
St Johns,35-27-4,56.5%,5.2,+2.1
Arkansas St,123-95-6,56.4%,1.9,+1.2
Stetson,31-24-1,56.4%,-2.4,+1.4
Florida A&M,40-31-0,56.3%,-6.1,+0.6
Miss Val St,49-38-0,56.3%,-6.1,+0.3
Samford,90-70-1,56.3%,2.7,+0.8
Bellarmine,18-14-0,56.3%,-2.2,+1.9
Loyola-MD,59-46-2,56.2%,-4.3,+0.5
Butler,84-66-5,56.0%,8.1,+1.7
California,109-86-3,55.9%,1.8,+0.5
S Methodist,57-45-1,55.9%,5.7,+0.9
Southern,43-34-1,55.8%,0.9,+2.5
Central Ark,24-19-2,55.8%,-5.5,+1.0
Rutgers,29-23-2,55.8%,5.6,+0.4
Towson,74-59-3,55.6%,-1.0,+0.7
UCSD,20-16-0,55.6%,3.1,+1.4
Liberty,30-24-2,55.6%,2.1,-0.4
Mass Lowell,20-16-1,55.6%,-1.2,-0.9
App State,102-82-9,55.4%,3.0,+0.4
Fordham,21-17-1,55.3%,-4.3,+1.2
Wichita St,37-30-2,55.2%,5.0,+1.7
Geo Wshgtn,22-18-0,55.0%,1.8,-1.0
Gard-Webb,22-18-0,55.0%,0.0,+1.7
Lamar,28-23-2,54.9%,-1.6,+2.0
Memphis,45-37-3,54.9%,8.1,+0.9
Baylor,45-37-3,54.9%,8.5,+1.8
Middle Tenn,107-88-1,54.9%,3.3,+1.0
Mercer,34-28-0,54.8%,1.2,+0.9
Hampton,40-33-0,54.8%,2.1,+1.6
N Carolina,64-53-6,54.7%,9.8,+0.4
Miami (OH),35-29-2,54.7%,3.3,+1.0
St Peters,90-75-3,54.6%,-1.9,+1.1
Oklahoma,49-41-2,54.4%,3.0,+0.6
Nevada,62-52-2,54.4%,3.0,+1.4
IL-Chicago,93-78-5,54.4%,-1.4,-0.7
UNLV,38-32-0,54.3%,6.1,+1.2
Northwestern,19-16-0,54.3%,4.7,-0.3
Elon,90-76-4,54.2%,-0.3,+1.7
USC,116-98-3,54.2%,2.5,+1.0
Washington,116-98-2,54.2%,1.6,+0.9
E Washingtn,110-93-5,54.2%,2.2,+1.3
Akron,39-33-2,54.2%,6.0,+1.6
North Dakota,52-44-2,54.2%,1.6,+1.7
Wofford,85-72-2,54.1%,4.6,+1.4
