Rank,Hotness Score,Matchup,Time,Location
1,99.6,#6 Duke  at  #9 Louisville,7:00 PM,KFC Yum! Center
2,98.7,#23 Texas Tech  at  #12 Houston,9:00 PM,Fertitta Center
2,98.7,#16 Georgia  at  #17 Florida,7:00 PM,Exactech Arena at the Stephen C. O'Connell Center
4,96.8,#42 Texas  at  #15 Tennessee,9:00 PM,Thompson-Boling Arena at Food City Center
5,96.7,#45 TCU  at  #18 Kansas,9:00 PM,Allen Fieldhouse
5,96.7,#22 St John's  at  #51 Butler,7:00 PM,Hinkle Fieldhouse
7,96.4,#41 Texas A&M  at  #29 Auburn,9:00 PM,Neville Arena
7,96.4,#35 UCLA  at  #44 Wisconsin,9:00 PM,Kohl Center
9,93.4,#49 UCF  at  #69 Oklahoma St,8:00 PM,Gallagher-Iba Arena
10,93.1,#53 Cincinnati  at  #68 West Virginia,7:00 PM,Hope Coliseum
11,92.5,#20 Iowa  at  #89 Minnesota,8:00 PM,Williams Arena
12,92.1,#62 G Washington  at  #74 Dayton,8:00 PM,UD Arena
13,91.5,#87 South Carolina  at  #40 LSU,7:00 PM,Pete Maravich Assembly Center
14,91.0,#54 San Diego St  at  #91 Nevada,11:00 PM,Lawlor Events Center
15,90.4,#66 New Mexico  at  #88 Colorado St,9:00 PM,Moby Arena
16,89.5,#1 Michigan  at  #114 Penn St,7:00 PM,Bryce Jordan Center
17,86.8,#72 Syracuse  at  #115 Georgia Tech,7:00 PM,McCamish Pavilion
18,84.5,#108 Georgetown  at  #103 DePaul,8:00 PM,Wintrust Arena
19,83.5,#28 NC State  at  #161 Boston College,9:00 PM,Conte Forum
20,81.6,#126 UNLV  at  #107 Wyoming,10:00 PM,Arena-Auditorium
21,80.3,#111 Bowling Green  at  #138 Kent St,7:00 PM,Memorial Athletic and Convocation Center
22,68.6,#165 UMass  at  #175 Ohio,6:00 PM,Convocation Center
23,65.0,#179 Fresno St  at  #188 San Jose St,10:00 PM,Provident Credit Union Event Center
24,57.6,#289 W Michigan  at  #94 Miami OH,7:00 PM,Millett Hall
25,54.2,#37 Utah St  at  #331 Air Force,9:00 PM,Clune Arena
26,53.4,#326 C Michigan  at  #61 Akron,7:00 PM,James A. Rhodes Arena
27,48.0,#225 Lindenwood  at  #251 SIU Edward,8:30 PM,First Community Arena at the Vadalabene Center
28,46.4,#164 Toledo  at  #309 N Illinois,8:00 PM,Convocation Center
29,41.0,#214 E Michigan  at  #299 Ball St,7:00 PM,Worthen Arena
