Team,Over Record,Over %,Under %,Total +/-
New York,23-13-0,63.9%,36.1%,+4.0
Philadelphia,23-14-2,62.2%,37.8%,+3.5
Cleveland,24-15-0,61.5%,38.5%,+2.7
San Antonio,22-14-0,61.1%,38.9%,+4.7
Indiana,20-13-2,60.6%,39.4%,+0.2
Okla City,26-17-0,60.5%,39.5%,-0.6
Denver,21-14-0,60.0%,40.0%,+3.9
Utah,25-17-0,59.5%,40.5%,+4.2
Miami,24-17-0,58.5%,41.5%,+0.9
New Orleans,27-21-0,56.3%,43.8%,+1.3
Memphis,21-17-0,55.3%,44.7%,+4.1
Portland,22-18-0,55.0%,45.0%,+0.3
LA Clippers,18-15-2,54.6%,45.5%,+0.8
Dallas,24-20-0,54.6%,45.5%,+0.8
Washington,18-16-0,52.9%,47.1%,+0.8
Toronto,20-18-0,52.6%,47.4%,-1.2
Sacramento,16-15-1,51.6%,48.4%,+0.6
Detroit,19-18-0,51.4%,48.7%,+2.0
Golden State,17-17-0,50.0%,50.0%,-1.9
Minnesota,19-20-0,48.7%,51.3%,+1.1
Brooklyn,17-18-0,48.6%,51.4%,-1.1
Houston,17-18-1,48.6%,51.4%,-4.3
Milwaukee,15-16-0,48.4%,51.6%,+0.1
LA Lakers,17-19-0,47.2%,52.8%,-2.9
Boston,17-19-0,47.2%,52.8%,-3.8
Phoenix,19-22-0,46.3%,53.7%,+0.5
Atlanta,15-18-0,45.5%,54.6%,-2.6
Chicago,18-24-0,42.9%,57.1%,-1.3
Orlando,16-26-0,38.1%,61.9%,-3.6
Charlotte,14-31-0,31.1%,68.9%,-6.2
