Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Delaware State,Norfolk State,-7.0,144.5.,137,[],False
Alabama St.,Arkansas-Pine Bluff,13.5,161.,184,[],False
Wichita St.,South Florida,8.5,155.5.,163,[],False
Rutgers,Wisconsin,-1.5,157.,138,[],False
Southeastern Louisiana,Southeastern Louisiana,3.5,146.5.,154,[],False
Stephen F. Austin,Houston Christian,8.5,129.5.,156,[],False
Texas A&M Commerce,Nicholls State,-5.0,142.5.,144,[],False
Northwestern St.,McNeese St.,-11.0,132.,161,[],False
New Orleans,Texas A&M-CC,-11.0,152.5.,180,[],False
Alabama A&M,Mississippi Valley State,17.0,138.5.,146,[],False
Coppin St.,Coppin St.,11.5,134.,162,[],False
Lamar,Lamar,-3.0,136.5.,130,[],False
Prairie View A&M,Prairie View A&M,4.5,147.,164,[],False
Texas Southern,Texas Southern,-4.0,137.,137 pushed the pre-game total of 137.,[],False
Houston,Houston,-18.5,128.5.,111,[],False
Minnesota,Minnesota,5.0,138.,177,[],False
