Rank,Hotness Score,Matchup,Time,Location
1,95.0,#61 TX Christian  at  #3 Houston,9:00 PM,Fertitta Center
2,94.7,#30 Wisconsin  at  #63 Rutgers,7:00 PM,Jersey Mike's Arena
3,89.9,#27 Ohio St  at  #111 Minnesota,9:00 PM,Williams Arena
4,75.0,#169 S Florida  at  #112 Wichita St,7:00 PM,Charles Koch Arena
5,60.5,#80 McNeese St  at  #284 NW State,7:30 PM,Prather Coliseum
6,51.7,#210 TX-Pan Am  at  #242 SE Louisiana,7:00 PM,Pride Roofing University Center
7,49.7,#239 Incar Word  at  #225 Lamar,8:00 PM,Neches Federal Credit Union Arena at the Montagne
8,44.7,#164 Norfolk St  at  #317 Delaware St,7:30 PM,Memorial Hall/Bayhealth Court
9,39.9,#147 TX A&M-CC  at  #354 New Orleans,7:30 PM,Lakefront Arena
10,33.9,#335 Hsn Christian  at  #213 Ste F Austin,7:30 PM,William R. Johnson Coliseum
11,33.0,#209 Nicholls  at  #345 TX A&M-Com,7:30 PM,The Field House
12,30.4,#232 Southern  at  #342 Prairie View,8:30 PM,William J. Nicks Building
13,27.4,#220 S Car State  at  #362 Coppin St,8:00 PM,Physical Education Complex
14,24.0,#265 NC Central  at  #346 Morgan St,7:30 PM,Talmadge L. Hill Field House
15,21.8,#263 Howard  at  #358 Maryland ES,8:00 PM,Hytche Athletic Center
16,21.2,#307 Grambling St  at  #321 TX Southern,9:00 PM,H&PE Arena
17,18.8,#363 Ark Pine Bl  at  #267 Alabama St,7:00 PM,Dunn-Oliver Acadome
18,1.6,#364 Miss Val St  at  #357 Alab A&M,8:00 PM,Alabama A&M Events Center
