Team,ATS Record,Cover %,MOV,ATS +/-
Portland,7-0-1,100.0%,1.4,+9.4
Memphis,11-2-0,84.6%,8.8,+8.9
San Antonio,9-3-0,75.0%,5.0,+8.3
Cleveland,7-3-0,70.0%,8.4,+3.7
Detroit,8-4-1,66.7%,2.7,+5.7
Toronto,9-5-0,64.3%,-6.8,+3.0
LA Clippers,8-5-0,61.5%,1.5,+1.1
Utah,8-5-0,61.5%,-3.5,+5.3
Denver,10-8-0,55.6%,6.8,+3.4
Washington,6-5-1,54.6%,-16.4,-3.7
Okla City,6-5-1,54.6%,8.0,+2.1
Minnesota,6-5-0,54.6%,0.5,-0.3
Brooklyn,6-5-0,54.6%,-8.1,-0.7
Houston,8-7-1,53.3%,1.6,-0.7
LA Lakers,4-4-0,50.0%,-4.9,-3.6
Philadelphia,4-4-0,50.0%,-3.3,+2.3
Indiana,7-8-0,46.7%,-1.4,-2.1
Orlando,5-6-0,45.5%,-6.6,-2.4
Dallas,6-8-0,42.9%,0.4,+1.0
Charlotte,3-4-0,42.9%,-6.1,+0.2
Boston,6-8-0,42.9%,6.7,-3.1
New Orleans,3-5-0,37.5%,-10.1,-4.9
Miami,4-7-0,36.4%,-4.5,-4.1
Golden State,4-8-0,33.3%,-5.7,-3.5
Chicago,3-6-1,33.3%,-7.8,-0.1
Atlanta,4-9-0,30.8%,-5.1,-2.1
Milwaukee,3-11-0,21.4%,-4.7,-5.0
New York,2-8-0,20.0%,-1.2,-9.3
Phoenix,3-12-1,20.0%,-5.8,-6.2
Sacramento,2-11-0,15.4%,-8.6,-10.6
