Team,ATS Record,Cover %,MOV,ATS +/-
Cleveland,35-19-0,64.8%,10.8,+3.1
Memphis,35-19-0,64.8%,7.5,+5.1
Okla City,32-19-4,62.8%,12.4,+3.7
Toronto,32-22-1,59.3%,-5.9,+1.3
LA Clippers,32-22-0,59.3%,2.9,+1.7
Portland,31-23-1,57.4%,-5.6,+1.1
LA Lakers,28-23-1,54.9%,0.8,-0.8
Brooklyn,29-24-1,54.7%,-6.0,+1.1
Detroit,29-24-2,54.7%,0.5,+2.8
Charlotte,27-23-2,54.0%,-5.5,+0.8
Dallas,29-25-2,53.7%,2.2,+1.7
Houston,29-25-1,53.7%,4.1,+1.0
Denver,29-25-1,53.7%,5.7,+1.5
Utah,28-26-0,51.9%,-7.1,+0.7
New York,27-26-1,50.9%,5.9,-0.3
Golden State,27-27-1,50.0%,0.3,-1.2
Atlanta,27-28-0,49.1%,-2.4,-0.3
Indiana,25-27-1,48.1%,0.4,-0.9
San Antonio,24-28-0,46.2%,-1.5,+0.1
Orlando,25-30-1,45.5%,-1.4,-2.1
Milwaukee,24-29-1,45.3%,1.7,-1.2
Washington,23-29-2,44.2%,-13.4,-2.5
Minnesota,24-31-1,43.6%,3.4,-0.2
Chicago,23-30-2,43.4%,-4.7,-1.1
Boston,23-31-1,42.6%,9.1,-0.8
New Orleans,22-32-1,40.7%,-8.9,-4.2
Miami,21-31-1,40.4%,-0.9,-1.6
Sacramento,19-32-4,37.3%,0.8,-2.8
Philadelphia,19-33-2,36.5%,-3.8,-2.4
Phoenix,19-34-1,35.9%,-1.8,-3.4
