Team,ATS Record,Cover %,MOV,ATS +/-
Cleveland,3-1-0,75.0%,-4.0,-0.5
Minnesota,8-4-1,66.7%,1.9,+6.6
Atlanta,22-13-0,62.9%,-2.6,+3.5
Charlotte,27-17-2,61.4%,-5.5,+2.2
Toronto,30-19-1,61.2%,-6.3,+1.9
Houston,11-7-1,61.1%,-3.8,-0.1
Detroit,21-14-2,60.0%,-2.6,+3.3
Portland,30-20-1,60.0%,-5.0,+2.5
LA Lakers,13-9-0,59.1%,-3.7,+1.0
Memphis,11-8-0,57.9%,-2.0,+2.3
Dallas,16-12-1,57.1%,-2.1,+3.0
LA Clippers,14-11-0,56.0%,-5.8,-0.1
Brooklyn,25-20-1,55.6%,-6.6,+2.1
Indiana,12-10-0,54.6%,-1.4,+4.1
Denver,7-6-0,53.9%,0.5,+5.0
Utah,28-25-0,52.8%,-7.2,+0.8
Golden State,12-11-0,52.2%,-7.3,-2.6
Okla City,1-1-0,50.0%,4.0,+6.5
San Antonio,16-18-0,47.1%,-5.3,-0.3
Milwaukee,7-8-0,46.7%,-7.1,-0.2
Chicago,18-22-1,45.0%,-6.4,+0.1
Washington,23-29-2,44.2%,-13.4,-2.5
New Orleans,17-23-1,42.5%,-9.8,-2.0
Philadelphia,12-17-2,41.4%,-8.0,-1.5
Miami,9-13-1,40.9%,-5.9,-0.9
Sacramento,6-9-0,40.0%,-3.1,+0.6
Phoenix,7-13-0,35.0%,-10.2,-4.9
New York,2-4-0,33.3%,-5.3,-1.8
Boston,1-2-0,33.3%,-3.3,-2.0
Orlando,7-15-1,31.8%,-8.7,-2.4
