Rank,Hotness Score,Matchup,Time,Location
1,98.6,#20 Maryland  at  #7 Illinois,9:00 PM,State Farm Center
2,92.5,#81 San Francisco  at  #40 St Marys,9:00 PM,University Credit Union Pavilion
3,89.4,#90 Wash State  at  #71 Santa Clara,11:00 PM,Leavey Center
4,84.0,#146 Wichita St  at  #45 Memphis,7:00 PM,FedExForum
5,81.8,#134 App State  at  #97 Arkansas St,9:00 PM,First National Bank Arena
6,79.6,#128 NC-Wilmgton  at  #125 Col Charlestn,7:00 PM,TD Arena
7,79.0,#170 UCSB  at  #73 UCSD,10:00 PM,LionTree Arena
8,78.9,#92 Lipscomb  at  #163 N Alabama,7:00 PM,CB&S Bank Arena at Flowers Hall
9,77.9,#62 UC Irvine  at  #186 UC Riverside,10:00 PM,SRC Arena
10,77.4,#139 W Kentucky  at  #132 LA Tech,7:00 PM,Thomas Assembly Center
11,77.3,#105 Samford  at  #166 Chattanooga,7:00 PM,McKenzie Arena
12,74.2,#113 Middle Tenn  at  #180 Sam Hous St,7:30 PM,Bernard G. Johnson Coliseum
13,72.4,#135 Utah Valley  at  #176 Cal Baptist,11:00 PM,Dale E. and Sarah Ann Fowler Events Center
14,72.3,#160 Jksnville St  at  #150 TX El Paso,9:00 PM,Don Haskins Center
15,71.9,#213 Pepperdine  at  #77 Oregon St,9:30 PM,Gill Coliseum
16,68.3,#119 S Dakota St  at  #214 Kansas City,8:00 PM,Swinney Recreation Center
17,67.8,#140 Seattle  at  #203 TX-Arlington,8:00 PM,College Park Center
18,65.9,#91 Grd Canyon  at  #247 S Utah,8:30 PM,America First Events Center
19,65.4,#207 Kennesaw St  at  #151 N Mex State,9:00 PM,Pan American Center
20,65.0,#192 Maine  at  #171 Mass Lowell,6:00 PM,Costello Athletic Center
21,64.0,#182 Drexel  at  #189 Northeastrn,7:00 PM,Matthews Arena
22,63.3,#127 St. Thomas  at  #240 Neb Omaha,8:05 PM,Baxter Arena
23,61.9,#211 Delaware  at  #173 Hofstra,7:00 PM,David S. Mack Sports Complex
24,57.8,#276 S Mississippi  at  #115 Troy,7:00 PM,Trojan Arena
25,56.8,#158 N Colorado  at  #256 Idaho,9:00 PM,Idaho Central Credit Union Arena
26,56.3,#204 Merrimack  at  #220 St Peters,7:00 PM,Victor R. Yanitelli Recreation Life Center
27,55.8,#196 Hawaii  at  #231 UC Davis,9:00 PM,University Credit Union Center
28,54.6,#263 Monmouth  at  #159 Elon,7:00 PM,Schar Center
29,53.3,#217 Weber St  at  #224 Portland St,10:00 PM,Viking Pavilion
30,51.7,#258 Hampton  at  #190 Wm & Mary,5:00 PM,Kaplan Arena
31,49.5,#242 N Florida  at  #223 Queens,7:00 PM,Curry Arena
32,48.0,#188 Marshall  at  #282 Georgia St,7:00 PM,Georgia State Convocation Center
33,47.5,#169 Loyola Mymt  at  #298 Pacific,10:00 PM,Alex G. Spanos Center
34,46.5,#162 Texas St  at  #309 Louisiana,4:00 PM,Cajundome
35,46.4,#320 Lg Beach St  at  #143 Cal St Nrdge,10:00 PM,Premier America Credit Union Arena
36,42.3,#246 N Arizona  at  #264 E Washingtn,9:00 PM,Reese Court
37,41.5,#251 Maryland BC  at  #262 Albany,6:30 PM,Broadview Center
38,41.3,#324 NC A&T  at  #175 Towson,7:00 PM,TU Arena
39,39.6,#138 Bryant  at  #358 N Hampshire,7:00 PM,Lundholm Gymnasium
40,39.1,#284 Tarleton St  at  #243 Abl Christian,8:00 PM,Moody Coliseum
41,37.8,#227 Marist  at  #306 Niagara,6:30 PM,Gallagher Center
42,37.5,#255 South Dakota  at  #283 North Dakota,8:00 PM,Betty Engelstad Sioux Center
43,37.2,#261 Mt St Marys  at  #278 Siena,7:00 PM,MVP Arena
44,35.7,#172 Fla Gulf Cst  at  #355 Bellarmine,6:30 PM,Knights Hall
45,35.1,#208 Idaho St  at  #333 Sac State,10:00 PM,The Nest
46,33.7,#228 CS Bakersfld  at  #327 CS Fullerton,10:00 PM,Titan Gym
47,33.6,#206 Jacksonville  at  #341 W Georgia,7:00 PM,The Coliseum
48,32.8,#315 S Indiana  at  #245 SIU Edward,8:30 PM,First Community Arena at the Vadalabene Center
49,32.6,#269 Iona  at  #297 Rider,7:00 PM,Alumni Gymnasium
50,32.2,#353 NJIT  at  #198 Vermont,7:00 PM,Patrick Gymnasium
51,30.6,#244 Campbell  at  #330 Stony Brook,7:00 PM,Island Federal Credit Union Arena
52,30.0,#239 AR Lit Rock  at  #335 W Illinois,8:30 PM,LeRoy A. Ufkes Court at Western Hall
53,29.0,#299 Coastal Car  at  #285 GA Southern,1:00 PM,Jack and Ruth Ann Hill Convocation Center
54,28.2,#259 SE Missouri  at  #329 Lindenwood,8:30 PM,Robert F. Hyland Arena
55,25.2,#319 TN Tech  at  #287 TN State,8:30 PM,Gentry Center
56,24.8,#352 Stetson  at  #248 E Kentucky,7:00 PM,Baptist Health Arena
57,24.6,#312 Fairfield  at  #296 Manhattan,7:00 PM,Draddy Gymnasium
58,24.1,#271 Morehead St  at  #338 E Illinois,9:00 PM,Groniger Arena
59,20.8,#308 San Diego  at  #323 Portland,10:00 PM,Chiles Center
60,18.4,#305 Austin Peay  at  #337 Central Ark,7:30 PM,Farris Center
61,18.3,#293 Sacred Hrt  at  #349 Canisius,7:00 PM,Koessler Athletic Center
62,15.3,#345 Denver  at  #313 Oral Roberts,8:00 PM,Mabee Center
