Rank,Hotness Score,Matchup,Time,Location
1,96.5,#30 Wisconsin  at  #42 Nebraska,9:00 PM,Pinnacle Bank Arena
2,92.4,#80 New Mexico  at  #37 VCU,7:00 PM,Siegel Center
3,91.0,#97 Liberty  at  #31 NC State,7:00 PM,Lenovo Center
4,90.9,#101 Minnesota  at  #5 Purdue,7:00 PM,Mackey Arena
5,82.8,#147 Duquesne  at  #60 Boise St,9:00 PM,ExtraMile Arena
6,80.0,#171 Idaho  at  #58 Notre Dame,7:00 PM,Purcell Pavilion at the Joyce Center
7,75.4,#183 Idaho St  at  #94 Utah Valley,8:00 PM,UCCU Center
8,75.3,#164 Colgate  at  #115 St Bonaventure,7:00 PM,Reilly Center
9,74.9,#188 Charleston  at  #84 S Florida,7:00 PM,Yuengling Center
10,74.6,#213 Norfolk St  at  #43 Baylor,12:00 PM,Paul and Alejandra Foster Pavilion
11,73.8,#106 Miami OH  at  #187 NC Asheville,6:00 PM,Kimmel Arena
12,73.5,#132 W Kentucky  at  #170 Marshall,7:00 PM,Cam Henderson Center
13,71.1,#151 Boston College  vs.  #172 UMass,7:00 PM,MassMutual Center
14,70.6,#230 Lamar  at  #62 San Diego St,10:00 PM,Viejas Arena
15,66.6,#209 UT Martin  at  #143 S Illinois,8:00 PM,Banterra Center
16,58.5,#182 Southern  at  #226 Texas St,8:30 PM,Strahan Arena at the University Events Center
17,57.4,#305 Delaware  at  #59 G Washington,7:00 PM,Charles E. Smith Center
18,55.3,#206 E Michigan  at  #224 Purdue FW,8:00 PM,Allen County War Memorial Coliseum
19,53.8,#339 Jackson St  at  #11 Houston,8:00 PM,Fertitta Center
20,53.6,#185 Fresno St  at  #255 CS Northridge,10:00 PM,Premier America Credit Union Arena
21,52.4,#324 Albany  vs.  #76 Yale,4:30 PM,MassMutual Center
22,48.7,#297 Bryant  at  #157 Iona,7:00 PM,Hynes Athletics Center
23,45.6,#353 AR-Pine Bluff  at  #89 Tulsa,8:00 PM,Reynolds Center
24,39.6,#280 Merrimack  at  #247 Princeton,5:00 PM,Jadwin Gymnasium
25,36.9,#176 Weber St  at  #347 Kansas City,8:00 PM,Swinney Center
26,30.5,#232 E Kentucky  at  #341 E Illinois,8:00 PM,Groniger Arena at Charles P. Lantz Complex
27,30.1,#323 Maine  at  #253 Boston U,7:00 PM,Case Gym
28,28.3,#344 F Dickinson  at  #234 Fordham,7:00 PM,Rose Hill Gymnasium
29,11.6,#329 New Haven  at  #351 NJIT,7:00 PM,Joel & Diane Bloom Wellness and Events Center
30,--,Salish Kootenai  at  #199 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
30,--,Bethesda University  at  #283 CS Fullerton,10:00 PM,Titan Gym
30,--,St. Leo  at  #128 Florida Atlantic,7:00 PM,Abessinio Court at Eleanor R. Baldwin Arena
30,--,Crown College  at  #327 North Dakota,8:00 PM,Betty Engelstad Sioux Center
30,--,College of Biblical Studies  at  #249 Nicholls,7:30 PM,Stopher Gymnasium
30,--,Tougaloo  at  #184 Tulane,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
30,--,SUNY-Old Westbury  at  #126 Hofstra,7:00 PM,David S. Mack Sports Complex
30,--,Fisher College  at  #317 UMass Lowell,6:00 PM,Kennedy Family Athletic Complex
30,--,Hawaii-Hilo  at  #110 Hawai'i,11:59 PM,Bankoh Arena at the Stan Sheriff Center
