Team,ATS Record,Cover %,MOV,ATS +/-
Indiana,46-21-3,68.7%,4.4,+2.9
Denver,44-26-2,62.9%,4.6,+3.3
Sacramento,37-24-1,60.7%,0.1,+0.9
Miami,43-30-0,58.9%,3.6,+1.1
Okla City,38-28-2,57.6%,2.1,+0.4
San Antonio,42-33-0,56.0%,5.9,+3.1
Toronto,34-27-1,55.7%,0.7,+0.6
New York,31-26-1,54.4%,-3.5,-0.8
Milwaukee,32-27-0,54.2%,1.5,+0.8
Boston,41-35-1,54.0%,4.5,+2.5
Cleveland,38-34-0,52.8%,2.6,+0.2
LA Clippers,36-34-0,51.4%,-3.0,-2.8
Chicago,30-30-0,50.0%,0.8,+0.4
Houston,30-30-1,50.0%,2.5,+0.6
Charlotte,27-27-2,50.0%,-1.1,+1.6
Portland,32-33-0,49.2%,-0.9,-0.2
LA Lakers,40-43-0,48.2%,2.4,-0.4
Philadelphia,30-33-0,47.6%,-0.8,-0.2
Golden State,34-38-0,47.2%,0.9,-2.1
Dallas,32-36-1,47.1%,0.0,-1.4
Utah,28-33-1,45.9%,0.3,-0.2
Washington,27-32-1,45.8%,-5.5,-2.2
Phoenix,32-38-1,45.7%,1.8,-0.7
Minnesota,28-34-0,45.2%,0.8,+0.9
Orlando,29-37-0,43.9%,0.8,+0.5
Atlanta,26-34-1,43.3%,-3.9,-2.0
Brooklyn,27-36-0,42.9%,-4.7,-3.3
New Orleans,24-33-1,42.1%,-1.3,-0.1
Detroit,29-41-0,41.4%,-0.4,-0.9
Memphis,18-36-1,33.3%,-4.0,-4.1
