Team,Over Record,Over %,Under %,Total +/-
Washington,207-164-8,55.8%,44.2%,+2.1
Phoenix,223-193-4,53.6%,46.4%,+0.2
Minnesota,203-186-0,52.2%,47.8%,+0.1
Memphis,232-214-10,52.0%,48.0%,+1.2
Toronto,266-252-9,51.4%,48.7%,+0.6
Orlando,174-166-4,51.2%,48.8%,+0.4
New York,184-179-6,50.7%,49.3%,+1.1
Portland,218-213-7,50.6%,49.4%,+0.7
Cleveland,260-255-6,50.5%,49.5%,+0.7
Detroit,155-152-9,50.5%,49.5%,+0.8
Milwaukee,277-280-3,49.7%,50.3%,+0.8
Utah,233-236-6,49.7%,50.3%,+0.6
New Orleans,197-200-4,49.6%,50.4%,+0.3
Denver,263-267-3,49.6%,50.4%,+0.2
Boston,304-310-7,49.5%,50.5%,+0.5
Charlotte,172-177-3,49.3%,50.7%,+0.1
Philadelphia,220-229-9,49.0%,51.0%,-0.2
Golden State,309-324-11,48.8%,51.2%,-0.2
LA Clippers,261-275-12,48.7%,51.3%,-0.2
Chicago,188-199-3,48.6%,51.4%,+1.1
Atlanta,212-225-4,48.5%,51.5%,-0.2
Okla City,239-254-7,48.5%,51.5%,-0.4
LA Lakers,198-213-3,48.2%,51.8%,-0.5
Brooklyn,183-198-4,48.0%,52.0%,+0.4
Miami,243-265-1,47.8%,52.2%,-0.4
Sacramento,174-192-8,47.5%,52.5%,-0.5
San Antonio,218-242-4,47.4%,52.6%,-1.1
Houston,222-255-8,46.5%,53.5%,-1.3
Dallas,210-252-4,45.5%,54.6%,-0.6
Indiana,203-246-4,45.2%,54.8%,-0.5
