Rank,Hotness Score,Matchup,Time,Location
1,98.9,#14 Michigan St  at  #19 Michigan,8:00 PM,Crisler Center
2,96.7,#21 Marquette  at  #47 Villanova,7:00 PM,William B. Finneran Pavilion
3,87.2,#75 Dayton  at  #110 Loyola-Chi,7:00 PM,Joseph J. Gentile Arena
4,81.5,#154 Cornell  at  #69 Yale,7:00 PM,John J. Lee Amphitheater
5,73.3,#131 Kent St  at  #172 Miami (OH),8:00 PM,Millett Hall
6,73.0,#133 WI-Milwkee  at  #174 Youngs St,9:00 PM,Zidian Family Arena at Beeghly Center
7,65.8,#213 Oakland  at  #141 IPFW,7:00 PM,Allen County War Memorial Coliseum
8,53.9,#272 Harvard  at  #156 Princeton,7:00 PM,Jadwin Gymnasium
9,50.9,#243 Columbia  at  #212 Brown,7:00 PM,Pizzitola Sports Center
10,50.5,#248 N Kentucky  at  #210 Wright St,7:00 PM,Nutter Center
11,45.6,#284 Sacred Hrt  at  #200 Merrimack,7:00 PM,Hammel Court
12,44.6,#294 Bowling Grn  at  #193 Toledo,6:00 PM,Savage Arena
13,44.2,#218 Dartmouth  at  #279 U Penn,7:00 PM,The Palestra
14,41.7,#257 St Peters  at  #255 Mt St Marys,7:00 PM,Knott Arena
15,40.2,#171 Cleveland St  at  #335 Detroit,7:00 PM,Calihan Hall
16,37.3,#270 Manhattan  at  #269 Iona,7:00 PM,Hynes Athletics Center
17,34.9,#341 WI-Grn Bay  at  #195 Rob Morris,7:00 PM,UPMC Events Center
18,32.5,#309 Niagara  at  #253 Siena,7:00 PM,MVP Arena
19,27.7,#356 Canisius  at  #223 Marist,7:00 PM,McCann Arena
20,19.5,#331 Fairfield  at  #304 Rider,7:00 PM,Alumni Gymnasium
