Rank,Hotness Score,Matchup,Time,Location
1,99.2,#8 Arizona  at  #21 Baylor,10:00 PM,Paul and Alejandra Foster Pavilion
2,93.1,#61 Kansas St  at  #63 Utah,9:00 PM,Jon M. Huntsman Center
3,91.5,#2 Duke  at  #100 Virginia,8:00 PM,John Paul Jones Arena
4,82.3,#104 N Iowa  vs.  #126 Murray St,7:00 PM,Curb Event Center
5,71.4,#83 McNeese St  at  #218 SE Louisiana,7:00 PM,Pride Roofing University Center
6,49.4,#288 Delaware St  at  #167 Norfolk St,8:00 PM,Joseph G. Echols Memorial Hall
7,46.5,#303 Hsn Christian  at  #170 TX A&M-CC,8:00 PM,American Bank Center
8,44.4,#221 Lamar  at  #276 NW State,7:30 PM,Prather Coliseum
9,41.2,#279 Lehigh  at  #235 Bucknell,7:00 PM,Sojka Pavilion
10,41.0,#273 Incar Word  at  #243 TX-Pan Am,7:30 PM,UTRGV Fieldhouse
11,40.9,#296 TX Southern  at  #216 Southern,9:00 PM,F. G. Clark Activity Center
12,34.0,#191 Nicholls  at  #352 New Orleans,7:30 PM,Lakefront Arena
13,33.1,#291 Jackson St  at  #272 Beth-Cook,7:00 PM,Moore Gymnasium
14,29.6,#238 Ste F Austin  at  #339 TX A&M-Com,7:30 PM,The Field House
15,28.4,#362 Coppin St  at  #210 S Car State,7:30 PM,Smith-Hammond Middleton Memorial Center
16,26.1,#335 Morgan St  at  #263 NC Central,7:30 PM,McDougald-McLendon Arena
17,16.8,#323 Alcorn St  at  #328 Florida A&M,7:00 PM,Alfred Lawson Jr. Multipurpose Center
18,12.9,#300 Alabama St  at  #364 Miss Val St,7:00 PM,Harrison HPER Complex
19,12.4,#361 Maryland ES  at  #307 Howard,3:00 PM,Burr Gymnasium
20,12.3,#353 Prairie View  at  #320 Grambling St,7:30 PM,Willis Reed Court at the Fredrick C. Hobdy Center
21,2.9,#359 Alab A&M  at  #363 Ark Pine Bl,7:00 PM,H.O. Clemmons Arena (K. L. Johnson Complex)
