Team,ATS Record,Cover %,MOV,ATS +/-
New Haven,4-2-0,66.7%,-17.8,+2.6
Mercyhurst,19-11-1,63.3%,-8.2,+2.5
Hofstra,57-35-4,62.0%,-3.3,+2.8
Toledo,52-33-1,61.2%,-2.8,+2.1
Saint Peter's,88-56-1,61.1%,-5.3,+2.1
Temple,87-58-5,60.0%,-5.2,+1.5
Lipscomb,63-42-1,60.0%,-6.0,+2.5
Penn St,97-65-2,59.9%,-4.6,+1.8
S Alabama,92-62-1,59.7%,-4.7,+1.8
Jacksonville St,82-56-4,59.4%,-4.6,+2.8
Florida A&M,99-68-0,59.3%,-11.6,+1.6
Providence,91-63-1,59.1%,-3.7,+1.8
Oakland,83-58-2,58.9%,-7.1,+1.3
SE Louisiana,83-58-1,58.9%,-9.1,+0.7
Seton Hall,84-60-0,58.3%,-4.9,+0.9
Houston,22-16-0,57.9%,-0.3,+4.4
W Kentucky,67-49-1,57.8%,-5.1,+1.3
Wichita St,50-37-5,57.5%,-4.8,+0.8
Memphis,60-45-0,57.1%,-4.0,+1.4
Portland St,85-64-6,57.1%,-5.5,+1.2
Robert Morris,85-65-2,56.7%,-7.4,+0.7
Harvard,61-47-1,56.5%,-4.6,+1.7
Arkansas St,97-75-5,56.4%,-5.9,+1.3
N Florida,80-62-2,56.3%,-10.5,+1.2
S Carolina St,90-70-4,56.3%,-12.8,+1.1
Chattanooga,73-57-0,56.2%,-5.7,+1.5
Boise St,55-43-2,56.1%,-3.5,+1.2
Norfolk St,56-44-1,56.0%,-9.6,+0.8
Kansas St,89-70-1,56.0%,-5.7,+1.2
Iona,47-37-1,56.0%,-5.2,+1.4
Santa Clara,80-63-6,55.9%,-7.6,+0.7
Army,72-57-3,55.8%,-6.8,+0.3
UT Arlington,78-62-3,55.7%,-5.9,+2.0
Oregon St,98-78-4,55.7%,-7.8,+0.8
Colgate,35-28-2,55.6%,-7.2,+1.8
Jackson St,76-61-3,55.5%,-12.7,+0.6
NC Greensboro,56-45-3,55.5%,-5.1,+1.8
Liberty,26-21-1,55.3%,-6.7,+0.4
Gardner-Webb,68-55-0,55.3%,-8.4,+0.8
UMBC,69-56-1,55.2%,-5.8,+2.5
NC Central,59-48-3,55.1%,-10.2,0.0
Oklahoma,78-64-4,54.9%,-4.4,+1.0
Presbyterian,90-74-3,54.9%,-7.8,+0.6
Stony Brook,74-61-1,54.8%,-8.2,+0.4
Wisconsin,60-50-6,54.6%,-2.4,+2.2
E Tennessee St,61-51-2,54.5%,-4.6,+1.7
Belmont,37-31-1,54.4%,-4.0,+1.5
Kentucky,37-31-1,54.4%,-2.7,+1.8
UAB,50-42-2,54.4%,-3.4,+2.0
Towson,69-58-2,54.3%,-4.6,+1.1
Clemson,57-48-4,54.3%,-3.6,+0.9
Long Beach St,102-86-3,54.3%,-9.0,+0.1
Campbell,70-59-1,54.3%,-5.2,+1.5
S Dakota St,45-38-2,54.2%,-6.3,+0.9
NW State,85-72-2,54.1%,-12.0,+0.5
Nicholls,54-46-2,54.0%,-9.8,+1.4
Notre Dame,82-70-4,54.0%,-5.4,+0.9
Texas,70-60-0,53.9%,-3.9,+1.6
Utah Valley,63-54-1,53.9%,-5.3,+2.2
Texas A&M-CC,64-55-0,53.8%,-8.3,+1.3
Wright St,50-43-2,53.8%,-4.5,+1.7
Troy,86-74-3,53.8%,-5.9,+1.5
App State,86-74-6,53.8%,-5.6,+1.3
UC Davis,80-69-0,53.7%,-5.8,+1.1
Siena,81-70-3,53.6%,-6.4,+0.4
N Colorado,67-58-3,53.6%,-6.7,+1.3
Villanova,30-26-2,53.6%,-3.9,+0.3
Lafayette,80-70-2,53.3%,-7.5,+0.4
Duquesne,72-63-2,53.3%,-5.4,+1.2
E Texas A&M,40-35-2,53.3%,-10.6,+0.1
NC Wilmington,67-59-5,53.2%,-6.8,+0.3
UC Riverside,93-82-8,53.1%,-6.2,+1.1
Maine,93-82-4,53.1%,-10.3,+0.2
Buffalo,71-63-3,53.0%,-7.7,+0.6
Wofford,72-64-0,52.9%,-5.9,+1.2
N Texas,63-56-2,52.9%,-6.5,+0.7
Loyola Mymt,82-73-6,52.9%,-8.6,-0.1
Fresno St,82-73-2,52.9%,-7.3,+0.4
S Florida,101-90-4,52.9%,-7.9,+0.8
Morgan St,74-66-1,52.9%,-9.9,-0.5
UCSD,37-33-2,52.9%,-4.5,+2.2
Grand Canyon,37-33-0,52.9%,-5.3,-0.1
Grambling,67-60-1,52.8%,-9.9,+1.6
Saint Joseph's,86-77-5,52.8%,-6.8,+0.5
Niagara,106-95-2,52.7%,-6.6,+0.4
E Washington,78-70-2,52.7%,-7.4,+0.9
Marist,98-88-5,52.7%,-6.0,+0.4
Manhattan,108-97-3,52.7%,-7.4,-0.3
Xavier,59-53-3,52.7%,-3.7,+1.2
Dayton,40-36-2,52.6%,-2.2,+2.5
Loyola Chi,50-45-1,52.6%,-5.8,-0.3
E Kentucky,81-73-2,52.6%,-8.0,+0.8
Arizona St,82-74-6,52.6%,-6.8,+0.2
Miami,73-66-1,52.5%,-6.7,-0.1
Alcorn St,75-68-3,52.5%,-15.1,-0.3
Brown,75-68-2,52.5%,-6.4,+1.2
Youngstown St,87-79-2,52.4%,-8.1,+0.2
Mississippi,76-69-1,52.4%,-5.4,+0.6
American,66-60-1,52.4%,-7.2,+0.4
SC Upstate,99-90-2,52.4%,-9.5,+0.4
Oregon,45-41-1,52.3%,-3.8,+0.7
High Point,57-52-2,52.3%,-8.4,-0.6
Drake,69-63-1,52.3%,-5.0,+1.3
Omaha,106-97-2,52.2%,-9.8,-0.5
N Arizona,119-109-4,52.2%,-9.9,-0.5
NC Asheville,60-55-1,52.2%,-9.1,+0.2
Tarleton St,49-45-0,52.1%,-8.5,+1.1
Montana St,76-70-5,52.1%,-6.8,+0.1
Prairie View,65-60-3,52.0%,-11.9,+0.8
Alabama St,78-72-4,52.0%,-13.0,-0.4
Texas A&M,66-61-2,52.0%,-4.5,+1.2
Radford,53-49-4,52.0%,-6.8,+2.0
Bucknell,67-62-2,51.9%,-8.2,+0.1
Lehigh,67-62-0,51.9%,-7.4,+0.6
South Carolina,82-76-3,51.9%,-7.0,+0.1
Weber St,57-53-0,51.8%,-7.6,-1.1
Stetson,88-82-6,51.8%,-9.3,+0.5
Georgia Tech,105-98-2,51.7%,-6.6,+0.7
Alabama,60-56-0,51.7%,-4.3,+1.1
Morehead St,77-72-5,51.7%,-8.9,+0.4
Louisiana Tech,48-45-1,51.6%,-4.9,+0.5
UMass,82-77-1,51.6%,-6.1,+0.5
Dartmouth,82-77-10,51.6%,-7.3,+0.8
Coastal Car,86-81-5,51.5%,-6.2,-0.1
Florida Intl,90-85-5,51.4%,-7.4,-0.1
Mt St Mary's,73-69-3,51.4%,-7.1,+1.2
George Mason,73-69-2,51.4%,-6.0,+1.0
Hampton,92-87-1,51.4%,-8.2,-0.1
Sam Houston,56-53-1,51.4%,-7.8,+0.3
Canisius,95-90-6,51.4%,-7.0,+0.2
Wyoming,95-90-5,51.4%,-7.9,+0.1
Illinois Chicago,98-93-3,51.3%,-7.0,+0.5
Cleveland St,99-94-4,51.3%,-8.2,+0.3
Monmouth,80-76-3,51.3%,-8.2,+0.1
N Illinois,100-95-3,51.3%,-9.1,-0.2
Milwaukee,80-76-3,51.3%,-6.7,+0.8
California,104-99-1,51.2%,-9.4,-0.8
NC A&T,83-79-2,51.2%,-10.5,+0.2
Tennessee,42-40-1,51.2%,-3.9,+1.4
Maryland ES,85-81-4,51.2%,-15.0,-0.6
Baylor,43-41-3,51.2%,-4.2,+0.2
Jacksonville,66-63-1,51.2%,-9.0,-0.4
Rutgers,91-87-2,51.1%,-8.4,0.0
Nevada,46-44-1,51.1%,-5.2,+0.9
Vanderbilt,93-89-5,51.1%,-7.6,-0.4
Saint Louis,71-68-0,51.1%,-7.6,0.0
Akron,48-46-2,51.1%,-5.5,+0.4
Incarnate Word,85-82-1,50.9%,-10.6,-0.2
Binghamton,87-84-3,50.9%,-8.7,+0.4
N Kentucky,58-56-0,50.9%,-6.0,+1.2
Georgia,92-89-1,50.8%,-7.5,-0.2
Mississippi St,61-59-2,50.8%,-5.3,+0.1
Sacramento St,102-99-5,50.8%,-8.0,-0.3
Iowa St,68-66-3,50.8%,-5.8,+0.6
Missouri St,69-67-5,50.7%,-5.9,+0.3
Purdue FW,69-67-1,50.7%,-6.4,+0.2
Winthrop,38-37-1,50.7%,-7.1,+1.3
Quinnipiac,77-75-4,50.7%,-5.5,+1.1
Merrimack,41-40-3,50.6%,-8.2,+0.7
UCSB,47-46-0,50.5%,-5.8,+0.3
Miami OH,94-92-4,50.5%,-6.5,+0.7
C Arkansas,93-91-6,50.5%,-13.0,-0.9
Michigan,50-49-1,50.5%,-3.1,+2.3
Southern,51-50-3,50.5%,-12.8,+0.8
W Michigan,104-102-5,50.5%,-8.7,-0.1
Kent St,53-52-3,50.5%,-4.6,+1.6
Longwood,55-54-2,50.5%,-7.4,+1.5
UMass Lowell,55-54-1,50.5%,-7.5,+0.6
Arkansas,62-61-0,50.4%,-6.1,-0.6
N Alabama,63-62-3,50.4%,-9.1,+0.8
UCF,77-76-0,50.3%,-6.2,+0.3
Denver,102-101-3,50.3%,-8.2,0.0
Miss Valley St,117-116-0,50.2%,-21.0,-1.2
Arizona,24-24-1,50.0%,-2.8,+1.0
Washington,86-86-2,50.0%,-8.1,-0.8
Kansas City,77-77-3,50.0%,-8.0,+0.9
C Connecticut,79-79-2,50.0%,-10.3,+0.2
Ohio,52-52-2,50.0%,-5.9,+0.4
G Washington,88-88-2,50.0%,-6.2,+0.9
Bethune,62-62-4,50.0%,-10.9,-0.2
New Hampshire,71-71-1,50.0%,-9.3,+0.7
New Mexico St,42-42-0,50.0%,-5.5,+1.1
NJIT,80-80-3,50.0%,-9.8,0.0
North Dakota,103-103-2,50.0%,-8.2,+0.2
Nebraska,92-93-0,49.7%,-8.2,0.0
Delaware,85-86-3,49.7%,-7.7,-0.7
Hou Christian,87-88-3,49.7%,-12.7,-0.5
C Michigan,82-83-9,49.7%,-9.7,-0.5
Missouri,83-84-2,49.7%,-7.8,-0.1
Georgia So,80-81-1,49.7%,-6.2,+0.3
Northwestern,77-78-7,49.7%,-6.0,+0.5
F Dickinson,74-75-0,49.7%,-9.0,+0.5
Ball St,67-68-0,49.6%,-5.0,+1.0
Texas So,57-58-3,49.6%,-12.8,+0.9
Utah Tech,56-57-2,49.6%,-9.9,-0.3
San Francisco,52-53-3,49.5%,-7.1,+0.5
McNeese,52-53-3,49.5%,-10.4,-0.1
UTSA,97-99-4,49.5%,-8.7,+0.4
UCLA,48-49-1,49.5%,-4.7,+0.6
