Team,ATS Record,Cover %,MOV,ATS +/-
Miss Valley St,1-0-0,100.0%,9.0,+7.5
Utah Tech,18-7-1,72.0%,6.6,+2.4
Queens,25-12-2,67.6%,6.9,+2.3
Mercyhurst,2-1-0,66.7%,6.3,+3.5
UCSD,41-23-0,64.1%,9.6,+1.8
Maryland ES,16-9-1,64.0%,6.1,+1.5
Yale,101-64-5,61.2%,10.6,+2.5
St Thomas,41-26-0,61.2%,7.6,+1.4
Utah Valley,76-52-1,59.4%,9.2,+2.1
Sam Houston,67-46-4,59.3%,8.9,+1.9
VMI,24-17-0,58.5%,7.0,+2.0
Nevada,136-97-5,58.4%,9.6,+1.3
New Orleans,42-30-1,58.3%,5.6,+1.5
VCU,137-100-5,57.8%,11.0,+1.4
Southern Miss,45-33-3,57.7%,5.2,0.0
UCF,91-67-3,57.6%,10.0,+1.7
NC Central,61-45-2,57.6%,7.8,+1.1
Middle Tenn,84-63-2,57.1%,7.6,+0.8
Hampton,29-22-1,56.9%,6.0,+1.7
UConn,130-99-4,56.8%,13.0,+1.4
Nebraska,72-55-2,56.7%,10.4,+0.6
South Dakota,77-59-3,56.6%,7.0,+0.8
Michigan St,146-112-2,56.6%,11.9,+0.8
St Francis PA,43-33-2,56.6%,5.3,+0.3
Tarleton St,26-20-1,56.5%,7.4,+0.8
Texas A&M-CC,61-47-3,56.5%,6.8,+0.4
Creighton,132-102-3,56.4%,11.6,+1.2
Furman,118-92-3,56.2%,10.2,+1.3
Auburn,133-104-5,56.1%,11.6,+1.5
Houston,162-127-8,56.1%,14.8,+2.3
Utah St,117-92-3,56.0%,11.4,+1.8
Georgia Tech,61-48-0,56.0%,9.4,+0.1
Abl Christian,66-52-2,55.9%,9.0,+1.3
USC,123-97-0,55.9%,10.6,+0.9
San Jose St,29-23-2,55.8%,5.9,+0.7
BYU,131-104-5,55.7%,11.7,+1.0
Lamar,40-32-0,55.6%,6.4,+0.9
UC Irvine,127-102-7,55.5%,9.1,+0.9
Green Bay,51-41-2,55.4%,5.5,0.0
Bradley,92-74-8,55.4%,9.0,+1.9
N Alabama,41-33-0,55.4%,7.4,+0.5
Florida,135-109-3,55.3%,10.8,+1.0
Marshall,104-84-3,55.3%,7.7,+0.7
Iowa St,102-83-1,55.1%,12.5,+1.1
N Texas,97-79-6,55.1%,8.9,+0.9
Utah,99-81-4,55.0%,12.4,+1.7
Alabama A&M,22-18-0,55.0%,7.0,+0.4
Indiana St,83-68-5,55.0%,8.1,+1.0
Baylor,125-103-6,54.8%,12.3,+0.7
SE Missouri St,40-33-0,54.8%,4.9,+0.6
Louisiana Tech,105-87-2,54.7%,8.1,-0.3
Penn,65-54-1,54.6%,6.2,-0.1
Villanova,156-131-3,54.4%,11.6,+0.6
Belmont,126-106-6,54.3%,10.4,+0.4
Virginia,135-114-6,54.2%,10.8,0.0
