Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,20-11-1,64.5%,-1.4,+2.9
New Haven,3-2-0,60.0%,-14.3,+2.3
UCSD,78-57-2,57.8%,1.2,+1.6
Florida A&M,144-111-0,56.5%,-6.7,+1.0
SE Louisiana,136-105-4,56.4%,-1.2,+0.4
NC Central,144-113-5,56.0%,2.2,+1.0
St Thomas,68-54-2,55.7%,4.9,+1.4
Yale,326-259-17,55.7%,2.6,+1.2
Robert Morris,165-134-2,55.2%,0.4,+0.4
S Dakota St,255-210-6,54.8%,3.8,+1.2
Queens,52-43-3,54.7%,1.0,+0.7
S Carolina St,141-118-7,54.4%,-3.5,+0.7
UT Arlington,212-178-9,54.4%,1.7,+0.6
Utah Valley,156-131-2,54.4%,3.5,+1.5
Colgate,149-126-4,54.2%,0.2,+1.1
Norfolk St,154-131-6,54.0%,0.1,+1.1
Sam Houston,146-125-7,53.9%,4.7,+0.7
Nevada,404-346-16,53.9%,3.7,+0.7
Texas A&M-CC,140-120-7,53.9%,1.6,+0.7
Villanova,477-409-12,53.8%,7.0,+0.6
NW State,132-114-7,53.7%,-2.2,+0.3
Tarleton St,75-65-1,53.6%,1.8,+0.9
Michigan St,491-426-14,53.5%,8.7,+0.6
Creighton,462-402-17,53.5%,7.1,+0.6
N Florida,151-132-3,53.4%,-3.2,+0.6
Iowa St,429-376-17,53.3%,4.4,+0.6
Lipscomb,161-142-3,53.1%,1.6,+0.4
Cornell,306-270-12,53.1%,-0.6,+0.6
E Tennessee St,256-226-12,53.1%,4.1,+0.5
Duke,507-448-19,53.1%,14.2,+0.7
Davidson,387-343-14,53.0%,6.3,+0.4
Stony Brook,153-136-8,52.9%,-0.1,0.0
Purdue FW,236-210-8,52.9%,0.5,+0.2
Jacksonville St,298-266-16,52.8%,0.0,+0.3
Utah St,423-378-13,52.8%,7.8,+1.1
Louisiana Tech,390-349-12,52.8%,4.1,+0.2
Illinois Chicago,421-377-17,52.8%,-1.1,-0.1
Oakland,263-236-7,52.7%,1.0,-0.1
Houston,421-378-16,52.7%,5.2,+1.1
Hampton,149-134-2,52.7%,0.3,+0.6
Wisconsin,469-422-22,52.6%,7.1,+0.7
Memphis,456-411-20,52.6%,7.7,+0.7
New Mexico,421-382-19,52.4%,5.2,+0.1
South Dakota,206-187-6,52.4%,1.3,+0.1
Temple,457-415-19,52.4%,3.0,+0.3
Kent St,427-388-27,52.4%,5.0,+0.5
Xavier,457-416-25,52.4%,7.0,+0.6
Gonzaga,471-429-21,52.3%,14.3,+1.2
Weber St,355-324-12,52.3%,4.3,+0.2
BYU,437-399-18,52.3%,7.6,+1.0
Wofford,357-326-9,52.3%,2.4,+0.4
Texas A&M,399-365-14,52.2%,2.9,-0.2
NC Wilmington,400-366-24,52.2%,0.9,+0.3
Vermont,166-152-7,52.2%,6.1,+0.6
San Diego St,425-390-20,52.2%,5.5,+0.5
Utah Tech,73-67-3,52.1%,-3.5,-0.2
Gardner-Webb,146-134-2,52.1%,0.1,+0.7
Butler,444-408-23,52.1%,5.6,+0.7
Jackson St,137-126-3,52.1%,-3.0,-0.1
Penn St,411-379-21,52.0%,-0.1,+0.4
VCU,437-403-20,52.0%,6.3,+0.8
Wichita St,414-382-23,52.0%,5.8,+0.4
Saint Peter's,339-313-14,52.0%,-2.4,+0.4
North Carolina,491-454-19,52.0%,9.2,+0.5
Miami,415-384-19,51.9%,3.8,+0.2
Marquette,430-398-14,51.9%,5.5,+0.3
Belmont,231-214-9,51.9%,5.6,+0.6
Monmouth,206-191-8,51.9%,-2.4,-0.1
Omaha,193-179-2,51.9%,-3.0,0.0
UAB,423-393-16,51.8%,4.8,+0.3
Saint Louis,425-395-10,51.8%,2.0,+0.1
Akron,413-384-15,51.8%,5.4,+0.4
Mississippi St,416-387-26,51.8%,4.0,+0.3
UCF,293-273-8,51.8%,2.5,+0.2
UConn,455-424-12,51.8%,8.7,+0.4
Middle Tenn,374-349-14,51.7%,2.7,+0.3
Stanford,445-416-20,51.7%,5.1,+0.2
Princeton,339-317-10,51.7%,4.5,+0.2
N Texas,375-351-20,51.7%,0.7,+0.1
Tennessee,446-418-11,51.6%,6.3,+0.4
