Rank,Hotness Score,Matchup,Time,Location
1,97.8,#31 Oregon  at  #28 Ohio St,6:00 PM,Value City Arena
2,95.0,#20 Purdue  at  #66 Rutgers,6:00 PM,Jersey Mike's Arena
3,92.0,#89 Washington  at  #22 Michigan St,8:00 PM,Jack Breslin Student Events Center
4,88.4,#92 Oregon St  at  #82 Santa Clara,10:00 PM,Leavey Center
5,83.8,#97 Arkansas St  at  #120 S Alabama,8:00 PM,Mitchell Center
6,83.6,#69 UC Irvine  at  #143 Cal St Nrdge,10:00 PM,Premier America Credit Union Arena
7,80.9,#94 Grd Canyon  at  #148 Utah Valley,8:00 PM,UCCU Center
8,78.8,#81 Liberty  at  #169 Sam Hous St,9:00 PM,Bernard G. Johnson Coliseum
9,76.5,#156 Texas St  at  #117 Troy,7:00 PM,Trojan Arena
10,76.3,#118 Col Charlestn  at  #162 Hofstra,7:00 PM,David S. Mack Sports Complex
11,74.7,#159 Jksnville St  at  #130 W Kentucky,8:00 PM,E.A. Diddle Arena
12,71.8,#131 NC-Grnsboro  at  #184 Chattanooga,5:00 PM,McKenzie Arena
13,68.9,#195 Vermont  at  #133 Mass Lowell,6:00 PM,Costello Athletic Center
14,68.1,#136 James Mad  at  #204 Marshall,7:00 PM,Cam Henderson Center
15,67.5,#211 Kennesaw St  at  #127 Middle Tenn,7:30 PM,Murphy Center
16,66.7,#179 N Alabama  at  #174 Fla Gulf Cst,7:00 PM,Alico Arena
17,66.5,#163 N Colorado  at  #192 Montana St,9:00 PM,Brick Breeden Fieldhouse
18,66.0,#161 Elon  at  #197 Wm & Mary,7:00 PM,Kaplan Arena
19,63.9,#267 Cal Poly  at  #65 UCSD,10:00 PM,LionTree Arena
20,63.2,#189 Northeastrn  at  #188 Towson,7:00 PM,TU Arena
21,62.9,#222 CS Bakersfld  at  #152 UCSB,10:00 PM,The Thunderdome
22,62.4,#261 Queens  at  #95 Lipscomb,8:00 PM,Allen Arena
23,62.0,#193 Hawaii  at  #190 UC Riverside,10:00 PM,SRC Arena
24,61.9,#238 Florida Intl  at  #138 LA Tech,7:30 PM,Thomas Assembly Center
25,58.0,#224 Oakland  at  #185 Wright St,7:00 PM,Nutter Center
26,57.7,#137 NC-Wilmgton  at  #266 Monmouth,7:00 PM,OceanFirst Bank Center
27,57.1,#299 Pacific  at  #74 Wash State,9:30 PM,Friel Court at Beasley Coliseum
28,53.0,#324 Portland  at  #68 San Francisco,10:00 PM,War Memorial at the Sobrato Center
29,49.8,#253 N Arizona  at  #205 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
30,48.5,#331 VMI  at  #104 Samford,8:00 PM,Pete Hanna Center
31,48.4,#145 N Dakota St  at  #309 Oral Roberts,8:00 PM,Mabee Center
32,46.4,#250 N Florida  at  #235 E Kentucky,7:00 PM,Baptist Health Arena
33,43.6,#181 TX-Arlington  at  #312 Utah Tech,9:00 PM,Burns Arena
34,41.8,#268 E Washingtn  at  #243 Portland St,10:00 PM,Viking Pavilion
35,40.4,#176 Drexel  at  #332 Stony Brook,7:00 PM,Island Federal Credit Union Arena
36,40.1,#269 Campbell  at  #249 Hampton,7:00 PM,Hampton Convocation Center
37,38.6,#298 Tarleton St  at  #228 S Utah,8:30 PM,America First Events Center
38,37.5,#214 Delaware  at  #318 NC A&T,7:00 PM,Corbett Sports Center
39,35.1,#314 Binghamton  at  #233 Maine,6:00 PM,Memorial Gym
40,33.2,#304 Morehead St  at  #254 AR Lit Rock,2:00 PM,Jack Stephens Center
41,32.1,#307 S Indiana  at  #257 SE Missouri,8:30 PM,Show Me Center
42,30.9,#335 CS Fullerton  at  #231 UC Davis,9:00 PM,University Credit Union Center
43,30.4,#217 Jacksonville  at  #348 Bellarmine,6:30 PM,Knights Hall
44,28.6,#230 Maryland BC  at  #349 NJIT,7:00 PM,Joel & Diane Bloom Wellness and Events Center
45,28.3,#264 Idaho  at  #323 Sac State,10:00 PM,The Nest
46,26.2,#273 TN Martin  at  #328 W Illinois,8:30 PM,LeRoy A. Ufkes Court at Western Hall
47,23.5,#246 Albany  at  #360 N Hampshire,7:00 PM,Lundholm Gymnasium
48,22.2,#326 Old Dominion  at  #295 Louisiana,8:00 PM,Cajundome
49,21.2,#293 North Dakota  at  #334 Denver,9:00 PM,Hamilton Gymnasium
50,20.6,#301 TN State  at  #330 Lindenwood,8:30 PM,Robert F. Hyland Arena
51,19.2,#338 UL Monroe  at  #296 S Mississippi,8:00 PM,Reed Green Coliseum
52,18.2,#347 W Georgia  at  #291 Austin Peay,8:00 PM,F&M Bank Arena
53,18.0,#317 Detroit  at  #329 IU Indy,6:30 PM,Corteva Coliseum
54,17.5,#315 TN Tech  at  #333 E Illinois,8:30 PM,Groniger Arena
55,10.6,#342 Central Ark  at  #341 Stetson,7:00 PM,Insight Credit Union Arena at Edmunds Center
