Rank,Hotness Score,Matchup,Time,Location
1,99.1,#7 Kansas  at  #4 Iowa St,7:00 PM,James H. Hilton Coliseum
2,97.5,#35 Georgia  at  #5 Tennessee,8:00 PM,Thompson-Boling Arena at Food City Center
3,97.3,#41 W Virginia  at  #3 Houston,8:00 PM,Fertitta Center
4,96.7,#42 Penn St  at  #14 Michigan St,7:30 PM,Jack Breslin Student Events Center
5,95.5,#31 Texas  at  #51 Oklahoma,10:00 PM,Lloyd Noble Center
6,94.8,#29 Pittsburgh  at  #66 Florida St,9:00 PM,Donald L. Tucker Center
7,93.0,#62 Utah  at  #61 TX Christian,8:00 PM,Ed and Rae Schollmaier Arena
8,92.9,#32 Cincinnati  at  #86 Colorado,9:00 PM,CU Events Center
9,92.4,#13 Purdue  at  #94 Washington,9:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
10,91.9,#75 S Carolina  at  #55 Vanderbilt,6:00 PM,Memorial Gymnasium
11,90.7,#81 Geo Mason  at  #63 Dayton,7:00 PM,University of Dayton Arena
12,89.5,#89 Stanford  at  #69 Wake Forest,6:30 PM,Lawrence Joel Veterans Memorial Coliseum
13,88.8,#47 Utah St  at  #112 UNLV,11:00 PM,Thomas & Mack Center
14,88.7,#118 California  at  #26 N Carolina,7:00 PM,Dean E. Smith Center
15,88.6,#48 S Methodist  at  #114 Virginia,9:00 PM,John Paul Jones Arena
16,86.6,#73 NC State  at  #115 VA Tech,7:00 PM,Cassell Coliseum
17,84.0,#126 Seton Hall  at  #80 Butler,7:00 PM,Hinkle Fieldhouse
18,82.2,#108 Rhode Island  at  #125 Loyola-Chi,9:00 PM,Joseph J. Gentile Arena
19,81.3,#142 Illinois St  at  #88 Drake,9:00 PM,Knapp Center
20,80.9,#96 UAB  at  #146 S Florida,7:00 PM,Yuengling Center
21,80.6,#106 Murray St  at  #138 IL-Chicago,8:00 PM,Credit Union 1 Arena
22,78.8,#144 Duquesne  at  #111 Geo Wshgtn,7:00 PM,Charles E. Smith Center
23,78.4,#99 Fla Atlantic  at  #161 Tulane,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
24,76.9,#113 Davidson  at  #162 La Salle,6:30 PM,John Glaser Arena
25,76.4,#177 Indiana St  at  #90 Bradley,8:00 PM,Carver Arena
26,74.6,#160 E Tenn St  at  #131 Furman,7:00 PM,Bon Secours Wellness Arena
27,72.4,#135 Wofford  at  #176 Chattanooga,7:00 PM,McKenzie Arena
28,72.1,#127 IPFW  at  #185 Wright St,7:00 PM,Nutter Center
29,70.1,#103 Samford  at  #213 Mercer,7:00 PM,Hawkins Arena
30,69.8,#217 Richmond  at  #92 St Bonavent,7:00 PM,Reilly Center
31,58.1,#189 U Mass  at  #221 Fordham,7:00 PM,Rose Hill Gymnasium
32,57.7,#224 N Kentucky  at  #186 Cleveland St,7:00 PM,Wolstein Center
33,55.6,#284 S Mississippi  at  #122 S Alabama,8:00 PM,Mitchell Center
34,52.5,#245 Gard-Webb  at  #197 Radford,7:00 PM,Carilion Clinic Court at the Dedmon Center
35,52.0,#276 Georgia St  at  #163 Texas St,8:00 PM,Strahan Arena at the University Events Center
36,49.3,#296 Charl South  at  #156 Winthrop,6:30 PM,Winthrop Coliseum
37,48.1,#242 S Illinois  at  #232 Missouri St,7:00 PM,Great Southern Bank Arena
38,45.3,#120 Troy  at  #340 UL Monroe,7:30 PM,Fant-Ewing Coliseum
39,40.9,#223 Colgate  at  #293 Navy,7:00 PM,Alumni Hall
40,40.5,#356 Citadel  at  #129 NC-Grnsboro,7:00 PM,First Horizon Coliseum
41,38.3,#315 IU Indy  at  #208 Oakland,7:00 PM,OU Credit Union O'rena
42,37.3,#344 SC Upstate  at  #175 NC-Asheville,6:30 PM,Kimmel Arena
43,34.8,#267 Lafayette  at  #286 Army,6:00 PM,Christl Arena
44,34.1,#282 Lehigh  at  #275 Boston U,6:00 PM,Case Gym
45,30.2,#321 Holy Cross  at  #256 Bucknell,7:00 PM,Sojka Pavilion
46,25.2,#253 Neb Omaha  at  #348 Denver,9:00 PM,Hamilton Gymnasium
47,13.9,#334 W Carolina  at  #330 VMI,6:00 PM,Cameron Hall
48,--,Bowie State  at  #266 Howard,7:00 PM,Burr Gymnasium
