Team,Over Record,Over %,Under %,Total +/-
Miss Val St,1-0-0,100.0%,0.0%,+3.5
Hampton,32-16-1,66.7%,33.3%,+8.2
UL Monroe,58-31-0,65.2%,34.8%,+5.1
New Orleans,46-26-2,63.9%,36.1%,+4.4
Lehigh,60-34-0,63.8%,36.2%,+5.6
N Arizona,44-25-2,63.8%,36.2%,+5.1
Hsn Christian,19-11-0,63.3%,36.7%,+13.0
North Dakota,52-31-2,62.7%,37.4%,+3.0
Lindenwood,5-3-0,62.5%,37.5%,-2.3
Cal St Nrdge,48-29-0,62.3%,37.7%,+3.7
Gard-Webb,73-45-1,61.9%,38.1%,+3.8
Queens,17-11-1,60.7%,39.3%,+2.3
Wyoming,74-48-2,60.7%,39.3%,+4.1
McNeese St,49-32-2,60.5%,39.5%,+2.5
Wake Forest,85-56-2,60.3%,39.7%,+2.3
Wofford,103-69-1,59.9%,40.1%,+4.5
La Salle,71-48-1,59.7%,40.3%,+2.6
E Washingtn,102-70-0,59.3%,40.7%,+4.1
CS Bakersfld,48-33-0,59.3%,40.7%,+2.5
N Colorado,93-64-4,59.2%,40.8%,+4.4
SIU Edward,45-31-0,59.2%,40.8%,+1.0
IPFW,91-63-2,59.1%,40.9%,+3.2
E Illinois,49-34-2,59.0%,41.0%,+3.4
Ark Pine Bl,20-14-0,58.8%,41.2%,+4.2
TX A&M-Com,10-7-0,58.8%,41.2%,+6.9
South Dakota,81-57-3,58.7%,41.3%,+3.2
Air Force,52-37-0,58.4%,41.6%,+3.1
Kennesaw St,35-25-1,58.3%,41.7%,+2.4
St. Thomas,28-20-3,58.3%,41.7%,+2.0
Iowa,120-87-4,58.0%,42.0%,+3.2
Grd Canyon,95-69-1,57.9%,42.1%,+1.0
SE Louisiana,44-32-0,57.9%,42.1%,+4.5
Binghamton,22-16-0,57.9%,42.1%,+2.7
Samford,75-55-1,57.7%,42.3%,+3.9
DePaul,57-42-1,57.6%,42.4%,+2.6
WI-Milwkee,76-56-0,57.6%,42.4%,+3.8
NC-Asheville,58-43-1,57.4%,42.6%,+2.5
S Mississippi,43-32-1,57.3%,42.7%,+3.7
Portland,48-36-2,57.1%,42.9%,+2.3
Lafayette,40-30-0,57.1%,42.9%,+2.3
Rice,57-43-0,57.0%,43.0%,+1.9
American,53-40-0,57.0%,43.0%,+2.0
New Mexico,98-74-1,57.0%,43.0%,+3.0
VMI,25-19-0,56.8%,43.2%,+2.4
UCSD,25-19-1,56.8%,43.2%,+3.3
Florida St,121-92-4,56.8%,43.2%,+1.9
California,71-54-3,56.8%,43.2%,+1.6
U Mass,82-63-0,56.6%,43.5%,+2.3
Yale,95-73-0,56.6%,43.5%,+3.9
Abl Christian,65-50-0,56.5%,43.5%,+2.8
Oakland,101-78-0,56.4%,43.6%,+2.8
Stetson,31-24-0,56.4%,43.6%,+5.1
Loyola Mymt,71-55-1,56.4%,43.7%,+1.9
S Utah,67-52-1,56.3%,43.7%,+2.1
TX Southern,76-59-1,56.3%,43.7%,+3.7
Neb Omaha,54-42-1,56.3%,43.8%,+2.6
N Florida,51-40-1,56.0%,44.0%,+3.1
Northeastrn,94-74-1,56.0%,44.1%,+1.3
Idaho,38-30-1,55.9%,44.1%,+1.2
Norfolk St,68-54-1,55.7%,44.3%,+0.7
F Dickinson,45-36-1,55.6%,44.4%,+3.7
Buffalo,100-80-2,55.6%,44.4%,+1.8
NC-Wilmgton,85-68-1,55.6%,44.4%,+3.1
UNLV,99-80-1,55.3%,44.7%,+2.5
Gonzaga,189-153-1,55.3%,44.7%,+1.4
Howard,42-34-0,55.3%,44.7%,+3.1
Campbell,53-43-1,55.2%,44.8%,+0.7
Colgate,90-73-1,55.2%,44.8%,+0.4
Radford,69-56-1,55.2%,44.8%,+1.1
Lipscomb,77-63-1,55.0%,45.0%,+3.7
