Team,Over Record,Over %,Under %,Total +/-
Sacramento,19-7-0,73.1%,26.9%,+6.3
Philadelphia,22-9-1,71.0%,29.0%,+5.1
Portland,22-9-0,71.0%,29.0%,+8.4
San Antonio,21-9-0,70.0%,30.0%,+7.0
Miami,21-10-0,67.7%,32.3%,+6.5
Golden State,22-13-0,62.9%,37.1%,+2.7
Brooklyn,18-11-0,62.1%,37.9%,+4.4
New Orleans,15-10-0,60.0%,40.0%,+2.2
Orlando,19-13-0,59.4%,40.6%,+0.3
Memphis,16-11-1,59.3%,40.7%,+4.9
Toronto,17-12-0,58.6%,41.4%,+3.6
New York,14-10-2,58.3%,41.7%,+5.4
Atlanta,16-12-2,57.1%,42.9%,+5.6
Indiana,20-15-2,57.1%,42.9%,+7.8
Boston,21-17-2,55.3%,44.7%,+2.0
Washington,15-14-0,51.7%,48.3%,+4.1
Milwaukee,17-16-0,51.5%,48.5%,-1.6
Chicago,15-15-0,50.0%,50.0%,-1.2
Charlotte,15-15-0,50.0%,50.0%,-0.9
Cleveland,17-18-2,48.6%,51.4%,-0.8
LA Lakers,17-18-0,48.6%,51.4%,-1.2
Phoenix,15-16-1,48.4%,51.6%,-1.7
Utah,14-15-0,48.3%,51.7%,+2.2
Detroit,13-14-2,48.2%,51.9%,-1.8
Houston,15-18-0,45.5%,54.6%,+1.4
LA Clippers,14-18-2,43.8%,56.3%,+0.4
Dallas,14-18-0,43.8%,56.3%,-0.8
Denver,15-20-0,42.9%,57.1%,-1.4
Minnesota,12-19-0,38.7%,61.3%,-3.9
Okla City,11-20-1,35.5%,64.5%,-4.8
