Team,Over Record,Over %,Under %,Total +/-
New Orleans,140-85-4,62.2%,37.8%,+3.4
Queens,64-43-2,59.8%,40.2%,+2.2
Denver,177-119-3,59.8%,40.2%,+3.0
W Georgia,25-18-0,58.1%,41.9%,+2.1
Le Moyne,43-32-0,57.3%,42.7%,+3.0
South Dakota,169-127-4,57.1%,42.9%,+3.6
Oregon St,187-143-1,56.7%,43.3%,+1.4
N Colorado,172-132-4,56.6%,43.4%,+2.3
Iowa,189-147-5,56.3%,43.8%,+3.1
North Dakota,170-134-2,55.9%,44.1%,+2.5
Grand Canyon,147-116-3,55.9%,44.1%,+0.6
Wofford,171-135-5,55.9%,44.1%,+2.3
Cornell,131-104-4,55.7%,44.3%,+3.5
S Utah,167-133-6,55.7%,44.3%,+1.8
Loyola MD,129-103-2,55.6%,44.4%,+1.6
Montana,174-139-2,55.6%,44.4%,+2.2
Oral Roberts,161-129-2,55.5%,44.5%,+1.7
Bellarmine,82-66-2,55.4%,44.6%,+2.4
Long Beach St,173-140-3,55.3%,44.7%,+2.7
Omaha,170-138-3,55.2%,44.8%,+2.3
E Washington,174-142-2,55.1%,44.9%,+2.5
Columbia,129-106-6,54.9%,45.1%,+2.1
Idaho St,155-128-4,54.8%,45.2%,+1.9
Wake Forest,175-145-6,54.7%,45.3%,+1.2
Youngstown St,169-140-1,54.7%,45.3%,+2.4
Florida St,180-150-7,54.6%,45.5%,+1.0
C Arkansas,126-105-4,54.6%,45.5%,+2.4
Tulane,163-136-3,54.5%,45.5%,+2.2
Morgan St,115-96-3,54.5%,45.5%,+1.7
Indiana St,172-144-2,54.4%,45.6%,+1.4
Samford,162-136-2,54.4%,45.6%,+3.4
SC Upstate,126-106-0,54.3%,45.7%,+1.0
Rice,165-139-1,54.3%,45.7%,+1.7
Gardner-Webb,134-113-1,54.3%,45.8%,+1.3
Stetson,128-108-3,54.2%,45.8%,+2.0
Santa Clara,169-143-5,54.2%,45.8%,+1.6
Lafayette,125-106-4,54.1%,45.9%,+0.4
Boston College,171-145-5,54.1%,45.9%,+1.4
NC Asheville,126-107-5,54.1%,45.9%,+1.1
Northeastern,167-142-3,54.1%,46.0%,+1.3
Weber St,162-138-6,54.0%,46.0%,+1.5
CS Bakersfield,135-115-1,54.0%,46.0%,+1.5
Howard,122-104-3,54.0%,46.0%,+2.2
Purdue FW,164-140-4,54.0%,46.1%,+1.6
Milwaukee,171-146-0,53.9%,46.1%,+1.8
Delaware,165-141-2,53.9%,46.1%,+1.5
Montana St,168-144-0,53.9%,46.2%,+1.4
UCSD,77-66-4,53.9%,46.2%,+2.2
Wyoming,170-146-5,53.8%,46.2%,+2.4
San Jose St,164-141-4,53.8%,46.2%,+1.8
Delaware St,116-100-2,53.7%,46.3%,+1.9
Gonzaga,196-169-1,53.7%,46.3%,+1.2
Wright St,175-151-1,53.7%,46.3%,+1.8
Hou Christian,118-102-2,53.6%,46.4%,+3.4
Green Bay,170-147-4,53.6%,46.4%,+1.9
Penn,134-116-5,53.6%,46.4%,+1.5
Hampton,128-111-2,53.6%,46.4%,+1.9
Furman,160-139-3,53.5%,46.5%,+0.7
UMass,166-145-0,53.4%,46.6%,+1.7
Oakland,176-154-2,53.3%,46.7%,+2.2
Abl Christian,121-106-2,53.3%,46.7%,+1.0
NC Wilmington,163-143-2,53.3%,46.7%,+1.6
N Dakota St,163-143-4,53.3%,46.7%,+2.0
UTSA,155-136-2,53.3%,46.7%,+1.8
McNeese,116-102-2,53.2%,46.8%,+1.6
Auburn,183-161-1,53.2%,46.8%,+1.5
Dayton,175-155-4,53.0%,47.0%,+0.8
Baylor,175-155-3,53.0%,47.0%,+1.9
Syracuse,178-158-3,53.0%,47.0%,+1.3
Florida Intl,153-136-4,52.9%,47.1%,+1.1
SIU Edward,155-138-6,52.9%,47.1%,0.0
Temple,165-147-5,52.9%,47.1%,+1.6
UL Monroe,156-139-3,52.9%,47.1%,+2.0
Boston U,139-124-2,52.9%,47.2%,+0.6
S Dakota St,167-149-2,52.9%,47.2%,+2.1
Colorado St,168-150-4,52.8%,47.2%,+1.3
Pepperdine,168-150-5,52.8%,47.2%,+1.7
Purdue,187-167-3,52.8%,47.2%,+1.4
Bowling Green,161-144-2,52.8%,47.2%,+1.0
Yale,133-119-2,52.8%,47.2%,+2.4
Utah,174-156-4,52.7%,47.3%,+1.6
SMU,164-147-2,52.7%,47.3%,+1.5
LSU,174-156-5,52.7%,47.3%,+1.8
Campbell,127-114-4,52.7%,47.3%,+0.6
Texas So,139-125-3,52.7%,47.4%,+2.0
Xavier,181-163-7,52.6%,47.4%,+1.2
Lipscomb,143-129-2,52.6%,47.4%,+1.3
George Mason,167-151-2,52.5%,47.5%,+0.6
Ball St,157-142-5,52.5%,47.5%,+1.1
Alcorn St,117-106-3,52.5%,47.5%,+1.6
UNLV,170-154-1,52.5%,47.5%,+1.4
W Illinois,142-129-1,52.4%,47.6%,+1.2
Kentucky,186-169-1,52.4%,47.6%,+1.4
Mercyhurst,22-20-0,52.4%,47.6%,+0.7
SE Louisiana,123-112-2,52.3%,47.7%,+1.2
Loyola Mymt,160-146-5,52.3%,47.7%,-0.4
UT Rio Grande,114-104-4,52.3%,47.7%,+0.4
Arizona,184-168-4,52.3%,47.7%,+1.3
Norfolk St,127-116-0,52.3%,47.7%,+0.3
Oregon,187-172-4,52.1%,47.9%,+0.8
American,126-116-0,52.1%,47.9%,+0.9
NJIT,127-117-1,52.1%,48.0%,-0.4
