Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,4-1-1,80.0%,6.4,+6.1
Utah Tech,18-5-1,78.3%,6.7,+5.1
Queens,18-7-1,72.0%,4.1,+1.7
St. Thomas,15-7-0,68.2%,9.3,+4.2
Maryland ES,29-15-1,65.9%,-4.5,+1.9
Florida A&M,23-13-0,63.9%,-9.9,+2.1
UC Riverside,51-31-1,62.2%,1.2,+1.8
TX-Arlington,44-27-0,62.0%,2.7,+2.6
St Marys,47-30-2,61.0%,13.5,+2.8
Manhattan,54-36-1,60.0%,-2.7,+0.6
W Georgia,3-2-0,60.0%,0.0,+3.8
Furman,94-64-4,59.5%,7.6,+1.9
NC Central,29-20-4,59.2%,8.8,+1.4
Portland St,30-21-1,58.8%,8.8,+1.0
IPFW,71-50-3,58.7%,5.0,+2.0
Oakland,51-36-0,58.6%,3.1,+0.7
Wichita St,111-79-5,58.4%,9.3,+1.5
Jacksonville,49-35-1,58.3%,2.8,+2.0
U Penn,32-23-1,58.2%,-0.4,+0.3
S Mississippi,40-29-2,58.0%,0.0,+1.8
S Alabama,41-30-0,57.8%,0.6,+0.2
Maine,64-47-3,57.7%,-7.4,+0.6
Jksnville St,49-36-2,57.7%,1.9,+2.7
NC-Grnsboro,87-64-2,57.6%,6.1,+2.4
Drexel,46-34-4,57.5%,1.5,+2.1
Coppin St,31-23-1,57.4%,-12.8,+2.4
SE Louisiana,47-35-1,57.3%,-0.7,+0.6
Oregon,73-55-0,57.0%,8.4,+0.8
N Florida,49-37-2,57.0%,2.4,+2.0
Norfolk St,29-22-1,56.9%,1.2,+2.6
Jackson St,25-19-1,56.8%,-6.1,+1.9
Arizona,63-48-4,56.8%,15.7,+2.8
W Kentucky,51-39-3,56.7%,4.1,+0.2
Neb Omaha,57-44-2,56.4%,-1.0,+0.8
Arkansas St,45-35-1,56.3%,-0.9,+0.3
TX A&M-Com,9-7-0,56.3%,0.3,-0.9
St Bonavent,113-88-7,56.2%,4.5,+1.4
Virginia,95-74-5,56.2%,8.2,-0.3
NC-Asheville,55-43-2,56.1%,5.2,+1.6
S Dakota St,58-46-0,55.8%,7.5,+2.1
Villanova,117-93-3,55.7%,10.2,+1.0
Toledo,128-102-1,55.7%,6.2,+1.2
Davidson,109-87-2,55.6%,6.2,+1.6
Portland,30-24-0,55.6%,0.0,+0.4
Colgate,75-60-0,55.6%,3.9,+0.6
Houston,101-81-3,55.5%,12.3,+2.7
Sam Hous St,51-41-2,55.4%,6.5,+0.7
Michigan St,110-89-2,55.3%,8.3,+0.7
VCU,116-94-2,55.2%,6.3,+1.1
S Florida,106-86-6,55.2%,-3.1,+0.3
Indiana St,112-91-6,55.2%,2.9,+1.2
Nevada,108-88-3,55.1%,5.0,+0.9
Kansas St,114-93-4,55.1%,0.6,+0.7
Penn St,111-91-4,55.0%,1.1,+0.9
Lg Beach St,47-39-3,54.7%,-3.0,-0.7
Miss State,125-104-4,54.6%,2.9,+0.8
Baylor,90-75-5,54.6%,7.6,+1.3
Vermont,66-55-2,54.6%,10.3,+0.5
Texas A&M,110-92-2,54.5%,3.1,+0.4
Niagara,43-36-1,54.4%,-0.7,+1.3
Mercer,80-67-3,54.4%,2.2,+0.6
Providence,113-95-1,54.3%,3.7,+0.7
NC-Wilmgton,44-37-4,54.3%,3.3,0.0
Troy,38-32-1,54.3%,5.0,+1.6
Boise St,102-86-4,54.3%,7.6,+1.8
Kansas City,33-28-1,54.1%,-1.2,+1.8
Lipscomb,53-45-0,54.1%,3.6,+1.1
Marist,47-40-1,54.0%,-3.0,+0.8
Creighton,117-100-3,53.9%,6.3,+1.3
Prairie View,21-18-2,53.9%,-7.0,+0.8
UC Davis,35-30-3,53.9%,2.9,-0.1
GA Tech,112-96-3,53.9%,-1.5,+0.2
Cal Baptist,36-31-0,53.7%,7.1,+0.9
Stetson,44-38-4,53.7%,-6.0,-0.9
SC Upstate,60-52-4,53.6%,-1.3,+1.0
E Washingtn,31-27-1,53.5%,2.8,+1.1
Le Moyne,8-7-0,53.3%,-3.2,+2.7
TX Southern,32-28-2,53.3%,-5.8,+0.3
