Rank,Hotness Score,Matchup,Time,Location
39,45.0,#97 Lipscomb  at  #352 Bellarmine,6:30 PM,Knights Hall
40,39.1,#251 UC Davis  at  #277 Cal Poly,10:00 PM,Mott Athletics Center
41,38.8,#324 Binghamton  at  #196 Vermont,7:00 PM,Patrick Gymnasium
42,37.4,#342 W Georgia  at  #177 Fla Gulf Cst,6:30 PM,Alico Arena
43,36.2,#254 SIU Edward  at  #291 TN State,8:30 PM,Gentry Center
43,36.2,#238 E Kentucky  at  #306 Austin Peay,8:00 PM,F&M Bank Arena
45,34.5,#235 Mt St Marys  at  #315 Rider,7:00 PM,Alumni Gymnasium
45,34.5,#312 Oral Roberts  at  #237 South Dakota,8:00 PM,Sanford Coyote Sports Center
47,34.4,#332 Stony Brook  at  #212 Delaware,6:30 PM,Bob Carpenter Center
48,32.3,#278 Sacred Hrt  at  #289 Siena,7:00 PM,MVP Arena
49,31.2,#257 Monmouth  at  #316 NC A&T,7:00 PM,Corbett Sports Center
50,30.5,#270 SE Missouri  at  #307 TN Tech,8:30 PM,Hooper Eblen Center
51,30.3,#218 Maine  at  #350 NJIT,11:00 AM,Joel & Diane Bloom Wellness and Events Center
52,29.7,#294 GA Southern  at  #288 Coastal Car,7:00 PM,HTC Center
53,28.7,#358 N Hampshire  at  #214 Maryland BC,6:00 PM,Chesapeake Employers Insurance Arena
54,28.4,#236 Queens  at  #345 Stetson,7:00 PM,Insight Credit Union Arena at Edmunds Center
55,27.6,#333 Sac State  at  #253 N Arizona,8:00 PM,Findlay Toyota Court at J. Lawrence Walkup Skydome
56,27.0,#343 Central Ark  at  #244 N Florida,7:00 PM,UNF Arena
57,26.7,#303 Niagara  at  #296 Fairfield,7:00 PM,Leo D. Mahoney Arena
58,23.7,#338 E Illinois  at  #271 TN Martin,8:30 PM,Kathleen and Tom Elam Center
59,22.7,#335 W Illinois  at  #280 Morehead St,7:30 PM,Ellis T. Johnson Arena
60,22.0,#304 Pacific  at  #320 Portland,10:00 PM,Chiles Center
61,18.8,#353 Canisius  at  #281 Iona,7:00 PM,Hynes Athletics Center
62,17.3,#325 Lindenwood  at  #323 S Indiana,8:30 PM,"Liberty Arena, Home of the Screaming Eagles"
63,--,Cheyney  at  #362 Coppin St,11:00 AM,Physical Education Complex
