Rank,Hotness Score,Matchup,Time,Location
1,96.7,#20 Maryland  at  #51 Northwestern,9:00 PM,Welsh-Ryan Arena
2,94.4,#11 Gonzaga  at  #79 Oregon St,11:00 PM,Gill Coliseum
3,92.3,#71 Rutgers  at  #50 Nebraska,9:00 PM,Pinnacle Bank Arena
4,91.3,#12 Michigan  at  #102 Minnesota,7:00 PM,Williams Arena
5,87.4,#41 Memphis  at  #125 Temple,7:00 PM,The Liacouras Center
6,79.8,#77 Santa Clara  at  #167 Loyola Mymt,10:00 PM,Gersten Pavilion
7,78.4,#165 TX El Paso  at  #88 Liberty,9:00 PM,Liberty Arena
8,74.8,#127 LA Tech  at  #166 Jksnville St,7:00 PM,Pete Mathews Coliseum
8,74.8,#85 San Francisco  at  #194 Pepperdine,10:00 PM,Firestone Fieldhouse
10,74.7,#99 High Point  at  #188 Longwood,7:00 PM,Joan Perry Brock Center
11,69.6,#193 Northeastrn  at  #134 NC-Wilmgton,7:00 PM,Trask Coliseum
12,68.6,#170 Hofstra  at  #169 Towson,7:00 PM,TU Arena
13,68.2,#140 Utah Valley  at  #200 TX-Arlington,8:00 PM,College Park Center
14,68.1,#162 Cal St Nrdge  at  #180 Hawaii,11:59 PM,SimpliFi Arena at Stan Sheriff Center
15,67.7,#171 Elon  at  #176 Drexel,7:00 PM,Daskalakis Athletic Center
15,67.7,#231 Abl Christian  at  #96 Grd Canyon,9:00 PM,Global Credit Union Arena at GCU
17,67.2,#209 Kansas City  at  #130 N Dakota St,8:00 PM,Scheels Center
18,66.5,#199 Marshall  at  #151 James Mad,7:00 PM,Atlantic Union Bank Center
19,66.0,#201 UC Riverside  at  #155 UCSB,10:00 PM,The Thunderdome
20,63.8,#164 N Alabama  at  #207 Jacksonville,7:00 PM,Swisher Gymnasium
21,61.5,#175 Sam Hous St  at  #213 Kennesaw St,7:00 PM,KSU Convocation Center
22,60.8,#239 Portland St  at  #144 N Colorado,8:00 PM,Bank of Colorado Arena
23,60.6,#120 Col Charlestn  at  #260 Campbell,7:00 PM,Gore Arena/Pope Convocation Center
24,59.8,#150 N Mex State  at  #245 Florida Intl,7:00 PM,Ocean Bank Convocation Center (FIU)
25,58.4,#72 UCSD  at  #298 Lg Beach St,10:00 PM,The Walter Pyramid
26,56.4,#202 Merrimack  at  #221 Quinnipiac,7:00 PM,M&T Bank Arena
26,56.4,#195 Montana St  at  #228 Idaho St,9:00 PM,Holt Arena
28,56.1,#216 Marist  at  #210 St Peters,7:00 PM,Victor R. Yanitelli Recreation Life Center
29,55.7,#272 North Dakota  at  #138 S Dakota St,8:00 PM,First Bank & Trust Arena
30,55.5,#159 Bryant  at  #264 Albany,6:30 PM,Broadview Center
31,55.3,#227 Montana  at  #203 Weber St,9:00 PM,Dee Events Center
32,53.2,#309 Louisiana  at  #98 Arkansas St,8:00 PM,First National Bank Arena
33,52.7,#82 Wash State  at  #322 San Diego,10:00 PM,Jenny Craig Pavilion
34,51.9,#192 Wm & Mary  at  #258 Hampton,7:00 PM,Hampton Convocation Center
35,51.1,#149 App State  at  #295 Old Dominion,7:00 PM,Chartway Arena at the Ted Constant Convocation Cen
36,51.0,#336 CS Fullerton  at  #63 UC Irvine,10:00 PM,Bren Events Center
37,49.0,#168 Cal Baptist  at  #293 Tarleton St,8:00 PM,Wisdom Gym
38,48.8,#300 Utah Tech  at  #156 Seattle,10:00 PM,Redhawk Center
