Team,ATS Record,Cover %,MOV,ATS +/-
Cleveland,42-23-1,64.6%,11.2,+3.3
Okla City,40-24-4,62.5%,12.0,+3.2
Toronto,40-26-1,60.6%,-4.6,+1.7
Portland,38-28-1,57.6%,-4.0,+1.8
Detroit,37-28-3,56.9%,1.7,+2.7
Houston,38-29-1,56.7%,4.5,+1.4
LA Lakers,36-28-1,56.3%,1.3,-0.2
Memphis,37-30-1,55.2%,6.1,+3.5
LA Clippers,36-31-0,53.7%,2.5,+1.1
Utah,36-31-0,53.7%,-7.3,+0.6
Charlotte,34-30-2,53.1%,-7.3,-0.2
Brooklyn,35-31-1,53.0%,-6.3,+0.8
Golden State,34-31-2,52.3%,2.6,0.0
Chicago,33-32-2,50.8%,-3.5,+0.6
Milwaukee,32-33-2,49.2%,2.6,-0.1
Dallas,32-34-2,48.5%,-0.4,0.0
Atlanta,32-35-0,47.8%,-2.5,-0.6
Denver,32-35-1,47.8%,4.4,+0.2
Indiana,30-34-2,46.9%,1.0,-0.7
Orlando,31-36-1,46.3%,-1.5,-2.1
Minnesota,31-36-1,46.3%,3.9,+0.6
New York,30-35-1,46.2%,4.3,-0.8
Washington,29-35-2,45.3%,-11.7,-1.5
Boston,30-37-1,44.8%,8.4,-1.0
San Antonio,29-37-0,43.9%,-2.3,-0.5
Miami,28-38-1,42.4%,-1.4,-1.7
Sacramento,26-36-4,41.9%,0.8,-2.2
New Orleans,27-40-1,40.3%,-8.2,-3.7
Phoenix,26-40-1,39.4%,-1.8,-3.3
Philadelphia,23-41-2,35.9%,-5.1,-3.2
