Team,ATS Record,Cover %,MOV,ATS +/-
Boston,372-309-15,54.6%,-3.1,+2.0
Dallas,395-329-10,54.6%,-3.8,+1.3
Okla City,432-387-21,52.8%,-5.7,+0.5
Golden State,401-364-16,52.4%,-5.4,+0.4
Denver,385-355-16,52.0%,-4.3,+0.9
Miami,382-359-17,51.6%,-4.6,+0.9
New Orleans,522-494-18,51.4%,-4.9,+1.2
Memphis,482-460-15,51.2%,-5.2,+0.9
Indiana,446-429-24,51.0%,-4.4,+1.0
Toronto,463-449-23,50.8%,-4.9,+0.7
Sacramento,539-525-24,50.7%,-6.1,+0.3
Chicago,489-484-13,50.3%,-5.0,+0.7
New York,544-546-18,49.9%,-5.9,+0.5
Houston,387-390-12,49.8%,-4.9,+0.9
Philadelphia,496-500-16,49.8%,-6.3,+0.3
San Antonio,302-306-8,49.7%,-5.6,0.0
Brooklyn,539-551-21,49.5%,-6.2,+0.2
Orlando,507-520-24,49.4%,-6.2,+0.2
Utah,412-425-16,49.2%,-5.6,+0.3
Detroit,488-507-26,49.1%,-6.0,+0.3
Charlotte,559-581-30,49.0%,-6.9,0.0
LA Lakers,412-434-13,48.7%,-5.8,+0.5
Phoenix,401-423-13,48.7%,-6.0,+0.2
Portland,474-502-15,48.6%,-6.5,-0.1
Cleveland,414-439-14,48.5%,-6.7,-0.3
Washington,541-578-26,48.4%,-6.5,+0.1
Minnesota,491-525-17,48.3%,-6.3,+0.1
Atlanta,497-533-9,48.3%,-5.9,+0.2
Milwaukee,401-435-10,48.0%,-5.9,-0.1
LA Clippers,380-434-7,46.7%,-6.0,-0.1
