Rank,Hotness Score,Matchup,Time,Location
1,99.0,#13 Purdue  at  #18 Illinois,8:00 PM,State Farm Center
2,93.9,#60 Colorado St  at  #50 Boise St,10:00 PM,ExtraMile Arena
3,93.0,#76 Dayton  at  #36 VCU,7:00 PM,Stuart C. Siegel Center
4,90.1,#100 UNLV  at  #43 New Mexico,10:00 PM,The Pit
5,84.4,#122 Murray St  vs.  #87 Bradley,7:00 PM,Enterprise Center
6,79.9,#174 S Florida  at  #49 Memphis,9:00 PM,FedExForum
7,77.2,#133 Illinois St  vs.  #142 Belmont,3:30 PM,Enterprise Center
8,74.5,#197 S Illinois  vs.  #80 Drake,1:00 PM,Enterprise Center
9,70.3,#212 Valparaiso  vs.  #102 N Iowa,9:30 PM,Enterprise Center
10,66.2,#198 Longwood  vs.  #157 Winthrop,8:30 PM,Freedom Hall Civic Center
11,64.5,#252 Gardner-Webb  vs.  #92 High Point,12:00 PM,Freedom Hall Civic Center
12,61.5,#162 Ohio  at  #226 Toledo,7:00 PM,Savage Arena
13,60.4,#240 South Dakota  vs.  #150 N Dakota St,7:00 PM,Denny Sanford Premier Center
14,56.7,#238 Presbyterian  vs.  #180 Radford,2:30 PM,Freedom Hall Civic Center
15,55.4,#284 North Dakota  vs.  #126 S Dakota St,9:15 PM,Denny Sanford Premier Center
16,55.2,#251 Georgia St  vs.  #175 Marshall,6:00 PM,Pensacola Bay Center
17,53.7,#294 E Michigan  at  #125 Kent St,7:00 PM,Memorial Athletic and Convocation Center
18,52.5,#270 Ball St  at  #167 Miami OH,6:00 PM,Millett Hall
19,51.0,#237 Little Rock  vs.  #220 SE Missouri St,8:00 PM,Ford Center
20,49.3,#292 Old Dominion  vs.  #165 App State,8:30 PM,Pensacola Bay Center
21,45.9,#313 San Diego  vs.  #159 Loyola Mymt,11:30 PM,Orleans Areana
22,45.1,#345 Buffalo  at  #109 Akron,7:00 PM,James A. Rhodes Arena
23,44.6,#255 Tennessee St  vs.  #242 SIU Edward,10:30 PM,Ford Center
24,44.0,#299 Charleston So  vs.  #193 NC Asheville,6:00 PM,Freedom Hall Civic Center
25,37.8,#326 NC A&T  vs.  #200 Hofstra,4:30 PM,St. Elizabeths East Entertainment & Sports Arena
25,37.8,#246 Pepperdine  vs.  #290 Portland,9:00 PM,Orleans Areana
27,30.1,#351 N Illinois  at  #215 C Michigan,7:00 PM,McGuirk Arena
28,30.0,#327 Stony Brook  vs.  #250 Delaware,2:00 PM,St. Elizabeths East Entertainment & Sports Arena
29,29.2,#304 W Michigan  at  #280 Bowling Green,7:00 PM,Stroh Center
30,28.3,#342 W Carolina  vs.  #241 Mercer,5:00 PM,Asheville Civic Center
31,12.3,#357 The Citadel  vs.  #314 VMI,7:30 PM,Asheville Civic Center
