Team,ATS Record,Cover %,MOV,ATS +/-
Okla City,472-406-17,53.8%,2.4,+0.8
Boston,503-443-20,53.2%,5.1,+0.8
Miami,467-431-20,52.0%,1.1,+0.4
Dallas,445-418-18,51.6%,0.1,+0.4
Toronto,456-430-13,51.5%,1.9,+0.5
Philadelphia,446-422-17,51.4%,0.3,+0.2
New York,433-411-12,51.3%,-1.0,+0.5
LA Clippers,450-430-8,51.1%,2.6,+0.1
Utah,434-415-18,51.1%,1.3,+0.2
Indiana,442-426-18,50.9%,0.4,+0.4
Memphis,429-420-11,50.5%,-0.7,+0.4
Orlando,418-411-13,50.4%,-3.0,-0.2
Denver,450-443-18,50.4%,2.3,+0.1
San Antonio,422-418-15,50.2%,0.2,+0.2
Sacramento,403-401-23,50.1%,-2.3,-0.6
Golden State,461-463-22,49.9%,4.4,-0.3
Portland,423-427-16,49.8%,-1.9,-0.3
Brooklyn,412-419-15,49.6%,-2.5,+0.1
Detroit,396-404-24,49.5%,-3.1,+0.1
Chicago,400-410-15,49.4%,-2.4,-0.3
Milwaukee,439-450-19,49.4%,2.9,-0.6
New Orleans,403-424-14,48.7%,-1.5,0.0
Phoenix,417-442-9,48.5%,-1.4,-0.6
LA Lakers,417-445-10,48.4%,-1.0,-0.3
Houston,417-445-15,48.4%,0.5,-0.1
Charlotte,385-416-18,48.1%,-3.2,-0.4
Minnesota,403-441-14,47.8%,0.3,+0.2
Cleveland,418-460-22,47.6%,1.0,-0.4
Atlanta,408-450-6,47.6%,-1.5,-0.6
Washington,389-437-16,47.1%,-3.6,-0.8
