Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,3-0-0,100.0%,0.0%,+11.7
W Georgia,4-1-0,80.0%,20.0%,+1.6
Hou Christian,27-12-0,69.2%,30.8%,+6.7
Bellarmine,17-8-0,68.0%,32.0%,+2.7
NC Wilmington,37-19-0,66.1%,33.9%,+5.5
Florida Intl,32-17-2,65.3%,34.7%,+5.0
S Carolina St,25-14-0,64.1%,35.9%,+7.6
N Colorado,39-22-1,63.9%,36.1%,+5.3
Denver,40-23-1,63.5%,36.5%,+3.2
Northeastern,33-19-1,63.5%,36.5%,+3.7
N Arizona,31-18-2,63.3%,36.7%,+4.1
The Citadel,27-16-1,62.8%,37.2%,+5.3
Youngstown St,35-21-1,62.5%,37.5%,+3.3
UMass,46-28-0,62.2%,37.8%,+3.3
W Illinois,39-24-1,61.9%,38.1%,+3.0
E Washington,37-23-0,61.7%,38.3%,+4.9
Lipscomb,24-15-0,61.5%,38.5%,+3.6
Wisconsin,57-36-3,61.3%,38.7%,+3.2
Omaha,44-28-1,61.1%,38.9%,+3.5
Prairie View,25-16-0,61.0%,39.0%,+4.0
Robert Morris,23-15-1,60.5%,39.5%,+4.8
Morgan St,23-15-1,60.5%,39.5%,+4.7
Yale,23-15-0,60.5%,39.5%,+3.6
Pepperdine,32-21-0,60.4%,39.6%,+6.5
Bradley,41-27-0,60.3%,39.7%,+3.6
Georgia So,33-22-1,60.0%,40.0%,+4.2
Delaware,36-24-0,60.0%,40.0%,+4.3
Missouri St,33-22-0,60.0%,40.0%,+5.7
Georgetown,48-32-0,60.0%,40.0%,+5.1
Grand Canyon,33-22-1,60.0%,40.0%,+3.4
South Dakota,42-28-1,60.0%,40.0%,+4.3
Illinois St,37-25-1,59.7%,40.3%,+2.8
Santa Clara,34-23-0,59.7%,40.4%,+2.8
Chicago St,28-19-0,59.6%,40.4%,+3.9
Baylor,50-34-0,59.5%,40.5%,+2.4
Belmont,39-27-1,59.1%,40.9%,+1.0
Penn,26-18-1,59.1%,40.9%,+2.6
UCSD,13-9-1,59.1%,40.9%,+1.7
Oregon St,46-32-0,59.0%,41.0%,+2.4
Lindenwood,10-7-0,58.8%,41.2%,-0.9
Wake Forest,51-36-1,58.6%,41.4%,+2.3
NC State,48-34-0,58.5%,41.5%,+1.9
Indiana St,39-28-1,58.2%,41.8%,+1.6
Bucknell,25-18-0,58.1%,41.9%,+2.6
North Carolina,54-39-2,58.1%,41.9%,+1.4
Michigan,54-39-1,58.1%,41.9%,+3.2
SF Austin,29-21-1,58.0%,42.0%,+2.0
Jacksonville,22-16-0,57.9%,42.1%,+2.6
Air Force,41-30-2,57.8%,42.3%,+1.3
Texas So,30-22-0,57.7%,42.3%,+2.9
S Alabama,30-22-0,57.7%,42.3%,+2.8
Longwood,30-22-1,57.7%,42.3%,+0.7
Colgate,34-25-0,57.6%,42.4%,+2.0
Louisiana Tech,23-17-0,57.5%,42.5%,+2.2
Wofford,31-23-1,57.4%,42.6%,+2.6
Montana St,31-23-0,57.4%,42.6%,+0.8
California,43-32-1,57.3%,42.7%,+1.0
Idaho,28-21-0,57.1%,42.9%,+0.9
Utah,45-34-1,57.0%,43.0%,+3.6
N Dakota St,45-34-1,57.0%,43.0%,+3.6
S Utah,37-28-3,56.9%,43.1%,+4.1
Furman,33-25-0,56.9%,43.1%,+1.5
BYU,29-22-0,56.9%,43.1%,+2.2
Tulane,54-41-0,56.8%,43.2%,+2.5
Hampton,25-19-0,56.8%,43.2%,+3.8
Charleston So,25-19-2,56.8%,43.2%,+3.3
UMass Lowell,25-19-0,56.8%,43.2%,+3.5
Washington,46-35-0,56.8%,43.2%,+4.0
Mercer,26-20-1,56.5%,43.5%,+3.2
Gardner-Webb,26-20-0,56.5%,43.5%,+0.8
Stony Brook,26-20-0,56.5%,43.5%,+4.1
Radford,26-20-0,56.5%,43.5%,+1.9
Campbell,22-17-2,56.4%,43.6%,+3.0
Harvard,22-17-0,56.4%,43.6%,-1.4
Pacific,31-24-1,56.4%,43.6%,+2.8
C Michigan,31-24-0,56.4%,43.6%,+1.6
Saint Mary's,45-35-0,56.3%,43.8%,0.0
St Thomas,9-7-0,56.3%,43.8%,+3.4
Oral Roberts,32-25-0,56.1%,43.9%,+3.7
William & Mary,23-18-0,56.1%,43.9%,+4.6
Oklahoma,46-36-2,56.1%,43.9%,+2.2
