Rank,Hotness Score,Matchup,Time,Location
1,96.7,#23 UCLA  at  #50 Indiana,8:00 PM,Simon Skjodt Assembly Hall
2,82.2,#117 Saint Louis  at  #116 Loyola-Chi,7:00 PM,Joseph J. Gentile Arena
3,79.5,#72 Nevada  at  #172 San Jose St,10:00 PM,Provident Credit Union Event Center
4,74.5,#162 Ohio  at  #130 Kent St,7:00 PM,Memorial Athletic and Convocation Center
5,66.9,#203 Wright St  at  #144 WI-Milwkee,8:00 PM,UW-Milwaukee Panther Arena
6,66.3,#129 Princeton  at  #221 Brown,7:00 PM,Pizzitola Sports Center
7,59.6,#290 U Penn  at  #68 Yale,7:00 PM,John J. Lee Amphitheater
8,56.0,#128 Cornell  at  #281 Harvard,7:00 PM,Lavietes Pavilion
9,49.0,#224 Columbia  at  #245 Dartmouth,6:00 PM,Leede Arena
10,47.5,#196 Merrimack  at  #279 Manhattan,7:00 PM,Draddy Gymnasium
11,47.2,#227 Marist  at  #253 Siena,7:00 PM,MVP Arena
12,46.7,#207 Quinnipiac  at  #275 Sacred Hrt,7:00 PM,William H. Pitt Health and Recreation Center
13,33.5,#256 Mt St Marys  at  #304 Niagara,6:30 PM,Gallagher Center
14,32.0,#306 Rider  at  #260 Iona,7:00 PM,Hynes Athletics Center
15,29.7,#324 Fairfield  at  #254 St Peters,7:00 PM,Victor R. Yanitelli Recreation Life Center
16,27.8,#244 N Kentucky  at  #342 WI-Grn Bay,7:00 PM,Resch Center
