Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,1-0-0,100.0%,0.0%,+12.5
Marshall,21-7-0,75.0%,25.0%,+5.6
Utah Valley,16-6-0,72.7%,27.3%,+7.5
Clemson,25-10-0,71.4%,28.6%,+6.3
NW State,15-6-2,71.4%,28.6%,+3.7
W Michigan,21-9-0,70.0%,30.0%,+5.0
N Colorado,20-9-0,69.0%,31.0%,+6.1
W Illinois,11-5-0,68.8%,31.3%,+6.5
Sacramento St,11-5-0,68.8%,31.3%,+9.8
Grand Canyon,17-8-0,68.0%,32.0%,+1.0
Bucknell,10-5-0,66.7%,33.3%,+4.1
Army,10-5-0,66.7%,33.3%,+3.7
Incarnate Word,8-4-0,66.7%,33.3%,+2.5
Le Moyne,2-1-0,66.7%,33.3%,+16.2
W Carolina,21-11-0,65.6%,34.4%,+6.8
Dayton,30-16-0,65.2%,34.8%,+4.6
S Utah,11-6-0,64.7%,35.3%,+6.4
UMass,22-12-0,64.7%,35.3%,+7.1
Wofford,22-12-0,64.7%,35.3%,+2.8
Wagner,7-4-0,63.6%,36.4%,+8.3
Gardner-Webb,21-12-1,63.6%,36.4%,+4.0
Tennessee,31-18-1,63.3%,36.7%,+4.0
Texas So,12-7-0,63.2%,36.8%,+2.6
Abl Christian,12-7-0,63.2%,36.8%,+2.4
Texas St,17-10-0,63.0%,37.0%,+4.2
Arizona St,20-12-1,62.5%,37.5%,+4.9
American,5-3-0,62.5%,37.5%,+5.6
Oakland,25-15-1,62.5%,37.5%,+4.0
Albany,15-9-0,62.5%,37.5%,+3.8
Kennesaw St,15-9-0,62.5%,37.5%,+4.0
Florida Atlantic,23-14-0,62.2%,37.8%,+5.5
E Tennessee St,23-14-1,62.2%,37.8%,+2.9
Montana St,18-11-0,62.1%,37.9%,+1.3
Marquette,29-18-0,61.7%,38.3%,+2.7
Maryland,27-17-1,61.4%,38.6%,+2.7
Lamar,17-11-0,60.7%,39.3%,+4.5
Lehigh,9-6-0,60.0%,40.0%,+5.0
F Dickinson,9-6-0,60.0%,40.0%,+7.8
Cleveland St,21-14-0,60.0%,40.0%,+1.8
SIU Edward,9-6-0,60.0%,40.0%,-1.0
Bellarmine,6-4-0,60.0%,40.0%,+2.1
Toledo,23-16-0,59.0%,41.0%,+3.2
Georgetown,23-16-1,59.0%,41.0%,+4.4
Vanderbilt,23-16-2,59.0%,41.0%,+1.7
Ohio,20-14-2,58.8%,41.2%,+3.0
Bethune,10-7-0,58.8%,41.2%,-0.6
CS Northridge,17-12-2,58.6%,41.4%,+1.9
UC Riverside,14-10-0,58.3%,41.7%,+4.1
Morehead St,14-10-0,58.3%,41.7%,+3.7
LSU,21-15-0,58.3%,41.7%,+0.4
N Illinois,11-8-0,57.9%,42.1%,+7.0
SC Upstate,11-8-0,57.9%,42.1%,+3.1
UTEP,37-27-1,57.8%,42.2%,+1.4
Oregon,32-24-0,57.1%,42.9%,+3.4
E Michigan,12-9-0,57.1%,42.9%,-1.9
Southern,8-6-0,57.1%,42.9%,-0.1
New Orleans,16-12-1,57.1%,42.9%,+2.4
UAB,29-22-1,56.9%,43.1%,+5.8
Arkansas,21-16-0,56.8%,43.2%,+1.8
North Dakota,21-16-0,56.8%,43.2%,+2.6
Syracuse,30-23-1,56.6%,43.4%,+3.4
NC State,26-20-0,56.5%,43.5%,+2.0
DePaul,13-10-0,56.5%,43.5%,+3.5
Chicago St,9-7-0,56.3%,43.8%,+0.9
La Salle,18-14-1,56.3%,43.8%,+1.8
Hampton,18-14-1,56.3%,43.8%,+0.3
Colorado,27-21-0,56.3%,43.8%,+2.6
Charleston So,9-7-0,56.3%,43.8%,+0.1
G Washington,23-18-0,56.1%,43.9%,-0.6
Michigan,28-22-4,56.0%,44.0%,-0.7
Portland St,14-11-1,56.0%,44.0%,+4.1
Gonzaga,33-26-0,55.9%,44.1%,+1.1
Kansas St,19-15-0,55.9%,44.1%,+0.5
Minnesota,20-16-0,55.6%,44.4%,+1.8
Purdue,25-20-1,55.6%,44.4%,+1.1
Kansas City,15-12-0,55.6%,44.4%,+1.1
Idaho St,10-8-1,55.6%,44.4%,+2.1
UTSA,15-12-0,55.6%,44.4%,+5.9
Chattanooga,21-17-1,55.3%,44.7%,+2.4
Nebraska,16-13-0,55.2%,44.8%,+1.2
