Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
Orlando,Detroit,Detroit,-2,212.,201,[]
Chicago,Washington,Washington,+6,242.5.,232,[]
New Orleans,Miami,Miami,-9,220.5.,227,[]
Utah,New York,New York,-12,227.5.,222,[]
Brooklyn,Toronto,Toronto,-1,218.,243,[]
Dallas,Houston,Houston,-4.5,220.5.,209,[]
Atlanta,Denver,Denver,-8.5,247.5.,259,[]
Philadelphia,Sacramento,Philadelphia,+6.5,221.,220,[]
