Team,ATS Record,Cover %,MOV,ATS +/-
Memphis,241-185-5,56.6%,-2.0,+1.0
Boston,243-218-9,52.7%,2.7,+1.1
Toronto,228-205-9,52.7%,-1.3,+0.8
Dallas,240-221-10,52.1%,0.4,0.0
San Antonio,238-224-10,51.5%,2.5,+0.8
Okla City,240-226-9,51.5%,-1.1,0.0
New Orleans,218-206-8,51.4%,-3.2,+0.2
Washington,205-195-5,51.3%,-4.1,+0.2
LA Clippers,252-240-6,51.2%,-0.2,+0.4
Portland,234-223-3,51.2%,-1.9,+0.3
Chicago,198-190-8,51.0%,-1.2,+0.7
Miami,234-225-13,51.0%,0.2,-0.1
Sacramento,231-225-11,50.7%,-4.1,-0.4
Detroit,222-218-9,50.5%,-3.0,-0.5
Utah,226-227-10,49.9%,-0.9,+0.3
Orlando,199-200-8,49.9%,-2.9,+0.1
Philadelphia,220-223-9,49.7%,-2.4,+0.5
Indiana,211-214-4,49.7%,-2.1,-0.3
Milwaukee,210-213-6,49.7%,-1.8,-0.5
New York,214-218-7,49.5%,-3.5,+0.3
Golden State,232-239-7,49.3%,-0.3,0.0
Charlotte,172-178-10,49.1%,-6.3,-0.4
LA Lakers,252-270-6,48.3%,-1.5,-0.4
Houston,211-227-10,48.2%,-0.7,-0.3
Cleveland,211-227-11,48.2%,-2.2,-1.1
Denver,228-249-9,47.8%,-0.6,-0.6
Minnesota,193-214-9,47.4%,-3.7,-0.4
Atlanta,200-222-6,47.4%,-3.0,-0.4
Phoenix,205-232-7,46.9%,-2.7,-1.4
Brooklyn,196-246-3,44.3%,-5.0,-1.5
