Team,Over Record,Over %,Under %,Total +/-
Washington,1-0-0,100.0%,0.0%,+16.5
Utah,1-0-0,100.0%,0.0%,+10.0
San Antonio,15-6-0,71.4%,28.6%,+6.9
Portland,6-3-0,66.7%,33.3%,+5.4
Atlanta,16-8-0,66.7%,33.3%,+3.8
Cleveland,38-22-0,63.3%,36.7%,+3.5
Milwaukee,26-19-0,57.8%,42.2%,+1.3
Phoenix,23-17-0,57.5%,42.5%,+2.2
Charlotte,4-3-0,57.1%,42.9%,+6.9
Okla City,35-27-2,56.5%,43.6%,-0.2
Denver,27-22-0,55.1%,44.9%,+5.2
LA Clippers,19-16-1,54.3%,45.7%,+0.8
Philadelphia,13-11-2,54.2%,45.8%,+1.2
New York,29-25-0,53.7%,46.3%,+3.1
Golden State,22-19-0,53.7%,46.3%,+0.2
Miami,19-17-0,52.8%,47.2%,+1.4
Minnesota,25-24-0,51.0%,49.0%,+0.2
New Orleans,8-8-1,50.0%,50.0%,-1.4
Memphis,22-23-0,48.9%,51.1%,+2.3
Houston,21-23-1,47.7%,52.3%,-3.3
Sacramento,20-22-2,47.6%,52.4%,-0.6
Boston,30-33-0,47.6%,52.4%,-1.9
LA Lakers,18-20-0,47.4%,52.6%,-1.3
Detroit,12-14-1,46.2%,53.9%,+2.1
Toronto,4-5-0,44.4%,55.6%,-5.2
Indiana,17-22-0,43.6%,56.4%,-3.6
Brooklyn,4-6-0,40.0%,60.0%,-7.7
Dallas,11-18-0,37.9%,62.1%,-3.3
Orlando,13-25-0,34.2%,65.8%,-3.2
Chicago,4-11-0,26.7%,73.3%,-7.3
