Rank,Hotness Score,Matchup,Time,Location
1,96.6,#13 Arizona  vs.  #42 UCLA,10:00 PM,Intuit Dome
2,94.3,#12 Michigan  at  #71 TCU,9:00 PM,Schollmaier Arena
3,92.9,#2 Gonzaga  at  #87 Arizona St,11:00 PM,Desert Financial Arena
4,91.4,#100 Georgia Tech  at  #10 Georgia,9:00 PM,Stegeman Coliseum
5,90.8,#83 UCF  at  #56 Texas A&M,8:00 PM,Reed Arena
6,90.2,#96 N Texas  at  #35 Saint Mary's,10:00 PM,University Credit Union Pavilion
7,89.4,#65 Providence  at  #98 Colorado,9:00 PM,CU Events Center
8,88.8,#111 Xavier  at  #34 Iowa,8:00 PM,Carver-Hawkeye Arena
9,88.4,#120 Illinois St  vs.  #29 USC,7:30 PM,Intuit Dome
10,87.4,#39 Northwestern  at  #119 DePaul,8:30 PM,Wintrust Arena
11,84.9,#107 Troy  at  #101 Loyola Mymt,10:00 PM,Gersten Pavilion
12,83.9,#49 Washington  at  #153 Washington St,11:00 PM,Friel Court at Beasley Coliseum
12,83.9,#77 High Point  at  #128 UAB,7:30 PM,Bartow Arena
14,80.8,#181 Indiana St  at  #1 Duke,7:00 PM,Cameron Indoor Stadium
15,79.6,#190 Colgate  at  #4 Illinois,9:00 PM,State Farm Center
16,76.4,#207 Samford  at  #23 Arkansas,8:00 PM,Bud Walton Arena
17,76.2,#176 Furman  at  #92 N Iowa,7:00 PM,McLeod Center
18,73.8,#226 Milwaukee  at  #15 Texas Tech,8:00 PM,United Supermarkets Arena
19,70.2,#240 CS Bakersfield  at  #40 Mississippi,7:30 PM,C.M. 'Tad' Smith Coliseum
20,69.6,#177 SIU Edward  at  #149 Drake,7:30 PM,Knapp Center
21,69.1,#198 Abl Christian  at  #125 SF Austin,9:00 PM,William R. Johnson Coliseum
22,68.2,#210 Norfolk St  at  #122 Towson,7:00 PM,TU Arena
23,67.1,#222 Coastal Car  at  #117 Jacksonville St,7:00 PM,Pete Mathews Coliseum
24,65.8,#270 Tarleton St  at  #33 Baylor,9:00 PM,Paul and Alejandra Foster Pavilion
25,65.6,#237 Manhattan  at  #106 Hawai'i,11:59 PM,Bankoh Arena at the Stan Sheriff Center
26,62.8,#249 New Orleans  at  #118 Tulane,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
27,62.1,#254 Louisiana  at  #108 McNeese,7:00 PM,Townsley Law Arena
28,61.2,#301 E Illinois  at  #9 Kentucky,7:00 PM,Rupp Arena at Central Bank Center
29,61.0,#230 Fordham  at  #148 Iona,7:00 PM,Hynes Athletics Center
30,60.8,#273 Lehigh  at  #89 Rutgers,6:30 PM,Jersey Mike's Arena
31,58.6,#246 Cal Poly  at  #156 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
32,58.3,#163 Hofstra  at  #243 Bucknell,7:00 PM,Sojka Pavilion
33,52.0,#345 NC Central  at  #25 North Carolina,9:00 PM,Smith Center
34,49.4,#351 Maryland ES  at  #51 Creighton,8:00 PM,CHI Health Center Omaha
35,48.9,#308 Albany  at  #142 Rhode Island,7:00 PM,Thomas M. Ryan Center
36,48.0,#316 W Illinois  at  #132 Cal Baptist,10:30 PM,Dale E. and Sarah Ann Fowler Events Center
37,44.2,#328 E Texas A&M  at  #147 Rice,8:00 PM,Tudor Fieldhouse
38,41.5,#287 Sacramento St  at  #221 UC Davis,9:00 PM,University Credit Union Center
39,37.4,#260 Hampton  at  #278 Brown,8:15 PM,Pizzitola Sports Center
40,32.0,#356 S Carolina St  at  #199 Charleston,7:00 PM,TD Arena
41,30.9,#343 IU Indy  at  #219 E Michigan,6:30 PM,George Gervin GameAbove Center
42,28.5,#322 Stonehill  at  #259 Fairfield,7:00 PM,Leo D. Mahoney Arena
43,19.9,#365 Miss Valley St  vs.  #258 Utah Tech,9:30 PM,Bankoh Arena at the Stan Sheriff Center
44,17.9,#317 Charleston So  vs.  #331 Lindenwood,6:30 PM,AAMU Events Center
45,16.7,#364 Coppin St  vs.  #279 C Michigan,11:00 AM,McArthur Center
46,13.7,#357 The Citadel  at  #307 W Georgia,7:00 PM,The Coliseum
47,--,Virginia-Lynchburg  at  #290 Alabama St,7:00 PM,Dunn-Oliver Acadome
47,--,Johnson C. Smith  at  #234 Georgia So,6:00 PM,Jack and Ruth Ann Hill Convocation Center
47,--,Washington College  at  #188 Navy,6:00 PM,Alumni Hall
47,--,Ecclesia College  at  #297 NW State,1:00 PM,Prather Coliseum
