Rank,Hotness Score,Matchup,Time,Location
1,97.0,#46 W Virginia  at  #10 Kansas,2:00 PM,Allen Fieldhouse
2,96.7,#23 St Johns  at  #47 Creighton,4:00 PM,CHI Health Center Omaha
3,95.5,#55 Utah  at  #18 Baylor,2:00 PM,Paul and Alejandra Foster Pavilion
4,95.3,#60 Arizona St  at  #33 BYU,4:00 PM,Marriott Center
5,94.8,#39 Utah St  at  #57 Nevada,10:00 PM,Lawlor Events Center
6,94.6,#72 UCF  at  #16 Texas Tech,2:00 PM,United Supermarkets Arena
7,93.8,#17 Marquette  at  #79 Providence,6:00 PM,Amica Mutual Pavilion
8,90.1,#56 VCU  at  #92 St Bonavent,2:00 PM,Reilly Center
9,88.4,#122 VA Tech  at  #2 Duke,4:30 PM,Cameron Indoor Stadium
10,88.1,#68 NC State  at  #104 Virginia,12:00 PM,John Paul Jones Arena
10,88.1,#71 Notre Dame  at  #105 GA Tech,2:30 PM,McCamish Pavilion
12,87.0,#120 Seton Hall  at  #49 Xavier,2:00 PM,Cintas Center
13,86.9,#87 Wake Forest  at  #103 Syracuse,2:00 PM,JMA Wireless Dome
14,86.2,#114 Davidson  at  #77 Geo Mason,2:00 PM,EagleBank Arena
15,83.5,#61 Boise St  at  #148 Wyoming,8:30 PM,Arena-Auditorium
16,83.4,#116 UAB  at  #95 North Texas,4:00 PM,UNT Coliseum
17,82.2,#154 La Salle  at  #53 Dayton,2:00 PM,University of Dayton Arena
18,81.3,#177 Norfolk St  at  #4 Tennessee,3:00 PM,Thompson-Boling Arena at Food City Center
19,79.4,#189 Brown  at  #19 Kentucky,2:00 PM,Rupp Arena at Central Bank Center
20,78.5,#100 Rhode Island  at  #157 Duquesne,2:00 PM,UPMC Cooper Fieldhouse
21,75.2,#186 U Mass  at  #88 St Josephs,2:00 PM,Michael J. Hagan Arena
22,73.6,#99 Colorado St  at  #196 San Jose St,5:00 PM,Provident Credit Union Event Center
23,67.7,#161 Saint Louis  at  #184 Fordham,2:00 PM,Rose Hill Gymnasium
23,67.7,#179 E Carolina  at  #167 S Florida,3:00 PM,Yuengling Center
25,62.5,#59 New Mexico  at  #280 Fresno St,8:00 PM,Save Mart Center
26,60.9,#130 Geo Wshgtn  at  #251 Richmond,4:00 PM,Robins Center
27,60.3,#193 Tulane  at  #202 Charlotte,2:00 PM,Dale F. Halton Arena
28,58.8,#109 UNLV  at  #275 Air Force,4:00 PM,Clune Arena
29,53.6,#203 Ste F Austin  at  #235 Abl Christian,4:00 PM,Moody Coliseum
30,27.2,#297 Morehead St  at  #298 S Indiana,8:30 PM,"Liberty Arena, Home of the Screaming Eagles"
31,--,Walla Walla  at  #252 Portland St,5:00 PM,Viking Pavilion
31,--,Anderson (IN)  at  #255 Ball St,2:00 PM,Worthen Arena
31,--,St. Andrews Presbyterian  at  #265 NC Central,3:00 PM,McDougald-McLendon Arena
