Team,ATS Record,Cover %,MOV,ATS +/-
Denver,7-1-0,87.5%,20.0,+17.4
Memphis,5-1-0,83.3%,11.7,+11.0
Portland,3-1-1,75.0%,-6.0,+5.9
Okla City,5-2-0,71.4%,13.4,+6.5
Dallas,5-2-0,71.4%,4.9,+6.0
Cleveland,5-2-0,71.4%,11.9,+4.7
Toronto,5-2-0,71.4%,-4.3,+5.4
Brooklyn,5-2-0,71.4%,-2.0,+7.9
Detroit,4-2-1,66.7%,-3.1,+3.0
Charlotte,4-2-0,66.7%,-6.8,+2.8
Boston,4-2-0,66.7%,17.2,+8.7
LA Lakers,3-2-0,60.0%,3.0,+1.7
Houston,4-3-0,57.1%,3.4,-1.4
Philadelphia,2-2-0,50.0%,-18.3,-10.8
Miami,4-4-0,50.0%,1.4,+4.2
Orlando,3-4-0,42.9%,-4.9,-0.9
Minnesota,2-3-0,40.0%,0.6,-5.8
Utah,2-3-0,40.0%,-7.0,+1.1
Sacramento,3-5-0,37.5%,-2.3,-6.6
New Orleans,3-6-0,33.3%,-12.6,-6.6
San Antonio,2-4-0,33.3%,-7.0,-3.8
Indiana,2-4-0,33.3%,-8.5,-7.0
LA Clippers,2-5-0,28.6%,-12.7,-8.3
Atlanta,2-5-0,28.6%,-5.3,-4.4
Phoenix,2-5-0,28.6%,-7.3,-5.8
New York,1-3-0,25.0%,4.5,-5.9
Golden State,1-4-0,20.0%,-7.6,-10.6
Milwaukee,1-4-1,20.0%,-4.0,-6.1
Washington,1-4-0,20.0%,-20.4,-9.2
Chicago,1-5-0,16.7%,-9.8,-3.1
