Rank,Hotness Score,Matchup,Time,Location
1,99.1,#12 Purdue  at  #16 Michigan St,7:00 PM,Jack Breslin Student Events Center
2,98.7,#14 Illinois  at  #15 Wisconsin,8:30 PM,Kohl Center
3,98.3,#13 Kansas  at  #33 BYU,9:00 PM,Marriott Center
4,98.2,#20 Texas A&M  at  #31 Miss State,7:00 PM,Humphrey Coliseum
5,96.2,#47 Villanova  at  #27 Connecticut,6:30 PM,XL Center
5,96.2,#51 Oklahoma  at  #4 Florida,7:00 PM,Exactech Arena at the Stephen C. O'Connell Center
7,95.3,#3 Houston  at  #65 Arizona St,9:00 PM,Desert Financial Arena
8,95.1,#10 Texas Tech  at  #68 TX Christian,8:00 PM,Ed and Rae Schollmaier Arena
9,93.3,#70 Butler  at  #44 Xavier,8:00 PM,Cintas Center
10,92.4,#89 Minnesota  at  #23 UCLA,10:30 PM,Pauley Pavilion presented by Wescom
11,92.2,#92 Colorado  at  #7 Iowa St,8:00 PM,James H. Hilton Coliseum
12,91.4,#79 S Carolina  at  #62 LSU,9:00 PM,Pete Maravich Assembly Center
13,91.2,#71 Nevada  at  #72 Colorado St,9:00 PM,Moby Arena
14,89.1,#109 Syracuse  at  #42 Pittsburgh,7:00 PM,Petersen Events Center
15,83.1,#162 Seton Hall  at  #22 Marquette,9:00 PM,Fiserv Forum
16,81.9,#114 Loyola-Chi  at  #120 Davidson,7:00 PM,McKillop Court at John M. Belk Arena
17,74.0,#115 VA Tech  at  #181 Boston Col,9:00 PM,Conte Forum
18,71.7,#97 Lipscomb  at  #209 E Kentucky,7:00 PM,Baptist Health Arena
19,63.7,#273 Fresno St  at  #54 San Diego St,11:00 PM,Viejas Arena
20,63.3,#200 Jacksonville  at  #177 Fla Gulf Cst,6:30 PM,Alico Arena
21,62.3,#221 Central Mich  at  #159 Ohio,7:00 PM,Convocation Center
22,52.9,#133 Kent St  at  #294 Bowling Grn,7:00 PM,Stroh Center
23,49.4,#271 Ball St  at  #189 Toledo,7:00 PM,Savage Arena
24,45.9,#164 Miami (OH)  at  #311 E Michigan,6:30 PM,George Gervin GameAbove Center
25,44.9,#303 Air Force  at  #178 Wyoming,8:30 PM,Arena-Auditorium
26,44.3,#351 N Illinois  at  #104 Akron,7:00 PM,James A. Rhodes Arena
27,42.1,#342 W Georgia  at  #140 N Alabama,7:00 PM,CB&S Bank Arena at Flowers Hall
28,34.7,#264 TN State  at  #290 TN Martin,8:30 PM,Kathleen and Tom Elam Center
29,27.1,#350 Central Ark  at  #235 Queens,7:00 PM,Curry Arena
30,22.1,#265 N Florida  at  #354 Stetson,7:00 PM,Insight Credit Union Arena at Edmunds Center
31,18.6,#284 Austin Peay  at  #353 Bellarmine,6:30 PM,Knights Hall
32,14.3,#318 W Michigan  at  #347 Buffalo,7:00 PM,Alumni Arena
