Rank,Hotness Score,Matchup,Time,Location
1,98.6,#18 Kentucky  at  #6 Tennessee,7:00 PM,Thompson-Boling Arena at Food City Center
2,98.3,#19 Baylor  at  #28 BYU,9:00 PM,Marriott Center
3,97.0,#30 N Carolina  at  #36 Pittsburgh,9:00 PM,Petersen Events Center
4,96.6,#47 Oklahoma  at  #20 Texas A&M,9:00 PM,Reed Arena
5,95.8,#59 UCF  at  #9 Kansas,8:00 PM,Allen Fieldhouse
6,94.7,#73 Oregon St  at  #12 Gonzaga,11:00 PM,McCarthey Athletic Center
6,94.7,#62 Wake Forest  at  #29 Louisville,7:00 PM,KFC Yum! Center
8,94.5,#39 Cincinnati  at  #65 Utah,10:00 PM,Jon M. Huntsman Center
9,93.8,#16 Marquette  at  #79 Butler,8:30 PM,Hinkle Fieldhouse
10,93.4,#21 St Johns  at  #82 Georgetown,6:30 PM,Capital One Arena
11,92.2,#81 S Carolina  at  #41 Georgia,7:00 PM,Stegeman Coliseum
11,92.2,#92 Minnesota  at  #15 Michigan St,8:00 PM,Jack Breslin Student Events Center
13,90.2,#60 Arizona St  at  #93 Colorado,9:00 PM,CU Events Center
14,88.9,#68 Dayton  at  #100 St Bonavent,8:00 PM,Reilly Center
15,88.5,#44 VCU  at  #116 Saint Louis,8:00 PM,Chaifetz Arena
16,87.7,#103 GA Tech  at  #71 Notre Dame,9:00 PM,Purcell Pavilion at the Joyce Center
17,81.3,#86 Providence  at  #147 Seton Hall,7:00 PM,Prudential Center
18,78.4,#186 San Jose St  at  #49 San Diego St,11:00 PM,Viejas Arena
19,69.3,#180 Toledo  at  #153 Ohio,7:00 PM,Convocation Center
20,63.6,#206 Rice  at  #168 S Florida,7:00 PM,Yuengling Center
21,59.8,#283 Air Force  at  #80 Colorado St,9:00 PM,Moby Arena
22,58.5,#200 S Illinois  at  #210 Valparaiso,8:00 PM,Athletics-Recreation Center
23,52.7,#285 Bowling Grn  at  #144 Kent St,7:00 PM,Memorial Athletic and Convocation Center
24,50.1,#270 Fresno St  at  #185 Wyoming,8:30 PM,Arena-Auditorium
25,45.3,#307 E Michigan  at  #171 Miami (OH),7:00 PM,Millett Hall
26,44.3,#105 Akron  at  #353 N Illinois,7:00 PM,NIU Convocation Center
27,30.7,#311 W Michigan  at  #263 Ball St,7:00 PM,Worthen Arena
28,30.3,#219 Central Mich  at  #350 Buffalo,7:00 PM,Alumni Arena
29,29.4,#308 S Indiana  at  #273 Morehead St,7:30 PM,Ellis T. Johnson Arena
