Rank,Hotness Score,Matchup,Time,Location
1,95.9,#27 N Carolina  at  #58 Louisville,6:00 PM,KFC Yum! Center
2,92.7,#12 Connecticut  at  #94 DePaul,2:00 PM,Wintrust Arena
3,92.5,#54 Villanova  at  #70 Butler,6:30 PM,Hinkle Fieldhouse
4,91.5,#89 Stanford  at  #36 Clemson,4:00 PM,Littlejohn Coliseum
5,86.9,#133 California  at  #20 Pittsburgh,2:00 PM,Petersen Events Center
6,81.5,#82 Drake  at  #147 IL-Chicago,3:00 PM,Credit Union 1 Arena
7,79.7,#150 Belmont  at  #97 N Iowa,9:00 PM,McLeod Center
8,79.3,#73 Bradley  at  #171 Indiana St,7:00 PM,Hulman Center
9,77.3,#91 Miami  at  #175 Boston Col,12:00 PM,Conte Forum
10,76.3,#137 NC-Grnsboro  at  #142 Wofford,12:00 PM,Jerry Richardson Indoor Stadium
11,67.3,#128 IPFW  at  #216 N Kentucky,12:00 PM,Truist Arena
12,63.7,#253 Howard  at  #96 Yale,1:00 PM,John J. Lee Amphitheater
13,60.5,#185 Chattanooga  at  #211 Mercer,3:00 PM,Hawkins Arena
14,60.1,#188 Valparaiso  at  #210 Missouri St,8:00 PM,Great Southern Bank Arena
15,52.1,#201 Rice  at  #246 Tulsa,3:00 PM,Reynolds Center
16,46.5,#115 Furman  at  #334 W Carolina,1:00 PM,Ramsey Center
17,43.1,#336 VMI  at  #145 E Tenn St,12:00 PM,Freedom Hall Civic Center
18,42.1,#357 Citadel  at  #112 Samford,7:30 PM,Pete Hanna Center
19,41.9,#299 Evansville  at  #206 S Illinois,2:00 PM,Banterra Center
20,40.1,#180 Youngs St  at  #330 IU Indy,12:00 PM,Corteva Coliseum
21,--,Colby-Sawyer  at  #278 Dartmouth,5:00 PM,Leede Arena
