Team,ATS Record,Cover %,MOV,ATS +/-
W Georgia,5-1-0,83.3%,-10.7,+3.5
Mercyhurst,5-1-1,83.3%,-12.1,+3.6
Merrimack,29-13-2,69.1%,-2.5,+2.7
NC Wilmington,33-15-2,68.8%,3.2,+3.2
Weber St,27-13-1,67.5%,3.3,+3.2
Arkansas St,35-17-2,67.3%,-1.1,+3.0
Hofstra,25-13-1,65.8%,5.2,+4.3
Utah St,55-29-1,65.5%,8.5,+3.7
Texas A&M-CC,30-17-0,63.8%,-3.0,+2.2
UT Arlington,35-20-1,63.6%,0.3,+2.9
Michigan St,66-38-3,63.5%,11.2,+2.0
W Kentucky,33-19-2,63.5%,4.7,+2.1
Georgia St,27-16-1,62.8%,0.0,+1.2
Sam Houston,37-22-2,62.7%,0.6,+2.3
Boston U,33-20-1,62.3%,-0.8,+1.5
Villanova,58-36-0,61.7%,8.9,+1.4
Indiana St,37-23-1,61.7%,1.4,+1.2
TCU,40-25-3,61.5%,4.7,+3.0
NW State,24-15-1,61.5%,-10.8,+0.7
Florida A&M,27-17-0,61.4%,-11.3,+2.6
Wichita St,60-38-3,61.2%,8.2,+2.4
Portland St,30-19-1,61.2%,-0.6,+3.0
S Florida,52-33-3,61.2%,-2.6,+1.6
The Citadel,22-14-0,61.1%,-10.4,-0.9
E Tennessee St,34-22-0,60.7%,5.2,+3.1
Green Bay,37-24-1,60.7%,-6.0,+2.0
S Illinois,35-23-1,60.3%,2.1,+0.7
E Washington,30-20-0,60.0%,-1.7,+2.4
Cal Poly,31-21-1,59.6%,-7.5,+0.3
Robert Morris,28-19-0,59.6%,-5.3,+0.5
Santa Clara,44-30-1,59.5%,3.8,+2.7
S Dakota St,44-30-2,59.5%,4.2,+1.8
Utah Tech,22-15-0,59.5%,-5.1,+1.3
Norfolk St,32-22-4,59.3%,-2.1,+1.6
Samford,32-22-3,59.3%,-1.4,+2.2
UC Irvine,39-27-1,59.1%,4.0,+1.7
Delaware,23-16-1,59.0%,0.5,-0.5
Maine,33-23-2,58.9%,-9.3,-0.4
Saint Peter's,40-28-0,58.8%,-1.4,+1.2
Toledo,30-21-0,58.8%,4.5,-0.3
Youngstown St,30-21-1,58.8%,-0.9,+1.9
Houston,54-38-3,58.7%,14.5,+3.1
Long Beach St,44-31-0,58.7%,-5.3,+0.7
Lipscomb,38-27-0,58.5%,0.2,+2.6
Kansas,38-27-1,58.5%,11.0,+1.1
N Arizona,28-20-0,58.3%,-4.2,+1.8
E Kentucky,28-20-1,58.3%,-5.2,-0.9
Liberty,25-18-0,58.1%,4.0,+0.1
LIU,18-13-1,58.1%,-6.8,+2.1
VCU,40-29-0,58.0%,6.6,+1.6
Kent St,26-19-1,57.8%,3.0,+0.2
Clemson,41-30-1,57.8%,5.3,+1.1
Boise St,41-30-3,57.8%,8.5,+3.1
South Dakota,45-33-2,57.7%,0.0,+1.3
American,23-17-0,57.5%,-6.0,-2.2
NC Greensboro,27-20-1,57.5%,3.4,+2.2
Akron,31-23-0,57.4%,5.0,+2.7
UCLA,35-26-0,57.4%,7.7,+1.5
Virginia,40-30-1,57.1%,7.0,0.0
Jacksonville St,32-24-0,57.1%,0.4,+1.9
E Texas A&M,12-9-0,57.1%,-10.9,+1.0
UCSD,20-15-1,57.1%,-0.5,+2.6
SC Upstate,24-18-1,57.1%,-9.1,-0.3
Incarnate Word,20-15-1,57.1%,-10.0,+0.4
Baylor,37-28-2,56.9%,11.0,+1.2
Vanderbilt,37-28-1,56.9%,3.1,+0.9
N Colorado,33-25-0,56.9%,0.9,+1.6
Yale,25-19-0,56.8%,5.2,+2.5
Loyola Mymt,38-29-2,56.7%,-1.2,+0.2
UC Davis,34-26-0,56.7%,-2.2,+1.4
Oklahoma,34-26-1,56.7%,3.4,+1.9
Nevada,43-33-0,56.6%,7.4,+2.9
Gardner-Webb,26-20-0,56.5%,-1.0,+2.0
Idaho St,26-20-0,56.5%,-7.7,+1.5
Alabama St,22-17-0,56.4%,-10.2,+0.2
Saint Joseph's,44-34-2,56.4%,0.7,+1.8
S Alabama,31-24-0,56.4%,0.4,+1.0
New Mexico,51-40-1,56.0%,2.6,+0.7
Purdue FW,42-33-0,56.0%,1.6,+1.6
Morehead St,33-26-0,55.9%,-3.1,+0.5
Milwaukee,33-26-1,55.9%,-1.1,+1.0
UT Rio Grande,24-19-0,55.8%,-7.4,+2.8
Mt St Mary's,29-23-0,55.8%,-6.0,+0.6
Southern,29-23-0,55.8%,-6.1,+1.5
SIU Edward,29-23-0,55.8%,-3.3,+3.1
Mississippi,34-27-1,55.7%,3.1,-1.2
UMass Lowell,34-27-1,55.7%,-3.0,+0.1
Tennessee,39-31-1,55.7%,12.9,+3.6
NC Central,30-24-2,55.6%,-3.8,-0.1
N Florida,30-24-0,55.6%,-4.6,+0.9
Loyola Chi,36-29-1,55.4%,5.4,+1.1
NJIT,31-25-0,55.4%,-5.0,-0.2
Nebraska,57-46-0,55.3%,-1.6,+0.8
Abl Christian,26-21-0,55.3%,-0.8,+1.3
Utah Valley,21-17-0,55.3%,3.6,+2.0
Auburn,37-30-4,55.2%,10.1,+2.8
Chattanooga,32-26-0,55.2%,2.3,+0.9
Maryland ES,32-26-0,55.2%,-16.0,-1.1
Texas Tech,38-31-0,55.1%,11.4,+1.4
Lafayette,22-18-1,55.0%,-8.2,-1.0
Jacksonville,22-18-0,55.0%,-5.2,+0.5
Florida Atlantic,33-27-1,55.0%,2.6,0.0
Virginia Tech,39-32-1,54.9%,4.1,+1.6
Miami OH,28-23-0,54.9%,-1.8,+1.7
Montana St,28-23-3,54.9%,-3.2,-0.5
Texas St,28-23-2,54.9%,-0.8,+0.2
Bethune,23-19-1,54.8%,-7.4,+0.3
Arizona,35-29-2,54.7%,13.4,+2.0
N Texas,30-25-0,54.6%,3.5,+1.2
Winthrop,24-20-1,54.6%,4.0,+1.8
Arkansas,36-30-1,54.6%,6.0,+0.1
UConn,55-46-1,54.5%,7.3,+1.0
Washington,37-31-1,54.4%,2.4,+1.0
N Iowa,31-26-1,54.4%,3.9,+1.3
Illinois Chicago,31-26-1,54.4%,-2.9,-0.3
N Kentucky,31-26-0,54.4%,3.7,+3.0
Northeastern,25-21-0,54.4%,1.0,+2.5
UAB,33-28-1,54.1%,5.7,+0.5
Iowa St,33-28-1,54.1%,4.3,+0.5
Denver,40-34-1,54.1%,-5.5,-0.3
Mississippi St,40-34-1,54.1%,4.9,+0.4
W Carolina,21-18-2,53.9%,-3.9,+1.8
Saint Mary's,35-30-0,53.9%,11.6,+1.7
Colorado St,50-43-0,53.8%,4.0,+1.1
Quinnipiac,43-37-4,53.8%,0.1,+1.5
NC A&T,29-25-0,53.7%,-6.2,+1.6
Binghamton,22-19-0,53.7%,-7.0,+1.7
Middle Tenn,22-19-1,53.7%,-2.3,-0.5
Kansas St,44-38-1,53.7%,2.9,+1.7
