Rank,Hotness Score,Matchup,Time,Location
1,96.6,#38 Xavier  vs.  #40 Texas,9:10 PM,University of Dayton Arena
2,89.9,#103 N Iowa  at  #42 SMU,9:00 PM,Moody Coliseum
3,87.4,#98 UAB  at  #83 Saint Joseph's,7:00 PM,Michael J. Hagan Arena
4,87.0,#112 Utah Valley  at  #67 San Francisco,11:00 PM,War Memorial at the Sobrato Center
4,87.0,#108 Florida Atlantic  vs.  #73 Dayton,7:00 PM,Abessinio Court at Eleanor R. Baldwin Arena
6,85.7,#113 Samford  at  #82 George Mason,7:00 PM,EagleBank Arena
7,83.8,#131 N Colorado  at  #77 UC Irvine,10:00 PM,Bren Events Center
8,83.5,#129 Furman  at  #85 N Texas,8:00 PM,UNT Coliseum
9,82.3,#134 N Alabama  at  #93 Bradley,8:00 PM,Carver Arena
10,75.5,#104 Loyola Chi  at  #179 San Jose St,11:00 PM,Provident Credit Union Event Center
11,47.0,#242 Mt St Mary's  vs.  #241 American,6:40 PM,University of Dayton Arena
