Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Sacramento,L.A. Lakers,4.0,228.5.,202,[],False
Orlando,Orlando,-2.0,205.,235,[],False
Brooklyn,Utah,1.5,219.5.,199,[],False
Atlanta,Memphis,-1.5,232.5.,240,[],False
Chicago,Boston,-12.0,239.,221,[],False
New Orleans,New York,-8.0,223.5.,197,[],False
Minnesota,Golden State,4.0,218.,216,[],False
Cleveland,Cleveland,-9.0,221.5.,225,[],False
Milwaukee,Milwaukee,-8.5,218.5.,213,[],False
San Antonio,San Antonio,-6.5,224.5.,208,[],False
Dallas,Dallas,-3.5,220.5.,210,[],False
Phoenix,Detroit,5.5,225.,258,[],False
