Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
Miami,Atlanta,Atlanta,-1,227.5.,230,[]
Oklahoma City,Charlotte,Charlotte,+13.5,214.5.,200,[]
New York,Washington,Washington,+13,225.,268,[]
Milwaukee,Chicago,Chicago,+1.5,231.5.,227,[]
Phoenix,Golden State,Phoenix,+6.5,220.5.,214,[]
Detroit,Denver,Denver,-6,235.,255,[]
Philadelphia,Utah,Utah,+7.5,225.,225 pushed the pre-game total of 225.,[]
Dallas,Portland,Portland,+3.5,224.,248,[]
Sacramento,L.A. Lakers,L.A. Lakers,+3.5,221.,254,[]
