Rank,Hotness Score,Matchup,Time,Location
1,98.3,#25 Miss State  at  #6 Tennessee,7:00 PM,Thompson-Boling Arena at Food City Center
1,98.3,#13 Texas Tech  at  #30 Cincinnati,7:00 PM,Fifth Third Arena
3,98.0,#24 Wisconsin  at  #26 UCLA,9:30 PM,Pauley Pavilion presented by Wescom
4,97.8,#29 Ohio St  at  #11 Purdue,7:30 PM,Mackey Arena
5,97.0,#33 Missouri  at  #34 Texas,9:00 PM,Moody Center
6,96.7,#35 Louisville  at  #39 S Methodist,9:00 PM,Moody Coliseum
7,96.0,#54 Vanderbilt  at  #5 Alabama,7:00 PM,Coleman Coliseum
8,95.4,#59 Utah  at  #3 Houston,8:00 PM,Fertitta Center
9,95.1,#27 N Carolina  at  #67 Wake Forest,9:00 PM,Lawrence Joel Veterans Memorial Coliseum
10,94.9,#66 UCF  at  #4 Iowa St,8:00 PM,James H. Hilton Coliseum
11,93.7,#65 Arizona St  at  #40 W Virginia,9:00 PM,WVU Coliseum
12,92.8,#85 Butler  at  #23 Connecticut,7:00 PM,XL Center
13,92.1,#37 BYU  at  #92 Colorado,11:00 PM,CU Events Center
14,91.9,#10 Arizona  at  #100 Oklahoma St,9:00 PM,Gallagher-Iba Arena
15,91.2,#95 Washington  at  #28 Oregon,11:00 PM,Matthew Knight Arena
16,90.5,#38 Creighton  at  #102 DePaul,9:00 PM,Wintrust Arena
17,90.1,#99 Minnesota  at  #44 Iowa,9:00 PM,Carver-Hawkeye Arena
18,89.0,#52 VCU  at  #108 Rhode Island,7:00 PM,Thomas M. Ryan Center
19,87.9,#80 Geo Mason  at  #97 St Bonavent,7:00 PM,Reilly Center
20,86.5,#17 Marquette  at  #140 Seton Hall,8:00 PM,Prudential Center
21,86.4,#72 Dayton  at  #120 Duquesne,7:00 PM,UPMC Cooper Fieldhouse
22,85.1,#93 St Josephs  at  #112 Davidson,7:00 PM,McKillop Court at John M. Belk Arena
23,82.5,#70 Bradley  at  #152 Belmont,7:30 PM,Curb Event Center
24,72.9,#191 Wyoming  at  #104 UNLV,11:00 PM,Thomas & Mack Center
25,72.6,#189 Boston Col  at  #111 Virginia,7:00 PM,John Paul Jones Arena
26,69.7,#159 Kent St  at  #171 Toledo,7:00 PM,Savage Arena
27,67.0,#235 UTSA  at  #96 UAB,7:30 PM,Bartow Arena
28,65.9,#208 Indiana St  at  #144 Illinois St,8:00 PM,CEFCU Arena - Home of the Redbirds
29,64.6,#241 Missouri St  at  #109 N Iowa,8:00 PM,McLeod Center
30,55.3,#170 E Carolina  at  #255 Tulsa,8:00 PM,Reynolds Center
31,53.9,#273 Bowling Grn  at  #150 Miami (OH),7:00 PM,Millett Hall
32,45.8,#259 Ball St  at  #226 Central Mich,7:00 PM,McGuirk Arena
33,45.7,#126 Akron  at  #335 Buffalo,7:00 PM,Alumni Arena
34,45.6,#147 Ohio  at  #325 E Michigan,6:30 PM,George Gervin GameAbove Center
35,33.9,#272 TN Martin  at  #287 TN State,8:30 PM,Gentry Center
36,15.7,#357 N Illinois  at  #295 W Michigan,7:00 PM,University Arena in Read Fieldhouse
