Rank,Hotness Score,Matchup,Time,Location
1,97.0,#29 Nebraska  at  #32 Ohio St,6:30 PM,Value City Arena
2,96.5,#44 USC  at  #18 Michigan St,8:30 PM,Jack Breslin Student Events Center
3,85.4,#118 SF Austin  at  #80 McNeese,7:30 PM,Townsley Law Arena
4,85.0,#56 Oregon  at  #139 Rutgers,7:00 PM,Jersey Mike's Arena
5,77.4,#135 Columbia  at  #138 Cornell,5:00 PM,Newman Arena at Bartels Hall
6,75.1,#120 William & Mary  at  #168 Charleston,7:00 PM,TD Arena
7,70.9,#91 Yale  at  #213 Brown,7:00 PM,Pizzitola Sports Center
8,65.5,#154 Incarnate Word  at  #206 UT Rio Grande,7:30 PM,UTRGV Fieldhouse
9,57.1,#234 Dartmouth  at  #181 Harvard,7:00 PM,Lavietes Pavilion
10,49.3,#222 Penn  at  #247 Princeton,7:00 PM,Jadwin Gymnasium
11,48.0,#204 Milwaukee  at  #270 Green Bay,7:00 PM,Resch Center
12,45.5,#226 Lamar  at  #266 SE Louisiana,7:00 PM,Pride Roofing University Center
13,45.4,#186 Texas A&M-CC  at  #299 Hou Christian,8:00 PM,Sharp Gym
14,42.2,#305 NW State  at  #197 Nicholls,7:30 PM,Stopher Gymnasium
15,37.3,#309 Prairie View  at  #228 Southern,7:00 PM,F. G. Clark Activity Center
16,33.8,#317 E Texas A&M  at  #237 New Orleans,8:00 PM,Lakefront Arena
17,26.9,#338 Texas So  at  #252 Grambling,7:30 PM,Willis Reed Court at the Fredrick C. Hobdy Center
18,18.8,#296 Alabama St  at  #345 AR-Pine Bluff,6:30 PM,H.O. Clemmons Arena (K. L. Johnson Complex)
19,7.9,#328 Alabama A&M  at  #365 Miss Valley St,8:00 PM,Harrison HPER Complex
