Team,ATS Record,Cover %,MOV,ATS +/-
Dallas,428-345-20,55.4%,2.3,+1.5
Miami,442-375-18,54.1%,1.4,+0.9
Golden State,437-371-14,54.1%,1.2,+1.3
Indiana,462-400-24,53.6%,0.7,+1.2
Boston,432-376-8,53.5%,2.0,+0.8
Okla City,438-389-20,53.0%,-0.5,+0.5
Denver,410-369-10,52.6%,1.7,+0.6
San Antonio,372-338-18,52.4%,2.1,+0.8
Chicago,463-431-12,51.8%,-0.7,+0.8
Philadelphia,490-458-14,51.7%,-2.3,+0.5
Sacramento,503-472-25,51.6%,-2.4,+0.3
Toronto,454-437-19,51.0%,-0.8,+0.2
Milwaukee,450-434-15,50.9%,-0.3,+0.2
Phoenix,437-422-13,50.9%,-1.1,+0.1
Memphis,449-437-13,50.7%,-1.4,+0.3
New York,503-497-14,50.3%,-2.9,+0.1
Utah,424-421-15,50.2%,-0.1,+0.1
New Orleans,468-466-19,50.1%,-1.9,+0.3
Charlotte,483-492-23,49.5%,-4.5,-0.3
Houston,402-411-13,49.5%,0.1,+0.5
Detroit,477-489-20,49.4%,-2.6,0.0
Orlando,473-495-21,48.9%,-2.8,-0.2
LA Lakers,422-447-17,48.6%,-1.4,-0.3
LA Clippers,415-442-6,48.4%,-0.6,-0.1
Atlanta,463-495-11,48.3%,-2.3,-0.3
Washington,487-522-27,48.3%,-3.2,-0.1
Minnesota,487-526-11,48.1%,-2.5,+0.1
Portland,438-476-9,47.9%,-2.5,-0.7
Brooklyn,469-511-21,47.9%,-3.1,-0.1
Cleveland,409-455-15,47.3%,-2.1,-0.8
