Rank,Hotness Score,Matchup,Time,Location
1,95.2,#64 TX Christian  at  #9 Arizona,8:00 PM,McKale Memorial Center
2,93.7,#6 Iowa St  at  #79 Colorado,9:00 PM,CU Events Center
3,93.4,#19 Cincinnati  at  #85 Kansas St,7:00 PM,Bramlage Coliseum
4,91.9,#3 Houston  at  #100 Oklahoma St,8:00 PM,Gallagher-Iba Arena
5,90.5,#82 Santa Clara  at  #65 San Francisco,10:00 PM,War Memorial at the Sobrato Center
6,82.7,#148 Columbia  at  #68 Rutgers,5:00 PM,Jersey Mike's Arena
7,80.0,#75 UC Irvine  at  #164 Cal Baptist,10:00 PM,Dale E. and Sarah Ann Fowler Events Center
8,78.1,#5 Gonzaga  at  #202 Pepperdine,10:00 PM,Firestone Fieldhouse
9,77.3,#175 Loyola Mymt  at  #81 Wash State,9:30 PM,Friel Court at Beasley Coliseum
10,76.9,#156 Akron  at  #116 Princeton,1:00 PM,Jadwin Gymnasium
11,76.7,#166 Bryant  at  #104 Grd Canyon,8:00 PM,Global Credit Union Arena at GCU
12,73.9,#220 Oakland  at  #35 Arkansas,8:00 PM,Bud Walton Arena
13,72.2,#225 Southern  at  #44 Nebraska,9:00 PM,Pinnacle Bank Arena
14,68.5,#229 SE Louisiana  at  #88 McNeese St,7:00 PM,Legacy Center
15,67.9,#257 Beth-Cook  at  #28 Miss State,9:00 PM,Humphrey Coliseum
16,67.7,#246 Presbyterian  at  #63 S Carolina,7:00 PM,Colonial Life Arena
17,67.1,#267 Monmouth  at  #1 Auburn,6:30 PM,Neville Arena
18,65.7,#214 Nicholls  at  #136 Seattle,10:00 PM,Redhawk Center
19,63.5,#277 Alabama St  at  #45 Missouri,7:30 PM,Mizzou Arena
20,61.7,#294 W Michigan  at  #22 Michigan St,3:00 PM,Jack Breslin Student Events Center
21,51.5,#301 Siena  at  #132 Cornell,4:00 PM,Newman Arena at Bartels Hall
22,50.8,#332 Portland  at  #74 Oregon St,9:30 PM,Gill Coliseum
23,49.5,#346 New Orleans  at  #58 Vanderbilt,8:00 PM,Memorial Gymnasium
24,48.6,#358 N Hampshire  at  #36 Iowa,7:00 PM,Carver-Hawkeye Arena
25,31.1,#306 Utah Tech  at  #266 Florida Intl,12:00 PM,Ocean Bank Convocation Center (FIU)
26,25.0,#284 Pacific  at  #324 San Diego,10:00 PM,Jenny Craig Pavilion
27,--,Benedictine University (AZ)  at  #251 N Arizona,8:00 PM,Findlay Toyota Court at J. Lawrence Walkup Skydome
27,--,East-West University  at  #355 N Illinois,7:00 PM,NIU Convocation Center
27,--,College of Biblical Studies  at  #295 Grambling St,1:00 PM,Willis Reed Court at the Fredrick C. Hobdy Center
27,--,Cleary University  at  #239 Central Mich,2:00 PM,McGuirk Arena
27,--,Emerson  at  #138 Mass Lowell,2:00 PM,Costello Athletic Center
27,--,Bethesda University  at  #331 Sac State,4:00 PM,The Nest
27,--,Columbia International  at  #178 NC-Asheville,6:30 PM,Kimmel Arena
27,--,Texas A&M-San Antonio  at  #210 Lamar,7:00 PM,Neches Federal Credit Union Arena at the Montagne
27,--,Fort Valley State  at  #144 Jksnville St,8:00 PM,Pete Mathews Coliseum
27,--,Muskingum  at  #160 Ohio,7:00 PM,Convocation Center
27,--,Eastern Oregon  at  #262 E Washingtn,9:00 PM,Reese Court
27,--,Defiance  at  #195 Miami (OH),7:00 PM,Millett Hall
27,--,Mobile  at  #173 S Alabama,8:00 PM,Mitchell Center
27,--,William Carey  at  #292 S Mississippi,8:00 PM,Reed Green Coliseum
27,--,Texas A&M-Texarkana  at  #298 Oral Roberts,8:00 PM,Mabee Center
27,--,Elms College  at  #219 Vermont,7:00 PM,Patrick Gymnasium
27,--,Dallas Christian  at  #222 TX-Pan Am,7:30 PM,UTRGV Fieldhouse
