Team,Over Record,Over %,Under %,Total +/-
S Dakota St,83-52-1,61.5%,38.5%,+4.7
Oral Roberts,129-88-2,59.5%,40.6%,+2.8
Le Moyne,27-19-0,58.7%,41.3%,+2.5
Bucknell,89-63-3,58.6%,41.5%,+3.6
NJIT,97-70-1,58.1%,41.9%,+1.0
Iowa St,181-133-6,57.6%,42.4%,+3.2
Queens,33-25-1,56.9%,43.1%,+1.1
Illinois St,178-136-8,56.7%,43.3%,+2.3
Baylor,136-104-5,56.7%,43.3%,+2.9
Iona,114-88-4,56.4%,43.6%,+1.4
Omaha,137-106-2,56.4%,43.6%,+2.3
W Georgia,18-14-0,56.3%,43.8%,-0.4
New Orleans,142-111-3,56.1%,43.9%,+1.7
Hofstra,144-113-1,56.0%,44.0%,+2.4
UTSA,144-113-3,56.0%,44.0%,+2.4
Texas,145-114-1,56.0%,44.0%,+3.1
Ball St,184-145-7,55.9%,44.1%,+1.9
BYU,104-82-2,55.9%,44.1%,+3.0
Marquette,148-117-4,55.9%,44.2%,+3.4
Long Beach St,203-161-3,55.8%,44.2%,+2.6
Indiana St,195-155-7,55.7%,44.3%,+2.2
Green Bay,196-156-2,55.7%,44.3%,+2.3
Youngstown St,207-165-1,55.7%,44.4%,+2.6
Gonzaga,50-40-0,55.6%,44.4%,+3.7
Dayton,121-97-1,55.5%,44.5%,+1.8
Alcorn St,96-77-0,55.5%,44.5%,+2.7
North Dakota,145-117-1,55.3%,44.7%,+2.9
Bellarmine,52-42-0,55.3%,44.7%,+3.0
Idaho St,219-177-6,55.3%,44.7%,+1.9
Morgan St,94-76-1,55.3%,44.7%,+2.0
Denver,189-153-3,55.3%,44.7%,+1.0
UCSD,37-30-2,55.2%,44.8%,+2.9
C Arkansas,107-87-4,55.2%,44.9%,+2.6
SC Upstate,120-98-0,55.1%,45.0%,+1.2
Florida Intl,213-174-4,55.0%,45.0%,+1.5
Loyola MD,160-131-2,55.0%,45.0%,+1.6
SE Missouri St,214-176-6,54.9%,45.1%,+2.4
NW State,96-79-4,54.9%,45.1%,+1.5
George Mason,149-123-2,54.8%,45.2%,+1.8
Prairie View,82-68-1,54.7%,45.3%,+2.3
Duke,36-30-1,54.6%,45.5%,+0.6
Boston College,223-186-9,54.5%,45.5%,+1.2
Weber St,127-107-1,54.3%,45.7%,+0.5
N Colorado,121-102-2,54.3%,45.7%,+2.1
Delaware St,110-93-2,54.2%,45.8%,+2.0
Santa Clara,177-150-3,54.1%,45.9%,+1.3
Bowling Green,191-162-2,54.1%,45.9%,+2.1
G Washington,177-151-5,54.0%,46.0%,+1.1
Auburn,165-141-3,53.9%,46.1%,+1.7
Holy Cross,120-103-5,53.8%,46.2%,+0.5
E Washington,171-147-4,53.8%,46.2%,+1.6
Pacific,172-148-1,53.8%,46.3%,+1.8
Seattle,79-68-3,53.7%,46.3%,+0.7
Lamar,87-75-1,53.7%,46.3%,+0.6
UT Rio Grande,90-78-4,53.6%,46.4%,+1.2
Sacred Heart,76-66-0,53.5%,46.5%,+4.1
Boise St,130-113-2,53.5%,46.5%,+1.2
Rhode Island,155-135-2,53.5%,46.6%,+1.2
Army,79-69-0,53.4%,46.6%,+2.3
