Rank,Hotness Score,Matchup,Time,Location
1,94.3,#28 UCLA  at  #72 Rutgers,6:30 PM,Jersey Mike's Arena
2,90.3,#107 Minnesota  at  #17 Maryland,6:30 PM,Xfinity Center
3,77.8,#152 Wofford  at  #112 Furman,7:00 PM,Bon Secours Wellness Arena
3,77.8,#181 Boston Col  at  #68 Notre Dame,7:00 PM,Purcell Pavilion at the Joyce Center
5,53.5,#257 Campbell  at  #176 Elon,9:00 PM,Schar Center
6,53.3,#226 SE Louisiana  at  #217 Ste F Austin,7:30 PM,William R. Johnson Coliseum
7,53.2,#77 McNeese St  at  #323 Hsn Christian,8:00 PM,Sharp Gymnasium
8,52.3,#194 Nicholls  at  #254 Incar Word,7:30 PM,Alice P. McDermott Convocation Center
9,52.2,#237 Beth-Cook  at  #211 Southern,7:30 PM,F. G. Clark Activity Center
10,52.0,#291 NW State  at  #144 TX A&M-CC,8:00 PM,American Bank Center
11,39.7,#165 Norfolk St  at  #340 Morgan St,7:30 PM,Talmadge L. Hill Field House
12,31.7,#348 TX A&M-Com  at  #208 TX-Pan Am,7:30 PM,UTRGV Fieldhouse
13,31.1,#269 American  at  #305 Loyola-MD,7:00 PM,Reitz Arena
14,30.6,#310 Delaware St  at  #266 NC Central,7:30 PM,McDougald-McLendon Arena
15,27.3,#355 New Orleans  at  #228 Lamar,8:00 PM,Neches Federal Credit Union Arena at the Montagne
16,25.8,#360 Maryland ES  at  #230 S Car State,7:30 PM,Smith-Hammond Middleton Memorial Center
17,19.8,#285 Alabama St  at  #350 Alcorn St,7:00 PM,Davey Whitney Complex
18,19.4,#362 Coppin St  at  #267 Howard,7:30 PM,Burr Gymnasium
19,13.9,#354 Florida A&M  at  #311 Grambling St,7:30 PM,Willis Reed Court at the Fredrick C. Hobdy Center
20,11.1,#359 Alab A&M  at  #316 Jackson St,8:00 PM,Williams Assembly Center
21,9.7,#319 TX Southern  at  #364 Miss Val St,7:00 PM,Harrison HPER Complex
22,5.4,#345 Prairie View  at  #363 Ark Pine Bl,6:00 PM,H.O. Clemmons Arena (K. L. Johnson Complex)
