Team,Over Record,Over %,Under %,Total +/-
S Dakota St,84-54-1,60.9%,39.1%,+4.3
Oral Roberts,132-91-2,59.2%,40.8%,+2.7
Queens,36-25-1,59.0%,41.0%,+1.7
W Georgia,20-14-0,58.8%,41.2%,+1.2
Bucknell,91-65-3,58.3%,41.7%,+3.6
NJIT,100-73-1,57.8%,42.2%,+0.8
Iowa St,181-134-6,57.5%,42.5%,+3.2
Le Moyne,28-21-0,57.1%,42.9%,+2.3
Baylor,137-104-5,56.9%,43.2%,+3.0
Illinois St,179-136-8,56.8%,43.2%,+2.4
Long Beach St,207-161-4,56.3%,43.8%,+2.8
Alcorn St,99-77-0,56.3%,43.8%,+3.0
New Orleans,145-113-3,56.2%,43.8%,+1.7
Texas,146-115-1,55.9%,44.1%,+3.2
Dayton,123-97-1,55.9%,44.1%,+1.8
BYU,104-82-2,55.9%,44.1%,+3.0
Iona,114-90-4,55.9%,44.1%,+1.3
NW State,100-79-4,55.9%,44.1%,+1.6
Omaha,138-109-2,55.9%,44.1%,+2.1
Hofstra,145-115-1,55.8%,44.2%,+2.4
Youngstown St,208-165-1,55.8%,44.2%,+2.7
Green Bay,199-158-2,55.7%,44.3%,+2.3
UCSD,39-31-2,55.7%,44.3%,+3.3
Ball St,186-148-7,55.7%,44.3%,+1.9
Indiana St,196-156-7,55.7%,44.3%,+2.1
Denver,192-153-3,55.7%,44.4%,+1.2
Marquette,149-119-4,55.6%,44.4%,+3.3
Gonzaga,50-40-0,55.6%,44.4%,+3.7
Idaho St,221-177-6,55.5%,44.5%,+1.9
Loyola MD,162-131-2,55.3%,44.7%,+1.7
Florida Intl,215-174-4,55.3%,44.7%,+1.6
UTSA,145-118-3,55.1%,44.9%,+2.1
Morgan St,95-78-1,54.9%,45.1%,+1.9
North Dakota,145-120-1,54.7%,45.3%,+2.8
Prairie View,83-69-1,54.6%,45.4%,+2.4
SE Missouri St,214-178-6,54.6%,45.4%,+2.4
George Mason,149-124-2,54.6%,45.4%,+1.8
Duke,36-30-1,54.6%,45.5%,+0.6
SC Upstate,120-100-0,54.6%,45.5%,+1.0
N Colorado,122-102-2,54.5%,45.5%,+2.3
Boston College,223-187-9,54.4%,45.6%,+1.2
C Arkansas,107-90-4,54.3%,45.7%,+2.5
Lamar,89-75-1,54.3%,45.7%,+0.8
Weber St,128-108-1,54.2%,45.8%,+0.5
Holy Cross,123-104-5,54.2%,45.8%,+0.4
Delaware St,112-95-2,54.1%,45.9%,+2.0
Bowling Green,192-163-2,54.1%,45.9%,+2.1
Bellarmine,53-45-0,54.1%,45.9%,+2.9
Auburn,167-142-3,54.1%,46.0%,+1.7
E Washington,174-148-4,54.0%,46.0%,+1.7
Santa Clara,177-151-3,54.0%,46.0%,+1.3
G Washington,177-152-5,53.8%,46.2%,+1.0
Seattle,79-68-3,53.7%,46.3%,+0.7
Army,82-71-0,53.6%,46.4%,+2.1
Ohio,129-112-4,53.5%,46.5%,+1.5
Portland St,160-139-6,53.5%,46.5%,+2.8
S Utah,153-133-5,53.5%,46.5%,+1.7
Sacred Heart,77-67-0,53.5%,46.5%,+4.4
Pacific,172-150-1,53.4%,46.6%,+1.7
Rhode Island,156-136-2,53.4%,46.6%,+1.1
Nevada,121-106-3,53.3%,46.7%,+1.5
Texas St,97-85-5,53.3%,46.7%,+0.9
UT Rio Grande,91-80-4,53.2%,46.8%,+1.2
Columbia,137-121-3,53.1%,46.9%,+1.7
Arizona,86-76-1,53.1%,46.9%,+2.4
Seton Hall,181-160-6,53.1%,46.9%,+0.9
High Point,69-61-2,53.1%,46.9%,+0.7
Providence,181-161-6,52.9%,47.1%,+1.8
Missouri,182-162-3,52.9%,47.1%,+1.5
Wake Forest,202-180-6,52.9%,47.1%,+0.9
Montana St,175-156-0,52.9%,47.1%,+0.8
NC Asheville,74-66-4,52.9%,47.1%,+1.4
NC Central,65-58-0,52.9%,47.2%,-0.5
Austin Peay,168-150-8,52.8%,47.2%,+2.7
NC State,189-170-6,52.7%,47.4%,0.0
Boise St,130-117-2,52.6%,47.4%,+1.0
Sam Houston,70-63-0,52.6%,47.4%,-0.2
Delaware,193-175-2,52.5%,47.6%,+1.6
Old Dominion,129-117-4,52.4%,47.6%,+1.2
Missouri St,152-138-1,52.4%,47.6%,+1.6
Coastal Car,98-89-2,52.4%,47.6%,+2.1
Georgetown,176-160-3,52.4%,47.6%,+1.4
Clemson,133-121-4,52.4%,47.6%,+1.2
Coppin St,126-115-2,52.3%,47.7%,+0.6
W Michigan,184-168-2,52.3%,47.7%,+1.0
Saint Joseph's,173-158-2,52.3%,47.7%,+2.2
Tennessee St,174-159-3,52.3%,47.8%,+0.5
S Indiana,35-32-0,52.2%,47.8%,+1.7
Cornell,145-133-4,52.2%,47.8%,+1.5
Oregon St,211-194-0,52.1%,47.9%,+0.3
Chattanooga,151-139-2,52.1%,47.9%,+1.1
South Dakota,113-104-2,52.1%,47.9%,+2.7
Campbell,76-70-4,52.1%,48.0%,+1.0
Arizona St,184-170-3,52.0%,48.0%,+0.9
Montana,105-97-3,52.0%,48.0%,+1.0
Buffalo,145-134-5,52.0%,48.0%,+2.4
Wyoming,199-184-7,52.0%,48.0%,+1.1
Mississippi St,153-142-5,51.9%,48.1%,+0.5
Penn St,210-195-3,51.9%,48.2%,+1.1
Mercer,98-91-5,51.9%,48.2%,+2.3
Hou Christian,100-93-3,51.8%,48.2%,+1.9
Memphis,106-99-2,51.7%,48.3%,+2.9
Miss Valley St,137-128-4,51.7%,48.3%,+1.3
Wichita St,92-86-1,51.7%,48.3%,+0.6
Grand Canyon,46-43-1,51.7%,48.3%,0.0
Michigan,156-146-7,51.7%,48.3%,+0.2
USC,173-162-6,51.6%,48.4%,+0.5
Longwood,63-59-3,51.6%,48.4%,+0.5
Utah St,97-91-2,51.6%,48.4%,+0.6
Washington,165-155-1,51.6%,48.4%,+0.9
Howard,83-78-3,51.6%,48.5%,+0.9
Northeastern,137-129-7,51.5%,48.5%,+0.6
SIU Edward,137-129-7,51.5%,48.5%,+0.1
Wright St,121-114-5,51.5%,48.5%,+0.3
UNLV,139-131-3,51.5%,48.5%,-0.2
Incarnate Word,87-82-1,51.5%,48.5%,+1.2
West Virginia,140-132-6,51.5%,48.5%,+1.1
Robert Morris,88-83-4,51.5%,48.5%,+0.2
