Team,Over Record,Over %,Under %,Total +/-
Washington,196-156-4,55.7%,44.3%,+1.0
Philadelphia,202-166-4,54.9%,45.1%,+1.7
Toronto,179-148-3,54.7%,45.3%,+1.2
Milwaukee,217-185-6,54.0%,46.0%,+1.6
Portland,175-158-2,52.6%,47.5%,+1.9
Phoenix,174-159-3,52.3%,47.8%,+0.7
Cleveland,207-194-3,51.6%,48.4%,+1.0
Utah,184-173-2,51.5%,48.5%,+2.5
Detroit,183-173-6,51.4%,48.6%,+1.6
Dallas,183-175-4,51.1%,48.9%,+1.4
Golden State,194-189-4,50.7%,49.4%,+1.0
Orlando,172-168-6,50.6%,49.4%,-0.1
Atlanta,182-185-3,49.6%,50.4%,+1.2
Memphis,191-195-4,49.5%,50.5%,-0.1
Minnesota,167-171-3,49.4%,50.6%,+0.4
Indiana,183-188-7,49.3%,50.7%,+0.2
Sacramento,166-171-4,49.3%,50.7%,+0.9
Boston,186-192-5,49.2%,50.8%,+0.2
Chicago,189-196-4,49.1%,50.9%,+1.3
Charlotte,158-164-5,49.1%,50.9%,+0.4
New Orleans,170-178-6,48.9%,51.2%,-0.4
Denver,171-182-3,48.4%,51.6%,+0.9
LA Lakers,163-174-3,48.4%,51.6%,-0.9
Houston,178-193-8,48.0%,52.0%,0.0
LA Clippers,174-189-4,47.9%,52.1%,+0.2
Okla City,165-183-5,47.4%,52.6%,-1.2
New York,159-179-5,47.0%,53.0%,-0.7
San Antonio,167-195-7,46.1%,53.9%,-0.1
Brooklyn,163-203-3,44.5%,55.5%,-0.4
Miami,173-219-3,44.1%,55.9%,-1.1
