Team,ATS Record,Cover %,MOV,ATS +/-
Presbyterian,36-23-2,61.0%,-3.9,+1.0
UCSD,41-27-1,60.3%,5.9,+1.4
Le Moyne,18-12-0,60.0%,1.8,+2.3
New Haven,3-2-0,60.0%,-8.8,+7.1
Yale,172-117-7,59.5%,3.2,+1.9
Abl Christian,46-32-2,59.0%,3.2,+0.6
Nevada,146-103-7,58.6%,4.8,+1.5
NC Central,54-40-1,57.5%,2.1,+2.1
LIU,39-29-1,57.4%,-2.6,+1.1
Milwaukee,155-116-9,57.2%,0.9,+1.5
Gardner-Webb,44-33-1,57.1%,-0.9,+1.4
Vermont,60-45-2,57.1%,4.6,+1.3
SE Louisiana,50-38-1,56.8%,-2.2,-0.1
S Dakota St,105-81-4,56.5%,3.4,+0.8
Wisconsin,142-110-7,56.4%,9.2,+1.4
Florida A&M,67-52-0,56.3%,-6.5,+1.1
N Florida,54-42-1,56.3%,-3.6,+1.0
Jackson St,59-46-2,56.2%,-2.2,+0.2
NW State,50-39-3,56.2%,-2.0,-0.4
UCF,84-66-2,56.0%,4.1,+0.1
Chattanooga,123-97-2,55.9%,5.1,+1.2
Sam Houston,52-41-3,55.9%,5.3,+1.1
N Alabama,39-31-1,55.7%,-0.3,+0.9
Princeton,154-123-5,55.6%,5.7,+1.0
Lehigh,40-32-1,55.6%,-0.2,+0.1
Miami,125-100-3,55.6%,7.3,+0.7
Utah Valley,71-57-0,55.5%,3.5,+1.9
Canisius,128-103-9,55.4%,-1.8,+0.5
Houston,115-93-5,55.3%,7.9,+1.5
Monmouth,75-61-2,55.2%,-2.1,+1.2
Villanova,135-110-2,55.1%,9.5,+0.7
Hampton,50-41-1,55.0%,0.8,+0.4
New Mexico,132-109-8,54.8%,7.0,+0.2
Marquette,127-105-3,54.7%,8.0,+0.6
Navy,35-29-0,54.7%,-1.1,+1.0
Maryland ES,47-39-4,54.7%,-8.9,+0.2
Saint Peter's,124-103-3,54.6%,-2.6,+0.5
St Francis PA,54-45-1,54.6%,-4.2,+1.2
Norfolk St,60-50-3,54.6%,-0.3,+1.3
Grand Canyon,70-59-2,54.3%,5.8,+0.2
E Tennessee St,83-70-5,54.3%,4.1,+1.0
Utah St,154-130-2,54.2%,10.0,+1.9
Iowa St,117-99-5,54.2%,10.1,+1.0
Dayton,124-105-6,54.2%,7.5,+1.5
Louisiana Tech,177-150-7,54.1%,4.8,+0.7
UT Arlington,92-78-3,54.1%,1.7,+1.0
Duke,129-110-3,54.0%,17.6,+0.9
Oregon St,175-150-5,53.9%,-0.5,0.0
Creighton,116-100-4,53.7%,9.1,+0.4
Air Force,110-95-4,53.7%,-0.6,-0.3
Siena,126-109-6,53.6%,0.9,+0.8
Illinois Chicago,142-123-4,53.6%,-0.3,+0.6
Bucknell,38-33-1,53.5%,0.7,+1.3
Stanford,170-148-6,53.5%,7.5,+0.8
Santa Clara,174-152-8,53.4%,1.9,+0.3
Colgate,40-35-3,53.3%,-0.4,+1.2
Xavier,128-112-12,53.3%,8.2,+0.6
Lamar,48-42-2,53.3%,1.9,+0.9
Delaware,113-99-2,53.3%,0.4,+0.6
Indiana,138-121-5,53.3%,6.1,+0.4
Robert Morris,57-50-0,53.3%,0.8,+0.4
Morehead St,131-115-8,53.3%,1.0,+0.8
E Kentucky,123-108-4,53.3%,0.1,+0.8
George Mason,99-87-5,53.2%,3.4,+0.9
Charleston,135-119-6,53.2%,6.6,+0.9
Wofford,119-105-3,53.1%,1.0,+0.5
Seton Hall,128-113-6,53.1%,4.3,+0.7
UConn,137-121-3,53.1%,11.5,+0.5
Binghamton,43-38-1,53.1%,-4.3,+0.7
Stony Brook,52-46-1,53.1%,-0.6,+0.1
Vanderbilt,104-92-3,53.1%,7.1,0.0
Temple,122-108-8,53.0%,2.6,-0.1
Stetson,44-39-2,53.0%,-3.5,+1.1
Butler,144-128-7,52.9%,6.6,+0.8
Kentucky,118-105-7,52.9%,11.9,+0.3
Wake Forest,110-98-4,52.9%,5.7,+1.4
S Carolina St,55-49-3,52.9%,-3.5,+0.1
Missouri St,92-82-3,52.9%,6.3,+2.0
Texas A&M-CC,46-41-4,52.9%,3.9,-0.3
Tenn Tech,136-122-4,52.7%,0.2,-0.3
Tulsa,127-114-6,52.7%,5.1,+0.6
Drake,98-88-2,52.7%,3.3,+0.8
Clemson,120-108-1,52.6%,7.0,+0.9
Michigan,130-117-4,52.6%,6.1,+1.1
Nicholls,40-36-3,52.6%,-4.2,+0.9
UC Irvine,173-156-14,52.6%,3.2,-0.2
Arkansas,92-83-5,52.6%,10.8,+0.5
BYU,165-149-7,52.6%,7.9,+1.4
N Arizona,155-140-5,52.5%,-0.6,-0.5
Jacksonville St,114-103-5,52.5%,1.5,+0.2
Tennessee St,126-114-3,52.5%,-1.4,+0.4
Tennessee,110-100-4,52.4%,9.9,+0.3
Coastal Car,67-61-3,52.3%,2.0,+0.3
Sacred Heart,46-42-1,52.3%,-2.5,+0.4
Hofstra,115-105-7,52.3%,2.9,+0.2
Oregon,186-170-8,52.3%,6.3,+0.7
LSU,93-85-3,52.3%,9.0,+0.3
UCSB,179-164-7,52.2%,3.4,0.0
SMU,108-99-5,52.2%,5.6,0.0
Kennesaw St,48-44-1,52.2%,-3.5,+1.2
Saint Louis,99-91-6,52.1%,4.8,-0.3
South Dakota,75-69-3,52.1%,0.0,-0.1
Furman,102-94-1,52.0%,3.2,+0.1
FGCU,52-48-0,52.0%,0.6,+1.1
Minnesota,118-109-4,52.0%,5.0,+1.1
Illinois,131-121-6,52.0%,9.1,+1.2
San Francisco,172-159-6,52.0%,2.2,+0.4
W Kentucky,163-151-5,51.9%,3.2,-0.1
Towson,100-93-5,51.8%,-1.5,+0.7
Akron,87-81-4,51.8%,6.5,+0.6
TCU,102-95-1,51.8%,6.0,+0.5
Cornell,149-139-5,51.7%,-0.7,+0.5
Florida,113-106-7,51.6%,11.4,+0.6
Purdue,133-125-6,51.6%,8.9,+0.3
Green Bay,138-130-6,51.5%,0.1,-0.3
Tarleton St,35-33-1,51.5%,0.4,+0.3
Weber St,160-151-4,51.5%,5.3,+0.2
NC Wilmington,125-118-8,51.4%,1.4,+0.2
Saint Mary's,179-169-8,51.4%,7.3,+0.4
J Madison,108-102-7,51.4%,0.7,-0.5
North Carolina,145-137-4,51.4%,11.1,+0.3
DePaul,112-106-8,51.4%,-0.9,-0.7
Bethune,56-53-2,51.4%,-3.4,+1.0
Mississippi St,99-94-5,51.3%,7.9,+0.6
Baylor,100-95-3,51.3%,11.3,+0.4
Lindenwood,20-19-0,51.3%,-2.7,+0.2
Wichita St,103-98-6,51.2%,7.6,+0.6
CS Bakersfield,65-62-2,51.2%,-0.3,+1.6
E Illinois,131-125-5,51.2%,-2.8,+0.1
Boston U,45-43-1,51.1%,-0.6,+0.1
N Texas,158-151-5,51.1%,1.0,-0.4
Syracuse,136-130-5,51.1%,7.9,0.0
Ohio St,118-113-3,51.1%,9.2,+0.7
Indiana St,96-92-2,51.1%,0.2,-0.4
Georgia So,132-127-6,51.0%,1.7,+0.1
Utah,159-153-7,51.0%,6.2,+0.2
Davidson,111-107-3,50.9%,6.1,+0.3
Pepperdine,171-165-4,50.9%,-2.1,0.0
Virginia,123-119-4,50.8%,7.0,+0.2
Wright St,129-125-7,50.8%,3.0,+0.3
New Orleans,100-97-1,50.8%,-1.1,+0.1
Saint Joseph's,101-98-2,50.8%,3.5,+0.3
Idaho St,140-136-4,50.7%,-3.0,-0.1
UTEP,144-140-6,50.7%,3.2,-0.1
UL Monroe,111-108-3,50.7%,-2.9,+0.2
UTSA,75-73-2,50.7%,-1.1,-0.2
Kansas City,76-74-3,50.7%,-1.3,-0.6
Maryland,115-112-6,50.7%,9.3,-0.1
Notre Dame,119-116-4,50.6%,6.9,+0.7
High Point,40-39-1,50.6%,2.6,0.0
NC Asheville,41-40-2,50.6%,-0.4,-0.4
Radford,41-40-1,50.6%,-1.2,-0.7
Hou Christian,41-40-0,50.6%,-5.7,-1.2
UAB,129-126-7,50.6%,4.0,+0.1
Little Rock,145-142-7,50.5%,0.5,+0.2
St Bonaventure,100-98-5,50.5%,1.4,-0.6
USC,162-159-5,50.5%,3.5,+0.1
