Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
Dallas,Philadelphia,Dallas,+4,227.5.,234,[]
Boston,Cleveland,Boston,+1.5,238.,217,[]
Houston,Brooklyn,Brooklyn,+9,213.,196,[]
Miami,Chicago,Chicago,+3.5,229.,257,[]
L.A. Lakers,L.A. Clippers,L.A. Lakers,+8.5,222.5.,219,[]
Indiana,Portland,Portland,+5,232.5.,201,[]
