Team,ATS Record,Cover %,MOV,ATS +/-
Okla City,546-458-16,54.4%,2.1,+0.7
Denver,509-459-14,52.6%,1.9,+0.4
Golden State,507-468-20,52.0%,2.2,+0.2
San Antonio,549-507-23,52.0%,3.0,+0.3
Boston,592-550-20,51.8%,2.6,+0.3
Phoenix,492-457-14,51.8%,0.9,+0.4
Miami,570-533-23,51.7%,1.9,+0.3
New York,501-469-13,51.7%,-1.5,+0.2
Indiana,538-504-30,51.6%,0.9,+0.6
Orlando,509-481-21,51.4%,-1.1,+0.1
Dallas,525-503-22,51.1%,1.5,+0.1
Philadelphia,496-482-19,50.7%,-1.0,-0.1
Utah,479-470-18,50.5%,-0.1,0.0
Houston,506-497-13,50.5%,1.7,+0.6
Milwaukee,487-485-19,50.1%,0.5,-0.2
Charlotte,462-465-17,49.8%,-3.2,+0.2
Toronto,510-515-18,49.8%,0.3,+0.1
Cleveland,510-520-21,49.5%,1.0,0.0
Brooklyn,481-491-27,49.5%,-2.2,-0.2
Memphis,489-509-20,49.0%,-0.5,+0.1
New Orleans,457-479-16,48.8%,-1.5,-0.1
Chicago,482-507-14,48.7%,-1.0,-0.2
Portland,449-475-18,48.6%,-1.8,-0.5
LA Clippers,443-473-12,48.4%,0.6,0.0
Sacramento,423-463-16,47.7%,-2.8,-1.0
Detroit,471-516-27,47.7%,-1.0,-0.4
Atlanta,493-541-11,47.7%,-1.5,-0.6
LA Lakers,459-507-24,47.5%,0.6,-0.5
Minnesota,453-515-13,46.8%,-1.3,-0.2
Washington,443-532-21,45.4%,-3.1,-0.6
