Rank,Hotness Score,Matchup,Time,Location
1,99.1,#7 Louisville  at  #20 Tennessee,7:00 PM,Thompson-Boling Arena at Food City Center
2,95.9,#51 Butler  at  #10 UConn,8:30 PM,XL Center
3,92.0,#88 South Carolina  at  #31 Clemson,7:00 PM,Littlejohn Coliseum
4,90.0,#109 DePaul  at  #13 St John's,7:00 PM,Carnesecca Arena
5,88.4,#118 E Tennessee St  at  #25 North Carolina,8:00 PM,Smith Center
6,88.1,#95 Florida St  at  #76 Dayton,7:00 PM,UD Arena
7,86.7,#139 Pacific  at  #9 BYU,9:00 PM,Marriott Center
8,86.0,#141 Towson  at  #19 Kansas,9:00 PM,Allen Fieldhouse
9,85.2,#149 Lipscomb  at  #3 Duke,6:00 PM,Cameron Indoor Stadium
10,84.1,#155 Toledo  at  #16 Michigan St,6:30 PM,Jack Breslin Student Events Center
11,83.5,#92 UCSD  at  #126 Loyola Mymt,11:30 PM,Gersten Pavilion
11,83.5,#161 N Colorado  at  #24 Texas Tech,8:00 PM,United Supermarkets Arena
13,81.4,#105 Miami OH  at  #134 Wright St,7:00 PM,Wright State University Nutter Center
14,77.1,#200 Florida Intl  at  #33 Miami,7:00 PM,Watsco Center
15,73.8,#216 Valparaiso  at  #52 Northwestern,8:00 PM,Welsh-Ryan Arena
16,73.7,#169 Marist  at  #133 Georgia Tech,7:30 PM,McCamish Pavilion
17,71.9,#236 Queens  at  #21 Arkansas,9:00 PM,Bud Walton Arena
18,71.4,#242 Abl Christian  at  #5 Arizona,9:00 PM,McKale Memorial Center
19,71.1,#184 Southern  at  #125 Cal Baptist,10:00 PM,Dale E. and Sarah Ann Fowler Events Center
20,67.6,#244 LIU  at  #77 Mississippi St,7:30 PM,Humphrey Coliseum
21,60.4,#86 Belmont  at  #279 Evansville,7:00 PM,Ford Center
22,58.7,#305 Le Moyne  at  #41 Texas,8:00 PM,Moody Center
22,58.7,#183 UT Rio Grande  at  #226 Lamar,7:00 PM,Neches Federal Credit Union Arena at the Montagne
24,55.9,#160 Montana St  at  #262 Cal Poly,10:00 PM,Mott Athletics Center
25,50.6,#344 Kansas City  at  #49 Oklahoma,7:00 PM,Lloyd Noble Center
26,46.3,#341 Chicago St  at  #106 Bowling Green,7:00 PM,Stroh Center
27,44.0,#345 Canisius  at  #120 Rhode Island,7:00 PM,Thomas M. Ryan Center
28,35.3,#292 Howard  at  #260 Drexel,11:00 AM,Daskalakis Athletic Center
29,34.7,#291 Oral Roberts  at  #265 Missouri St,8:00 PM,Great Southern Bank Arena
30,33.8,#251 Dartmouth  at  #306 Holy Cross,6:00 PM,Hart Center
31,33.7,#268 Sacred Heart  at  #293 UMass Lowell,6:00 PM,Kennedy Family Athletic Complex
32,27.6,#312 NC A&T  at  #281 NC Greensboro,7:00 PM,First Horizon Coliseum
33,26.5,#218 Tarleton St  at  #365 Miss Valley St,7:00 PM,Harrison HPER Complex
34,25.8,#229 SC Upstate  at  #362 S Carolina St,6:00 PM,Smith-Hammond Middleton Memorial Center
35,18.7,#327 Little Rock  at  #316 Morehead St,7:30 PM,Ellis T. Johnson Arena
36,15.4,#350 Rider  at  #302 Delaware,7:00 PM,Bob Carpenter Center
37,--,Midway  at  #117 Liberty,6:00 PM,Liberty Arena
37,--,Stanton  at  #256 UC Riverside,10:00 PM,SRC Arena
37,--,Mary Baldwin  at  #97 High Point,7:00 PM,Nido and Mariana Qubein Arena
37,--,Ohio Wesleyan  at  #179 Ohio,7:00 PM,Convocation Center
37,--,Colorado-Colorado Springs  at  #298 Denver,9:00 PM,Hamilton Gymnasium
37,--,Kentucky Christian  at  #207 NC Asheville,6:30 PM,Kimmel Arena
37,--,Miami (OH) - Middletown  at  #349 IU Indy,6:30 PM,The Jungle
37,--,East-West University  at  #307 N Illinois,8:00 PM,Convocation Center
37,--,York University (NE)  at  #269 Omaha,8:00 PM,Baxter Arena
