Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
Houston,Toronto,Toronto,+9,222.,224,[]
Indiana,Sacramento,Indiana,+3,234.5.,217,[]
Denver,New Orleans,New Orleans,+8.5,231.5.,261,[]
