Team,Over Record,Over %,Under %,Total +/-
Queens,22-10-0,68.8%,31.3%,+6.2
Wofford,82-41-2,66.7%,33.3%,+6.5
CS Bakersfld,54-28-0,65.9%,34.2%,+5.2
Hsn Christian,52-27-1,65.8%,34.2%,+10.6
UCSD,34-19-0,64.2%,35.9%,+5.9
McNeese St,47-27-2,63.5%,36.5%,+3.4
Neb Omaha,69-40-3,63.3%,36.7%,+5.5
SE Louisiana,44-26-0,62.9%,37.1%,+3.7
Mercyhurst,5-3-0,62.5%,37.5%,+5.7
W Georgia,5-3-0,62.5%,37.5%,+1.3
WI-Milwkee,84-51-0,62.2%,37.8%,+4.6
Lindenwood,18-11-1,62.1%,37.9%,+4.5
Gard-Webb,49-30-1,62.0%,38.0%,+3.5
Florida St,99-61-4,61.9%,38.1%,+3.8
New Orleans,45-28-1,61.6%,38.4%,+3.8
Loyola Mymt,90-56-3,61.6%,38.4%,+3.0
Air Force,89-56-1,61.4%,38.6%,+3.9
Howard,46-29-1,61.3%,38.7%,+5.8
TX A&M-Com,19-12-0,61.3%,38.7%,+7.0
Le Moyne,11-7-0,61.1%,38.9%,+5.7
TX Southern,50-32-2,61.0%,39.0%,+5.3
Loyola-MD,50-32-1,61.0%,39.0%,+2.1
F Dickinson,53-34-3,60.9%,39.1%,+5.8
South Dakota,70-45-1,60.9%,39.1%,+3.8
Oral Roberts,66-43-0,60.6%,39.5%,+3.2
North Dakota,69-45-2,60.5%,39.5%,+2.5
UL Monroe,78-51-3,60.5%,39.5%,+3.9
Wyoming,89-59-2,60.1%,39.9%,+3.9
Radford,51-34-1,60.0%,40.0%,+1.8
E Illinois,72-48-2,60.0%,40.0%,+4.5
E Washingtn,69-46-0,60.0%,40.0%,+6.1
Denver,75-50-1,60.0%,40.0%,+4.1
Wake Forest,95-64-2,59.8%,40.3%,+2.3
Oakland,78-53-0,59.5%,40.5%,+4.8
N Colorado,72-49-2,59.5%,40.5%,+4.7
S Car State,38-26-0,59.4%,40.6%,+4.6
SE Missouri,68-47-2,59.1%,40.9%,+4.0
Iowa,101-70-4,59.1%,40.9%,+4.0
Auburn,95-66-1,59.0%,41.0%,+3.7
Colorado St,85-60-3,58.6%,41.4%,+4.3
Boston U,62-44-2,58.5%,41.5%,+4.2
Norfolk St,38-27-0,58.5%,41.5%,+3.8
Yale,52-37-0,58.4%,41.6%,+4.3
Rice,80-57-0,58.4%,41.6%,+3.3
Brown,61-44-0,58.1%,41.9%,+3.2
E Tenn St,77-56-1,57.9%,42.1%,+2.5
S Utah,71-52-0,57.7%,42.3%,+2.7
Towson,68-50-0,57.6%,42.4%,+3.2
Lipscomb,65-48-1,57.5%,42.5%,+4.4
W Illinois,66-49-0,57.4%,42.6%,+1.9
Samford,70-53-1,56.9%,43.1%,+4.8
Colgate,58-44-1,56.9%,43.1%,+0.4
Xavier,100-77-4,56.5%,43.5%,+1.6
Idaho St,61-47-1,56.5%,43.5%,+2.9
Beth-Cook,35-27-0,56.5%,43.6%,+3.4
NC-Asheville,45-35-1,56.3%,43.8%,+1.1
N Florida,54-42-1,56.3%,43.8%,+2.7
Youngs St,73-57-1,56.2%,43.9%,+4.4
Cincinnati,96-75-3,56.1%,43.9%,+3.5
Drake,78-61-0,56.1%,43.9%,+3.8
N Arizona,65-51-3,56.0%,44.0%,+1.3
Wm & Mary,65-51-1,56.0%,44.0%,+4.1
Niagara,70-55-2,56.0%,44.0%,+4.0
Minnesota,99-78-2,55.9%,44.1%,+2.0
W Michigan,71-56-3,55.9%,44.1%,+3.5
Kent St,76-60-2,55.9%,44.1%,+3.9
N Dakota St,62-49-2,55.9%,44.1%,+2.8
Presbyterian,43-34-0,55.8%,44.2%,+4.6
North Texas,77-61-2,55.8%,44.2%,+1.6
California,100-80-4,55.6%,44.4%,+1.8
Arkansas St,72-58-0,55.4%,44.6%,+3.3
Lafayette,52-42-1,55.3%,44.7%,+1.5
Temple,79-64-1,55.2%,44.8%,+3.2
Belmont,74-60-2,55.2%,44.8%,+1.1
Hofstra,69-56-1,55.2%,44.8%,+2.5
IPFW,70-57-3,55.1%,44.9%,+2.6
Boston Col,87-71-2,55.1%,44.9%,+2.0
Elon,66-54-0,55.0%,45.0%,+3.4
Princeton,55-45-1,55.0%,45.0%,+2.5
Purdue,88-72-2,55.0%,45.0%,+2.2
Central Mich,68-56-2,54.8%,45.2%,+2.4
W Kentucky,74-61-6,54.8%,45.2%,+3.1
Ball St,75-62-0,54.7%,45.3%,+1.6
Wisconsin,94-78-3,54.7%,45.4%,+1.1
Utah Valley,53-44-1,54.6%,45.4%,+2.8
Austin Peay,65-54-2,54.6%,45.4%,+3.5
Utah St,77-64-1,54.6%,45.4%,+1.6
Grd Canyon,66-55-1,54.6%,45.5%,+0.4
S Methodist,86-72-3,54.4%,45.6%,+1.6
UC Irvine,62-52-1,54.4%,45.6%,+2.6
St Bonavent,75-63-1,54.4%,45.7%,+2.9
Georgia St,70-59-0,54.3%,45.7%,+2.7
SC Upstate,45-38-0,54.2%,45.8%,+1.5
Florida Intl,71-60-3,54.2%,45.8%,+2.2
Geo Wshgtn,84-71-1,54.2%,45.8%,+3.1
Furman,65-55-2,54.2%,45.8%,0.0
Stanford,91-77-1,54.2%,45.8%,+2.0
Gonzaga,86-73-0,54.1%,45.9%,+0.4
