Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,10-2-0,83.3%,15.6,+6.9
Southern,46-27-0,63.0%,9.5,+3.1
UCSD,36-22-2,62.1%,11.2,+1.4
Tarleton St,34-21-1,61.8%,14.6,+1.9
Utah Tech,37-24-0,60.7%,6.0,+0.8
Utah Valley,69-45-0,60.5%,12.7,+2.9
Bethune,41-27-1,60.3%,4.7,+1.2
S Dakota St,106-71-1,59.9%,12.7,+3.1
Alabama A&M,55-38-0,59.1%,4.1,+2.2
Lindenwood,20-14-1,58.8%,10.6,-0.2
Florida A&M,51-36-0,58.6%,2.2,+1.6
South Dakota,92-65-3,58.6%,10.1,+1.3
NC Central,48-34-2,58.5%,16.6,+1.9
Norfolk St,42-30-1,58.3%,9.4,+3.7
St Thomas,28-20-0,58.3%,15.6,+2.6
Queens,22-16-1,57.9%,10.2,+1.3
BYU,222-163-10,57.7%,14.5,+2.0
S Carolina St,39-29-4,57.4%,5.0,+2.8
Sam Houston,47-35-2,57.3%,14.1,+1.5
Miss Valley St,40-30-0,57.1%,2.1,+1.1
Vermont,73-56-3,56.6%,11.9,+1.4
Utah,220-169-11,56.6%,12.3,+1.8
Longwood,53-41-2,56.4%,5.3,+1.1
N Florida,58-45-2,56.3%,6.2,+2.0
Utah St,206-161-9,56.1%,14.1,+1.8
C Arkansas,46-36-3,56.1%,3.1,+0.8
Houston,204-160-10,56.0%,11.5,+2.0
Ohio,205-161-4,56.0%,9.5,+1.1
Michigan St,229-180-5,56.0%,15.4,+1.2
Hampton,53-42-1,55.8%,5.7,+1.2
N Alabama,44-35-1,55.7%,10.9,+1.2
Indiana,247-197-4,55.6%,11.8,+1.2
Villanova,209-168-5,55.4%,11.7,+0.9
Iowa St,212-171-10,55.4%,11.7,+1.2
Bradley,209-169-16,55.3%,7.3,+1.7
Arkansas St,168-136-6,55.3%,9.1,+0.7
LIU,37-30-2,55.2%,5.7,+0.7
NC Asheville,53-43-0,55.2%,9.2,+0.6
Saint Louis,226-184-5,55.1%,8.0,+0.7
Duke,237-194-13,55.0%,20.7,+1.2
Middle Tenn,172-141-5,55.0%,9.2,+0.9
Maryland ES,28-23-3,54.9%,0.5,-0.4
Arkansas,213-175-9,54.9%,12.8,+1.0
Texas A&M-CC,51-42-4,54.8%,9.5,+0.9
Abl Christian,46-38-2,54.8%,13.6,+1.6
New Mexico,215-178-10,54.7%,11.9,+1.0
UAB,202-168-9,54.6%,11.4,+0.7
Louisiana Tech,168-140-4,54.6%,11.8,+1.1
Nebraska,205-171-8,54.5%,7.9,+0.8
Auburn,205-171-9,54.5%,9.9,+1.4
Illinois Chicago,194-162-8,54.5%,4.2,0.0
Nevada,190-159-7,54.4%,8.9,+0.7
Colgate,62-52-1,54.4%,6.6,+1.9
Presbyterian,44-37-3,54.3%,5.0,+0.1
North Carolina,226-191-6,54.2%,14.6,+0.5
Furman,142-120-4,54.2%,9.6,+0.5
UT Arlington,84-71-4,54.2%,8.6,-0.1
Liberty,72-61-4,54.1%,9.9,-0.1
Belmont,92-78-6,54.1%,11.8,+0.9
Tulsa,199-170-10,53.9%,9.1,+0.5
Southern Miss,165-141-6,53.9%,8.0,+0.5
Purdue,216-185-10,53.9%,14.1,+1.8
Stanford,225-194-8,53.7%,10.9,+0.8
Denver,167-144-6,53.7%,5.1,+0.8
Akron,185-160-7,53.6%,12.2,+0.9
Gonzaga,201-174-9,53.6%,22.2,+1.6
Mississippi St,202-175-12,53.6%,9.8,+0.6
NC Wilmington,168-146-8,53.5%,7.5,+0.5
Creighton,218-190-10,53.4%,13.3,+1.0
Tennessee,218-191-6,53.3%,12.8,+1.2
Morgan St,42-37-1,53.2%,5.7,+0.4
Colorado,211-186-9,53.2%,9.4,+1.0
San Diego St,199-176-9,53.1%,11.1,+0.5
Weber St,149-132-7,53.0%,12.2,+0.4
Michigan,217-193-4,52.9%,9.9,+0.5
Clemson,203-181-5,52.9%,9.7,+0.8
Wisconsin,222-198-10,52.9%,13.3,+1.0
